size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,0,20260826,2.0,546,50,46,796,100,9600,0.056875,0.5,0.46,7.96,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,0,20260826,2.5,348,34,29,418,100,9600,0.03625,0.34,0.29,4.18,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,0,20260826,3.0,110,10,6,104,100,9600,0.011458333333333333,0.1,0.06,1.04,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,1,20268848,2.0,529,50,45,635,100,9600,0.05510416666666667,0.5,0.45,6.35,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,1,20268848,2.5,324,29,26,402,100,9600,0.03375,0.29,0.26,4.02,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,1,20268848,3.0,98,10,6,76,100,9600,0.010208333333333333,0.1,0.06,0.76,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,2,20276870,2.0,623,58,55,867,100,9600,0.06489583333333333,0.58,0.55,8.67,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,2,20276870,2.5,409,33,24,401,100,9600,0.042604166666666665,0.33,0.24,4.01,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,2,20276870,3.0,109,10,8,117,100,9600,0.011354166666666667,0.1,0.08,1.17,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,pSA,pSA,0.0,3,20284892,2.0,507,47,43,675,100,9600,0.0528125,0.47,0.43,6.75,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
