problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,1,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.0,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.46666666666666673,-0.7317736454163036,1007919,,0.7271069787496369,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,2,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.02,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.45333333333333337,-0.7316244042293405,1015838,,0.7270910708960071,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,3,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.04,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.39666666666666667,-0.7307702225817109,1023757,,0.7268035559150442,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,4,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.05,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4266666666666667,-0.7310354101675657,1031676,,0.726768743500899,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,5,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.06,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.45,-0.7316010162613554,1039595,,0.7271010162613555,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,6,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.08,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4466666666666667,-0.7313405099751815,1047514,,0.7268738433085149,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,7,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.1,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.44333333333333336,-0.7314760270414099,1055433,,0.7270426937080766,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,8,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.12,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.47,-0.7318811692929165,1063352,,0.7271811692929164,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,9,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.14,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.44333333333333336,-0.7314296818027243,1071271,,0.726996348469391,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,10,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.15,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4366666666666667,-0.7313021412197581,1079190,,0.7269354745530915,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,11,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.16,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4066666666666667,-0.7308862122971299,1087109,,0.7268195456304632,,,
maxcut,N200_ERp0p05,tau_pSA,memory_sweep,12,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.2,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4466666666666667,-0.7314622758185169,1095028,,0.7269956091518502,,,
