size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,392,35,34,504,100,9600,0.04083333333333333,0.35,0.34,5.04,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,259,23,22,279,100,9600,0.026979166666666665,0.23,0.22,2.79,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,79,8,8,101,100,9600,0.008229166666666666,0.08,0.08,1.01,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,274,27,25,344,100,9600,0.028541666666666667,0.27,0.25,3.44,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,219,22,20,253,100,9600,0.0228125,0.22,0.2,2.53,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,103,11,9,117,100,9600,0.010729166666666666,0.11,0.09,1.17,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,302,31,28,414,100,9600,0.03145833333333333,0.31,0.28,4.14,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,231,20,19,273,100,9600,0.0240625,0.2,0.19,2.73,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,71,8,7,71,100,9600,0.007395833333333333,0.08,0.07,0.71,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N96_M48,96,48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,383,33,30,437,100,9600,0.03989583333333333,0.33,0.3,4.37,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
