size,variant,implementation_mode,kappa,equation,score,ber_score,fer_score,shape_score,syndrome_penalty,floor_penalty,mean_BER,mean_FER,mean_syndrome_violation,trials_per_EbNo,seed_count,seeds,elapsed_seconds,source_parameter_file
N192_M96,binary_state,binary_state_self_feedback,0.25,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.422599692753676,1.7017629619443138,1.2523503207134774,0.4609460169171165,0.9407333333333333,0.0,0.21151944444444445,0.9470666666666667,0.9407333333333333,10000,10,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980;20325002;20333024,825.3748529171571,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
