size,EbNo_dB,metric,contrast,mean_difference,seed_batch_sd,seed_batch_sem,ci95_low,ci95_high,n_seed_batches,unit
N192_M96,2.0,BER,BER_optimal_binary_minus_additive,0.23935833333333334,0.0018367920998246948,0.00058084466236494,0.23804446270706384,0.24067220395960284,10,paired seed-batch mean
N192_M96,2.5,BER,BER_optimal_binary_minus_additive,0.21584374999999997,0.0022483691255936727,0.0007109967457677184,0.2142354753610734,0.21745202463892654,10,paired seed-batch mean
N192_M96,3.0,BER,BER_optimal_binary_minus_additive,0.15726197916666668,0.0027275195698572875,0.0008625174203431768,0.1553109647618504,0.15921299357148294,10,paired seed-batch mean
N192_M96,pooled,BER,BER_optimal_binary_minus_additive,0.2041546875,0.0015353026600728903,0.0004855053303545588,0.20305647444273797,0.205252900557262,10,paired seed-batch mean
N192_M96,2.0,FER,BER_optimal_binary_minus_additive,0.8737999999999999,0.00978434123144392,0.0030940803695659476,0.8668011902040418,0.880798809795958,10,paired seed-batch mean
N192_M96,2.5,FER,BER_optimal_binary_minus_additive,0.9453999999999999,0.004765617600176408,0.00150702060739431,0.9419911193860739,0.9488088806139259,10,paired seed-batch mean
N192_M96,3.0,FER,BER_optimal_binary_minus_additive,0.8421,0.016414424550782576,0.005190696806145912,0.8303586438244979,0.853841356175502,10,paired seed-batch mean
N192_M96,pooled,FER,BER_optimal_binary_minus_additive,0.8870999999999999,0.003928528138289618,0.0012423096769056132,0.8842898955108394,0.8899101044891604,10,paired seed-batch mean
