stage,size,variant,implementation_mode,kappa,EbNo_dB,BER,FER,syndrome_violation_rate,avg_syndrome_weight,BP_BER,BP_FER,n_trials,n_bits_total
highstat,N96_M48,binary_state,binary_state_self_feedback,0.25,2.0,0.051038541666666666,0.4553,0.272,4.2171,0.025252083333333335,0.26,10000,960000
highstat,N96_M48,binary_state,binary_state_self_feedback,0.25,2.5,0.025908333333333332,0.2786,0.1133,1.6304,0.01286875,0.148,10000,960000
highstat,N96_M48,binary_state,binary_state_self_feedback,0.25,3.0,0.013913541666666666,0.1888,0.0397,0.5345,0.005091666666666667,0.0716,10000,960000
highstat,N192_M96,binary_state,binary_state_self_feedback,0.5,2.0,0.4996791666666667,1.0,0.0,0.0,0.014819791666666667,0.1716,10000,1920000
highstat,N192_M96,binary_state,binary_state_self_feedback,0.5,2.5,0.4993416666666667,1.0,0.0,0.0,0.004305208333333334,0.0544,10000,1920000
highstat,N192_M96,binary_state,binary_state_self_feedback,0.5,3.0,0.50005625,1.0,0.0,0.0,0.0010979166666666667,0.0158,10000,1920000
highstat,N288_M144,binary_state,binary_state_self_feedback,0.75,2.0,0.04360555555555556,0.2946,0.2921,1.7492,0.010990972222222221,0.1402,10000,2880000
highstat,N288_M144,binary_state,binary_state_self_feedback,0.75,2.5,0.012905555555555556,0.0939,0.0911,0.537,0.0025611111111111112,0.035,10000,2880000
highstat,N288_M144,binary_state,binary_state_self_feedback,0.75,3.0,0.0020583333333333335,0.0136,0.0119,0.0716,0.0005909722222222222,0.0102,10000,2880000
