stage,size,variant,implementation_mode,kappa,seed,EbNo_dB,BER,FER,syndrome_violation_rate,avg_syndrome_weight,BP_BER,BP_FER,n_trials,n_bits_total
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20300936,2.5,0.5015,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20300936,3.0,0.5044166666666666,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20308958,2.0,0.50525,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20308958,2.5,0.5025833333333334,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20308958,3.0,0.5036666666666667,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20316980,2.0,0.495,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20316980,2.5,0.5004166666666666,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.1,20316980,3.0,0.50075,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20260826,2.0,0.49525,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20260826,2.5,0.4975,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20260826,3.0,0.50475,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20268848,2.0,0.4990833333333333,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20268848,2.5,0.5004166666666666,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20268848,3.0,0.4959166666666667,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20276870,2.0,0.5046666666666667,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20276870,2.5,0.4955833333333333,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20276870,3.0,0.501,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20284892,2.0,0.498,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20284892,2.5,0.505,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20284892,3.0,0.49433333333333335,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20292914,2.0,0.49191666666666667,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20292914,2.5,0.5038333333333334,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20292914,3.0,0.49216666666666664,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20300936,2.0,0.49516666666666664,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20300936,2.5,0.5015,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20300936,3.0,0.5044166666666666,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20308958,2.0,0.50525,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20308958,2.5,0.5025833333333334,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20308958,3.0,0.5036666666666667,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20316980,2.0,0.495,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20316980,2.5,0.5004166666666666,1.0,0.0,0.0,0.01286875,0.148,250,24000
sweep,N96_M48,binary_state,binary_state_self_feedback,1.25,20316980,3.0,0.50075,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20260826,2.0,0.30345833333333333,1.0,1.0,21.248,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20260826,2.5,0.2826666666666667,1.0,1.0,20.752,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20260826,3.0,0.2577291666666667,0.996,0.996,19.26,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20268848,2.0,0.30135416666666665,1.0,1.0,21.684,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20268848,2.5,0.2883541666666667,1.0,1.0,20.58,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20268848,3.0,0.2582291666666667,1.0,1.0,19.74,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20276870,2.0,0.30214583333333334,1.0,1.0,21.356,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20276870,2.5,0.2820416666666667,1.0,1.0,20.688,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20276870,3.0,0.2589166666666667,1.0,1.0,19.872,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20284892,2.0,0.30120833333333336,1.0,1.0,21.584,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20284892,2.5,0.2811666666666667,1.0,1.0,20.496,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20284892,3.0,0.262,1.0,1.0,19.688,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20292914,2.0,0.3057708333333333,1.0,1.0,21.292,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20292914,2.5,0.2835,0.996,0.996,20.632,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20292914,3.0,0.25545833333333334,1.0,1.0,19.544,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20300936,2.0,0.30235416666666665,1.0,1.0,21.42,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20300936,2.5,0.27889583333333334,1.0,1.0,20.468,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20300936,3.0,0.2580625,1.0,1.0,19.94,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20308958,2.0,0.30364583333333334,1.0,1.0,21.652,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20308958,2.5,0.27941666666666665,1.0,1.0,20.696,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20308958,3.0,0.25677083333333334,1.0,1.0,19.508,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20316980,2.0,0.3019375,1.0,1.0,21.38,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20316980,2.5,0.27910416666666665,1.0,1.0,20.54,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.0,20316980,3.0,0.25675,1.0,1.0,19.512,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20260826,2.0,0.25814583333333335,1.0,0.984,13.428,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20260826,2.5,0.2253125,0.992,0.988,11.98,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20260826,3.0,0.15972916666666667,0.864,0.852,8.692,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20268848,2.0,0.2591875,1.0,0.992,13.468,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20268848,2.5,0.21877083333333333,0.976,0.972,11.564,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20268848,3.0,0.15464583333333334,0.828,0.824,8.58,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20276870,2.0,0.2525,1.0,0.992,13.608,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20276870,2.5,0.21752083333333333,0.972,0.968,11.796,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20276870,3.0,0.15766666666666668,0.868,0.864,8.544,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20284892,2.0,0.2562083333333333,1.0,1.0,13.632,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20284892,2.5,0.22254166666666667,0.992,0.984,11.96,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20284892,3.0,0.1606875,0.896,0.884,8.62,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20292914,2.0,0.255,1.0,0.996,13.368,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20292914,2.5,0.21845833333333334,0.984,0.976,11.512,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20292914,3.0,0.1509375,0.864,0.864,8.372,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20300936,2.0,0.2557083333333333,0.996,0.992,13.4,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20300936,2.5,0.22372916666666667,0.988,0.984,11.788,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20300936,3.0,0.15066666666666667,0.8,0.796,8.168,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20308958,2.0,0.25625,1.0,0.992,13.568,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20308958,2.5,0.21725,0.992,0.988,11.608,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20308958,3.0,0.1574375,0.884,0.88,8.908,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20316980,2.0,0.257125,0.996,0.996,13.688,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20316980,2.5,0.21264583333333334,0.972,0.972,11.404,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.25,20316980,3.0,0.15422916666666667,0.844,0.844,8.436,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20260826,2.0,0.4982083333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20260826,2.5,0.49954166666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20260826,3.0,0.49954166666666666,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20268848,2.0,0.50175,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20268848,2.5,0.498875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20268848,3.0,0.49966666666666665,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20276870,2.0,0.5028333333333334,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20276870,2.5,0.5026666666666667,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20276870,3.0,0.50225,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20284892,2.0,0.49716666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20284892,2.5,0.49775,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20284892,3.0,0.498125,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20292914,2.0,0.4985833333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20292914,2.5,0.499875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20292914,3.0,0.50025,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20300936,2.0,0.500625,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20300936,2.5,0.4997083333333333,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20300936,3.0,0.4972916666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20308958,2.0,0.49966666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20308958,2.5,0.50425,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20308958,3.0,0.5018333333333334,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20316980,2.0,0.497,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20316980,2.5,0.5001666666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.5,20316980,3.0,0.4979166666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20260826,2.0,0.4982083333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20260826,2.5,0.49954166666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20260826,3.0,0.49954166666666666,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20268848,2.0,0.50175,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20268848,2.5,0.498875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20268848,3.0,0.49966666666666665,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20276870,2.0,0.5028333333333334,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20276870,2.5,0.5026666666666667,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20276870,3.0,0.50225,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20284892,2.0,0.49716666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20284892,2.5,0.49775,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20284892,3.0,0.498125,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20292914,2.0,0.4985833333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20292914,2.5,0.499875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20292914,3.0,0.50025,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20300936,2.0,0.500625,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20300936,2.5,0.4997083333333333,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20300936,3.0,0.4972916666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20308958,2.0,0.49966666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20308958,2.5,0.50425,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20308958,3.0,0.5018333333333334,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20316980,2.0,0.497,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20316980,2.5,0.5001666666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.75,20316980,3.0,0.4979166666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20260826,2.0,0.4982083333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20260826,2.5,0.49954166666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20260826,3.0,0.49954166666666666,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20268848,2.0,0.50175,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20268848,2.5,0.498875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20268848,3.0,0.49966666666666665,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20276870,2.0,0.5028333333333334,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20276870,2.5,0.5026666666666667,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20276870,3.0,0.50225,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20284892,2.0,0.49716666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20284892,2.5,0.49775,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20284892,3.0,0.498125,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20292914,2.0,0.4985833333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20292914,2.5,0.499875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20292914,3.0,0.50025,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20300936,2.0,0.500625,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20300936,2.5,0.4997083333333333,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20300936,3.0,0.4972916666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20308958,2.0,0.49966666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20308958,2.5,0.50425,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20308958,3.0,0.5018333333333334,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20316980,2.0,0.497,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20316980,2.5,0.5001666666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.9,20316980,3.0,0.4979166666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20260826,2.0,0.4982083333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20260826,2.5,0.49954166666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20260826,3.0,0.49954166666666666,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20268848,2.0,0.50175,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20268848,2.5,0.498875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20268848,3.0,0.49966666666666665,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20276870,2.0,0.5028333333333334,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20276870,2.5,0.5026666666666667,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20276870,3.0,0.50225,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20284892,2.0,0.49716666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20284892,2.5,0.49775,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20284892,3.0,0.498125,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20292914,2.0,0.4985833333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20292914,2.5,0.499875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20292914,3.0,0.50025,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20300936,2.0,0.500625,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20300936,2.5,0.4997083333333333,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20300936,3.0,0.4972916666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20308958,2.0,0.49966666666666665,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20308958,2.5,0.50425,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20308958,3.0,0.5018333333333334,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20316980,2.0,0.497,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20316980,2.5,0.5001666666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,0.95,20316980,3.0,0.4979166666666667,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,1.0,20260826,2.0,0.4982083333333333,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,1.0,20260826,2.5,0.49954166666666666,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,1.0,20260826,3.0,0.49954166666666666,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,1.0,20268848,2.0,0.50175,1.0,0.0,0.0,0.014819791666666667,0.1716,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,1.0,20268848,2.5,0.498875,1.0,0.0,0.0,0.004305208333333334,0.0544,250,48000
sweep,N192_M96,binary_state,binary_state_self_feedback,1.0,20268848,3.0,0.49966666666666665,1.0,0.0,0.0,0.0010979166666666667,0.0158,250,48000
