size,variant,implementation_mode,kappa,equation,score,ber_score,fer_score,shape_score,syndrome_penalty,floor_penalty,mean_BER,mean_FER,mean_syndrome_violation,trials_per_EbNo,seed_count,seeds,elapsed_seconds,source_parameter_file
N192_M96,binary_state,binary_state_self_feedback,0.75,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.339088391738362,2.0836732764184944,1.2770755765993376,0.5651929604837571,0.0,0.00043750000000000733,0.49981423611111114,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,857.6227937079966,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
N192_M96,binary_state,binary_state_self_feedback,0.9,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.339088391738362,2.0836732764184944,1.2770755765993376,0.5651929604837571,0.0,0.00043750000000000733,0.49981423611111114,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1010.9185290420428,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
N192_M96,binary_state,binary_state_self_feedback,0.95,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.339088391738362,2.0836732764184944,1.2770755765993376,0.5651929604837571,0.0,0.00043750000000000733,0.49981423611111114,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1019.7582008750178,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
N192_M96,binary_state,binary_state_self_feedback,1.0,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.339088391738362,2.0836732764184944,1.2770755765993376,0.5651929604837571,0.0,0.00043750000000000733,0.49981423611111114,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1169.2030343753286,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
N192_M96,binary_state,binary_state_self_feedback,1.1,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.339088391738362,2.0836732764184944,1.2770755765993376,0.5651929604837571,0.0,0.00043750000000000733,0.49981423611111114,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1324.1232247920707,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
N192_M96,binary_state,binary_state_self_feedback,1.25,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.339088391738362,2.0836732764184944,1.2770755765993376,0.5651929604837571,0.0,0.00043750000000000733,0.49981423611111114,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1337.697216917295,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,0.0,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.8879996117866034,2.1012940271065776,1.4335279234001286,0.627373249606242,1.0,0.0,0.3223640046296296,1.0,1.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1618.769007041119,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,0.25,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.8139806909469485,2.0282535020790853,1.4328026110059842,0.6197802317875645,0.9983333333333334,0.0,0.2725434027777778,0.9983333333333334,0.9983333333333334,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1899.9922322081402,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,0.5,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),1.9970042040010347,1.522652755773845,1.095923907802615,0.361231267833979,0.5103333333333333,0.0,0.0963142361111111,0.5108333333333334,0.5103333333333333,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,1913.812215208076,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,0.75,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),0.6503115584720425,0.5321169578409667,0.2609730031553787,0.18824353111501602,0.132,0.0,0.019359953703703702,0.13433333333333333,0.132,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,2171.1532750409096,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,0.9,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.414853218212827,2.133727190799068,1.2964634704021272,0.6248962787550758,0.043666666666666666,0.0,0.3473900462962963,0.7306666666666667,0.043666666666666666,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,2432.226439249702,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,0.95,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.578782580568516,2.29207699588849,1.4335279234001286,0.6344647323753739,0.0,2.430555555557601e-05,0.5001354166666667,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,2457.114643583074,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,1.0,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.578782580568516,2.29207699588849,1.4335279234001286,0.6344647323753739,0.0,2.430555555557601e-05,0.5001354166666667,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,2714.1844784589484,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,1.1,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.578782580568516,2.29207699588849,1.4335279234001286,0.6344647323753739,0.0,2.430555555557601e-05,0.5001354166666667,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,2970.361378250178,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
N288_M144,binary_state,binary_state_self_feedback,1.25,d_i^(t)=q_i^(t)+kappa*(2*w_i^(t)-1),2.578782580568516,2.29207699588849,1.4335279234001286,0.6344647323753739,0.0,2.430555555557601e-05,0.5001354166666667,1.0,0.0,2000,8,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,2992.345338124782,source_project/paper_results_trip/ldpc/N288_M144/lambda_pSA/memory_sweep_summary.csv
