problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,1,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.0,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,613.0,0.6146809359029485,1.0,0.01,-0.585174611328272,907919,,0.585074611328272,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,2,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.05,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,641.6666666666666,0.6434352583032403,1.0,0.01,-0.6005687039519031,915838,,0.6004687039519031,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,3,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.1,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.3333333333334,0.7282760452410608,1.0,0.09000000000000001,-0.6541965574900727,923757,,0.6532965574900726,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,4,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.15,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4066666666666667,-0.7307003817429057,931676,,0.7266337150762391,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,5,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.2,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.4166666666666667,-0.7307483465636276,939595,,0.726581679896961,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,6,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.25,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.38000000000000006,-0.730332769967041,947514,,0.726532769967041,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,7,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.3,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.3566666666666667,-0.7299927001247798,955433,,0.7264260334581131,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,8,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.35,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.3666666666666667,-0.730109848272083,963352,,0.7264431816054163,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,9,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.4,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.37333333333333335,-0.7300255203457423,971271,,0.7262921870124089,,,
maxcut,N200_ERp0p05,lambda_pSA,memory_sweep,10,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.45,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,726.6666666666666,0.7286130860229955,1.0,0.37666666666666665,-0.7302210061149712,979190,,0.7264543394483045,,,
