size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,1229,64,62,1615,100,19200,0.06401041666666667,0.64,0.62,16.15,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,515,29,29,691,100,19200,0.026822916666666665,0.29,0.29,6.91,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,141,10,10,203,100,19200,0.00734375,0.1,0.1,2.03,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1296,64,63,1884,100,19200,0.0675,0.64,0.63,18.84,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,763,40,39,1013,100,19200,0.039739583333333335,0.4,0.39,10.13,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,128,9,9,154,100,19200,0.006666666666666667,0.09,0.09,1.54,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,999,50,48,1409,100,19200,0.05203125,0.5,0.48,14.09,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,514,29,28,702,100,19200,0.026770833333333334,0.29,0.28,7.02,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,263,15,14,307,100,19200,0.013697916666666667,0.15,0.14,3.07,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
N192_M96,192,96,new_09,new,2026082709,ac816bd97c2b921526a9e4685f619835e38d4e341456d542de1acf214eaf5cbe,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,980,50,49,1416,100,19200,0.051041666666666666,0.5,0.49,14.16,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C09
