problem,size,size_label,mode,stage,candidate_id,rank,graph_type,instance_seed,N,M,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,best_unsat,mean_unsat,mean_unsat_rate,mean_unsatisfied_clauses,best_unsat_rate,best_unsatisfied_clauses,std_unsat,valid_assignment_rate,success_rate,success_rate_all,success_rate_sat_only,unsat_instance_rate,is_satisfiable,mean_convergence_cycle,median_convergence_cycle,final_energy,best_energy,time_to_first_solution,n_trials,score,seed,pbit_alpha,convergence_cycle,mean_energy,clause_density,n_clauses,n_satisfiable_instances,n_unsatisfiable_instances
2sat-phase-repro,N500_A1p20,N500_A1p20,tau_pSA,search,251,1,,,500.0,600.0,,15.57958998502024,0.0,1.2000000000000002,fixed,0.5881586388964036,0.0,0.1858235991342866,1.33132223750867,5.119036012993921,constant,0.8693746353942234,0.27767422379654105,best_state,2767,130,3000,,,,,,,,,,,0.8666666666666667,1.321,0.0022016666666666664,1.321,0.0014444444444444442,0.8666666666666667,0.3739023172184141,0.5615384615384614,0.24333333333333332,0.24333333333333332,0.5615384615384614,0.5666666666666667,,689.5743333333335,481.5,1.321,0.8666666666666667,940.9301899261742,100,-0.05336121026495726,3187669,1.0,689.5743333333335,1.321,1.2000000000000002,600.0,13,17
