size,code_id,scope,EbNo_dB,metric,difference_definition,mean_paired_difference,seed_batch_sd,seed_batch_sem,ci95_low,ci95_high,n_seed_batches,ci_excludes_zero_in_additive_direction
N288_M144,C03,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.992,0.009189365834726822,0.002905932629027118,0.9854263236884748,0.9985736763115252,10,1
N288_M144,C03,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.992,0.009189365834726822,0.002905932629027118,0.9854263236884748,0.9985736763115252,10,1
N288_M144,C03,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.3159305555555556,0.0013174033017193932,0.00041659950304592997,0.3149881420056988,0.3168729691054124,10,1
N288_M144,C03,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9313333333333332,0.014418780620007426,0.004559618784151826,0.92101875904088,0.9416479076257864,10,1
N288_M144,C03,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.932,0.013716710544009752,0.00433760473243181,0.9221876563848996,0.9418123436151005,10,1
N288_M144,C04,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.3100034722222222,0.008022953296612331,0.0025370805978451425,0.30426419717506864,0.31574274726937573,10,1
N288_M144,C04,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.8320000000000001,0.044919681407794704,0.014204850501775008,0.7998663956901381,0.8641336043098621,10,1
N288_M144,C04,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.833,0.046678569910494135,0.01476105988365635,0.7996081626528685,0.8663918373471314,10,1
N288_M144,C04,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.31743402777777785,0.003283711884263684,0.0010384008734036462,0.3150850018040938,0.3197830537514619,10,1
N288_M144,C04,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.959,0.028848262031225078,0.009122621455602673,0.938363196530202,0.979636803469798,10,1
N288_M144,C04,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.959,0.028848262031225078,0.009122621455602673,0.938363196530202,0.979636803469798,10,1
N288_M144,C04,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.31625694444444447,0.003678910067763839,0.0011633735121058125,0.31362521072095956,0.3188886781679294,10,1
N288_M144,C04,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.994,0.009660917830792967,0.003055050463303896,0.9870889957115564,1.0009110042884437,10,1
N288_M144,C04,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.994,0.009660917830792967,0.003055050463303896,0.9870889957115564,1.0009110042884437,10,1
N288_M144,C04,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.3145648148148148,0.0032140944139236968,0.0010163858962822885,0.31226559017931593,0.31686403945031366,10,1
N288_M144,C04,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9283333333333333,0.01758576865704933,0.005561108336107638,0.9157532322773998,0.9409134343892669,10,1
N288_M144,C04,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9286666666666668,0.018067090332602523,0.0057133156143033045,0.9157422488261243,0.9415910845072092,10,1
N288_M144,C05,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.3080173611111111,0.006864069008346096,0.002170609208294698,0.3031071019428102,0.312927620279412,10,1
N288_M144,C05,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.8290000000000001,0.026012817353502204,0.008225975119502035,0.810391551461959,0.8476084485380412,10,1
N288_M144,C05,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.8320000000000001,0.02529822128134701,0.007999999999999991,0.8139027426971673,0.8500972573028328,10,1
N288_M144,C05,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.3185451388888889,0.002979754305479234,0.0009422810473007526,0.31641355106831587,0.32067672670946196,10,1
N288_M144,C05,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.962,0.015491933384829681,0.00489897948556636,0.9509177384660508,0.9730822615339492,10,1
N288_M144,C05,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9629999999999999,0.014944341180973276,0.004725815626252613,0.9523094623307446,0.9736905376692551,10,1
N288_M144,C05,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.3169027777777778,0.00306897655782556,0.0009704956008392217,0.31470736420282097,0.31909819135273465,10,1
N288_M144,C05,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.9949999999999999,0.0052704627669473035,0.001666666666666668,0.9912297380619097,0.99877026193809,10,1
N288_M144,C05,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9949999999999999,0.0052704627669473035,0.001666666666666668,0.9912297380619097,0.99877026193809,10,1
N288_M144,C05,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.31448842592592585,0.002761099622402002,0.0008731363653421198,0.31251325424291876,0.31646359760893294,10,1
N288_M144,C05,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9286666666666668,0.01068054652506481,0.003377485367460146,0.9210262639502319,0.9363070693831016,10,1
N288_M144,C05,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.93,0.011331154474650622,0.003583225665910463,0.921894180393738,0.938105819606262,10,1
N288_M144,C06,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.3085590277777778,0.007945418502241045,0.0025125619430325357,0.3028752177812321,0.31424283777432344,10,1
N288_M144,C06,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.837,0.03973523485382826,0.012565384549980506,0.8085751253362453,0.8654248746637546,10,1
N288_M144,C06,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.8380000000000001,0.04131182235954577,0.013063945294843613,0.8084473025761355,0.8675526974238646,10,1
N288_M144,C06,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.3178020833333333,0.004412988182521471,0.0013955093944174703,0.31464522176092163,0.320958944905745,10,1
N288_M144,C06,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.946,0.010749676997731408,0.003399346342395192,0.9383101443225288,0.9536898556774711,10,1
N288_M144,C06,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9469999999999998,0.011595018087284067,0.0036666666666666696,0.9387054237362015,0.9552945762637982,10,1
N288_M144,C06,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.31672569444444443,0.002723232305832449,0.0008611616684182777,0.31477761140785665,0.3186737774810322,10,1
N288_M144,C06,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.9950000000000001,0.007071067811865481,0.0022360679774997916,0.9899416628080703,1.00005833719193,10,1
N288_M144,C06,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9950000000000001,0.007071067811865481,0.0022360679774997916,0.9899416628080703,1.00005833719193,10,1
N288_M144,C06,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.3143622685185185,0.0035245223120177723,0.0011145518170058808,0.3118409771423066,0.31688355989473044,10,1
N288_M144,C06,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9260000000000002,0.013770607453181906,0.004354648431614532,0.9161491008587119,0.9358508991412884,10,1
N288_M144,C06,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9266666666666667,0.013877773329774211,0.004388537257362553,0.916739105675472,0.9365942276578615,10,1
N288_M144,C07,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.31072916666666667,0.0055495723954455,0.0017549288809604424,0.3067592417283025,0.31469909160503085,10,1
N288_M144,C07,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.8400000000000001,0.03620926830400071,0.011450376024878441,0.8140974498579485,0.8659025501420516,10,1
N288_M144,C07,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.841,0.03604010112206801,0.011396880664852501,0.8152184647698105,0.8667815352301894,10,1
N288_M144,C07,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.3194652777777777,0.0032818653890887644,0.0010378169603595204,0.31711757270716895,0.3218129828483865,10,1
N288_M144,C07,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.9569999999999999,0.018885620632287076,0.005972157622389644,0.9434900408568174,0.9705099591431823,10,1
N288_M144,C07,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.958,0.019321835661585934,0.006110100926607792,0.9441779914231127,0.9718220085768873,10,1
N288_M144,C07,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.3163576388888888,0.0044262458358155015,0.0013997018325012675,0.31319129336263607,0.3195239844151415,10,1
N288_M144,C07,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.9970000000000001,0.004830458915396484,0.001527525231651948,0.9935444978557783,1.0004555021442219,10,1
N288_M144,C07,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9970000000000001,0.004830458915396484,0.001527525231651948,0.9935444978557783,1.0004555021442219,10,1
N288_M144,C07,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.31551736111111117,0.002501529941187657,0.0007910532249260047,0.313727874392146,0.31730684783007634,10,1
N288_M144,C07,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9313333333333332,0.014923674124782944,0.004719280129243399,0.9206575799854503,0.9420090866812162,10,1
N288_M144,C07,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9319999999999998,0.014840718095167998,0.004693047129320638,0.9213835898207953,0.9426164101792044,10,1
N288_M144,C08,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.3120381944444444,0.005888555169396357,0.0018621246462851126,0.3078257758377234,0.3162506130511654,10,1
N288_M144,C08,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.8440000000000001,0.025473297566057037,0.008055363982396372,0.8257775006678252,0.862222499332175,10,1
N288_M144,C08,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.8460000000000001,0.02366431913239845,0.007483314773547877,0.8290715658831268,0.8629284341168734,10,1
N288_M144,C08,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.316,0.002676130166497587,0.0008462666641218004,0.31408561180407224,0.31791438819592777,10,1
N288_M144,C08,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.9579999999999999,0.013984117975602034,0.0044221663871405375,0.9479963646319972,0.9680036353680025,10,1
N288_M144,C08,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.959,0.0128668393770792,0.004068851871911238,0.9497956175933636,0.9682043824066363,10,1
N288_M144,C08,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.31720138888888894,0.0029164461997804813,0.0009222612664648781,0.31511508895893253,0.31928768881884534,10,1
N288_M144,C08,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.9949999999999999,0.007071067811865481,0.0022360679774997916,0.98994166280807,1.0000583371919298,10,1
N288_M144,C08,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9949999999999999,0.007071067811865481,0.0022360679774997916,0.98994166280807,1.0000583371919298,10,1
N288_M144,C08,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.3150798611111111,0.002368716883768442,0.0007490540484804603,0.31338538312997616,0.316774339092246,10,1
N288_M144,C08,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9323333333333332,0.008755950357709118,0.002768874620972687,0.9260697037764549,0.9385969628902116,10,1
N288_M144,C08,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9333333333333332,0.008606629658238702,0.002721655269759086,0.9271765213700282,0.9394901452966383,10,1
N288_M144,C09,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.30966666666666665,0.004451738565068115,0.0014077633413224935,0.30648208474049055,0.31285124859284275,10,1
N288_M144,C09,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.835,0.037490739597339964,0.011855612829185822,0.8081807405184324,0.8618192594815676,10,1
N288_M144,C09,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.837,0.035916569992135924,0.01135781669160054,0.811306833616712,0.862693166383288,10,1
N288_M144,C09,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.3180868055555556,0.0036109052202700736,0.0011418684911045434,0.315503719569366,0.32066989154174513,10,1
N288_M144,C09,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.953,0.017029386365926394,0.005385164807134501,0.9408179108583908,0.9651820891416091,10,1
N288_M144,C09,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.953,0.017029386365926394,0.005385164807134501,0.9408179108583908,0.9651820891416091,10,1
N288_M144,C09,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.3168229166666667,0.002101212503714979,0.0006644617359764345,0.31531979979118513,0.3183260335421482,10,1
N288_M144,C09,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.994,0.006992058987801016,0.0022110831935702683,0.9889981823159987,0.9990018176840013,10,1
N288_M144,C09,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.994,0.006992058987801016,0.0022110831935702683,0.9889981823159987,0.9990018176840013,10,1
N288_M144,C09,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.31485879629629626,0.0017605346524883691,0.0005567299401516271,0.3135993856744069,0.3161182069181856,10,1
N288_M144,C09,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9273333333333331,0.012151309435104255,0.0038425814368423434,0.9186408102121301,0.9360258564545362,10,1
N288_M144,C09,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9279999999999999,0.011884215072996368,0.0037581187833972737,0.9194985446752812,0.9365014553247186,10,1
N96_M48,C00,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.034583333333333334,0.004988895848794946,0.001577627389155102,0.031014492234641308,0.03815217443202536,10,1
N96_M48,C00,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.305,0.04478342947514802,0.01416176385749867,0.2729638644511111,0.3370361355488889,10,1
N96_M48,C00,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.34099999999999997,0.04532597979574679,0.014333333333333339,0.30857574733242454,0.3734242526675754,10,1
N96_M48,C00,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.018583333333333334,0.004601762192658131,0.0014552049779250266,0.015291430969099294,0.021875235697567372,10,1
N96_M48,C00,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.186,0.04575295983139597,0.014468356276140468,0.15327030421520377,0.21872969578479623,10,1
N96_M48,C00,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.176,0.027968235951204054,0.00884433277428107,0.1559927292639948,0.19600727073600518,10,1
N96_M48,C00,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.00728125,0.0030742209253466976,0.0009721540154646024,0.005082084830519376,0.009480415169480625,10,1
N96_M48,C00,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.093,0.0478539444560216,0.015132745950421555,0.058767350354602524,0.1272326496453975,10,1
N96_M48,C00,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.06100000000000001,0.026012817353502228,0.008225975119502044,0.04239155146195886,0.07960844853804117,10,1
N96_M48,C00,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.02014930555555556,0.002386396134294066,0.0007546447183790305,0.01844218060046442,0.021856430510646698,10,1
N96_M48,C00,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.1946666666666667,0.031277333724892074,0.009890761370785725,0.17229220998566316,0.21704112334767026,10,1
N96_M48,C00,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.19266666666666668,0.01824388955713226,0.005769224438109853,0.17961577427988357,0.2057175590534498,10,1
N96_M48,C01,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.033875,0.007193418792184498,0.0022747587546760443,0.02872913818934452,0.039020861810655484,10,1
N96_M48,C01,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.34199999999999997,0.06051629716218781,0.01913693345920976,0.29870924890018635,0.3852907510998136,10,1
N96_M48,C01,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.362,0.0530827446330517,0.016786237749352232,0.32402689203793095,0.39997310796206903,10,1
N96_M48,C01,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.01925,0.0055537757565750695,0.001756258100460208,0.015277068158223408,0.02322293184177659,10,1
N96_M48,C01,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.181,0.04794672969962487,0.015162087220725547,0.1467009757898171,0.21529902421018288,10,1
N96_M48,C01,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.16899999999999998,0.044083254568297627,0.013940349110884324,0.13746473940612625,0.20053526059387372,10,1
N96_M48,C01,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.009291666666666667,0.004121807125701235,0.0013034298593127853,0.006343103474144339,0.012240229859188994,10,1
N96_M48,C01,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.08199999999999999,0.028205594401741568,0.008919392106839766,0.0618229332572081,0.10217706674279188,10,1
N96_M48,C01,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.068,0.03190262963734773,0.010088497300281038,0.04517823356973502,0.09082176643026499,10,1
N96_M48,C01,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.020805555555555553,0.0035284338847443846,0.0011157887649108297,0.01828146600878039,0.023329645102330716,10,1
N96_M48,C01,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.20166666666666666,0.023739845132468337,0.007507198191826166,0.18468420450406176,0.21864912882927157,10,1
N96_M48,C01,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.19966666666666666,0.020211841047230665,0.006391545341453179,0.1852079865907916,0.21412534674254172,10,1
N96_M48,C02,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.033666666666666664,0.008009446583123032,0.0025328094000121922,0.027937053740284892,0.039396279593048436,10,1
N96_M48,C02,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.31900000000000006,0.07680422442085388,0.02428762830926249,0.26405756765146393,0.3739424323485362,10,1
N96_M48,C02,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.337,0.06600505031182588,0.02087262960593769,0.28978283142932754,0.3842171685706725,10,1
N96_M48,C02,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.019177083333333334,0.004354407555803319,0.001376984573698523,0.016062127816801622,0.022292038849865047,10,1
N96_M48,C02,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.203,0.030568684048294336,0.009666666666666667,0.18113248075907706,0.22486751924092296,10,1
N96_M48,C02,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.194,0.03238655413730966,0.010241527663824813,0.1708320548367103,0.21716794516328972,10,1
N96_M48,C02,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.009364583333333332,0.0035814251217605787,0.0011325460654109296,0.006802586139201771,0.011926580527464894,10,1
N96_M48,C02,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.089,0.02424412872795758,0.007666666666666668,0.07165679508478523,0.10634320491521476,10,1
N96_M48,C02,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.07400000000000002,0.028751811537130436,0.009092121131323905,0.053432193057238536,0.09456780694276151,10,1
N96_M48,C02,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.02073611111111111,0.002842975227594991,0.0008990277050635753,0.018702369148497263,0.02276985307372496,10,1
N96_M48,C02,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.20366666666666666,0.02246808436014996,0.007105032123888078,0.18759396735530479,0.21973936597802854,10,1
N96_M48,C02,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.20166666666666666,0.01517388920416408,0.004798405084819822,0.19081192023376597,0.21252141309956735,10,1
N96_M48,C03,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.03311458333333333,0.0056147991352054364,0.0017755553871592886,0.02909799799622676,0.0371311686704399,10,1
N96_M48,C03,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.31500000000000006,0.05562773089426212,0.01759103306927835,0.27520631854032873,0.3547936814596714,10,1
N96_M48,C03,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.337,0.08420213774008356,0.026627053911388702,0.27676541926864984,0.3972345807313502,10,1
N96_M48,C03,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.020583333333333335,0.00502889989012888,0.0015902777777777775,0.016985875067405638,0.024180791599261033,10,1
N96_M48,C03,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.191,0.043063260959249755,0.013617798810543662,0.16019439887842263,0.22180560112157738,10,1
N96_M48,C03,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.173,0.04571651780264985,0.01445683229480096,0.14029637327213554,0.20570362672786444,10,1
N96_M48,C03,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.009937499999999998,0.004123971065087511,0.0013041141570307032,0.006987388818493558,0.012887611181506439,10,1
N96_M48,C03,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.093,0.03267686915507325,0.010333333333333332,0.06962437598384098,0.11637562401615902,10,1
N96_M48,C03,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.06799999999999999,0.03910100879630715,0.012364824660660939,0.040028823326450844,0.09597117667354914,10,1
N96_M48,C03,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.021211805555555553,0.00227349993977699,0.0007189438069950931,0.01958544167287201,0.022838169438239096,10,1
N96_M48,C03,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.19966666666666666,0.01688377115442701,0.005339117234103983,0.18758874437222056,0.21174458896111276,10,1
N96_M48,C03,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.19266666666666668,0.023029771392056194,0.007282653159188413,0.17619216065802656,0.2091411726753068,10,1
N96_M48,C04,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.033270833333333326,0.004283714765406074,0.0013546295505177056,0.03020644839261587,0.036335218274050785,10,1
N96_M48,C04,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.31799999999999995,0.05028805910838965,0.015902480589168756,0.2820260896280636,0.3539739103719363,10,1
N96_M48,C04,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.33699999999999997,0.06307843442008441,0.019947152400502908,0.29187640631865996,0.38212359368133997,10,1
N96_M48,C04,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.018510416666666668,0.004029289108216559,0.0012741730933272996,0.015628036876880354,0.02139279645645298,10,1
N96_M48,C04,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.179,0.03281259920619922,0.01037625494418225,0.15552728055441786,0.20247271944558212,10,1
N96_M48,C04,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.182,0.0373571352696584,0.0118133634311129,0.15527631529690927,0.20872368470309072,10,1
N96_M48,C04,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.006854166666666666,0.0049155679877278995,0.001554439083463077,0.003337781159790306,0.010370552173543027,10,1
N96_M48,C04,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.07300000000000001,0.03622460796505909,0.011455226851626388,0.04708647652547476,0.09891352347452526,10,1
N96_M48,C04,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.068,0.026583202716502517,0.008406346808612328,0.04898352235346193,0.08701647764653808,10,1
N96_M48,C04,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.01954513888888889,0.0026198575641721575,0.0008284717048004759,0.017671005687652546,0.021419272090125233,10,1
N96_M48,C04,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.19,0.026527414191807385,0.00838870492807861,0.1710234310598775,0.2089765689401225,10,1
N96_M48,C04,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.19566666666666668,0.024446969566546576,0.007730810571910648,0.17817835815675082,0.21315497517658255,10,1
N96_M48,C05,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.034812499999999996,0.0038022973684047586,0.0012023920025423386,0.03209250031889036,0.03753249968110963,10,1
N96_M48,C05,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.321,0.03928528138289622,0.012423096769056145,0.29289700265905005,0.34910299734094996,10,1
N96_M48,C05,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.347,0.0442342250600897,0.013988090172238194,0.3153567416222223,0.3786432583777776,10,1
N96_M48,C05,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.019937500000000004,0.0061555752983036794,0.0019465638251310031,0.015534066700027232,0.024340933299972778,10,1
N96_M48,C05,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.181,0.03695342413844157,0.01168569876197207,0.1545651128426496,0.2074348871573504,10,1
N96_M48,C05,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.178,0.031552425509864625,0.009977753031397179,0.15542875451083565,0.20057124548916433,10,1
N96_M48,C05,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.009875000000000002,0.004080651519180197,0.0012904153138035696,0.006955877754822638,0.012794122245177366,10,1
N96_M48,C05,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.08,0.0270801280154532,0.008563488385776752,0.060628043409097235,0.09937195659090277,10,1
N96_M48,C05,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.065,0.030276503540974917,0.009574271077563382,0.043341494102783165,0.08665850589721684,10,1
N96_M48,C05,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.021541666666666664,0.001535055617102994,0.0004854272085080783,0.020443554029895845,0.022639779303437482,10,1
N96_M48,C05,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.19399999999999998,0.015618918569604947,0.0049391357268650776,0.18282689873716357,0.2051731012628364,10,1
N96_M48,C05,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.19666666666666668,0.024444444444444453,0.007730012058189374,0.17918016452028504,0.21415316881304833,10,1
N96_M48,C06,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.03488541666666666,0.007246794802885166,0.0022916377312988075,0.029701371958142347,0.040069461375190976,10,1
