size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,0,20260826,2.0,288,21,11,122,100,9600,0.03,0.21,0.11,1.22,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,0,20260826,2.5,62,5,3,28,100,9600,0.006458333333333333,0.05,0.03,0.28,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,0,20260826,3.0,15,2,2,23,100,9600,0.0015625,0.02,0.02,0.23,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,1,20268848,2.0,148,11,10,130,100,9600,0.015416666666666667,0.11,0.1,1.3,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,1,20268848,2.5,137,12,6,55,100,9600,0.014270833333333333,0.12,0.06,0.55,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,1,20268848,3.0,23,2,1,7,100,9600,0.002395833333333333,0.02,0.01,0.07,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,2,20276870,2.0,256,21,13,136,100,9600,0.02666666666666667,0.21,0.13,1.36,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,2,20276870,2.5,150,12,6,56,100,9600,0.015625,0.12,0.06,0.56,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,2,20276870,3.0,48,4,2,12,100,9600,0.005,0.04,0.02,0.12,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,0.5,additive,lambda_pSA,0.95,3,20284892,2.0,271,20,11,127,100,9600,0.028229166666666666,0.2,0.11,1.27,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
