problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N500_ERp0p02,pSA,search,255,1,,,,0.5302622164403611,0.0,1.0,fixed,0.39807173684076935,0.0,0.0,0.09021127190814565,4.401552921033051,piecewise,1.2398566483590039,0.3238939575313566,best_state,914,2081,3000,,,,,,,,1791.6666666666667,0.7334965707562874,1.0,0.04666666666666667,-0.7314886592366485,2119345,,0.7310219925699819,,,
maxcut,N500_ERp0p02,pSA,search,174,2,,,,2.8705572557269945,0.0,1.0,fixed,0.5053311239154568,0.0,0.0,0.07158550826612697,1.0049632108580038,exponential,4.506786357356323,0.810104606488564,last,818,1145,3000,,,,,,,,1791.6666666666667,0.7334965707562874,1.0,0.016666666666666666,-0.7310609013612733,1477906,,0.7308942346946067,,,
maxcut,N500_ERp0p02,pSA,search,47,3,,,,0.48898946416891576,0.0,1.0,fixed,0.659176184913322,0.0,0.0,0.03133768865849685,4.93163738248969,exponential,2.006850189266652,0.8651149178775371,best_state,2358,629,3000,,,,,,,,1791.6666666666667,0.7334965707562874,1.0,0.023333333333333334,-0.7307200681304289,472193,,0.7304867347970956,,,
maxcut,N500_ERp0p02,pSA,search,76,4,,,,4.273942286664058,0.0,1.0,fixed,0.40905583707476445,0.0,0.0,0.09378410124712173,1.1796605248711705,linear,0.9920979469401879,0.8599044999676233,best_state,857,772,3000,,,,,,,,1791.3333333333333,0.733358430129129,1.0,0.02,-0.7301117622909804,701844,,0.7299117622909804,,,
maxcut,N500_ERp0p02,pSA,search,248,5,,,,3.2545689311665456,0.0,1.0,fixed,0.4263854830003172,0.0,0.0,0.13030549186532447,7.110433301373462,linear,5.697595477036898,0.2673116984591893,best_state,639,71,1000,,,,,,,,1790.6666666666667,0.7330879771203392,1.0,0.01,-0.7300605709251419,2063912,,0.7299605709251419,,,
maxcut,N500_ERp0p02,pSA,search,168,6,,,,0.642409385068204,0.0,1.0,fixed,0.5398812273076318,0.0,0.0,1.5322130214318006,8.27909524839186,linear,9.954929528583543,0.7579070050774981,last,1548,1119,3000,,,,,,,,1791.6666666666667,0.7334965707562874,1.0,0.03333333333333333,-0.7300370293988382,1430392,,0.7297036960655049,,,
maxcut,N500_ERp0p02,pSA,search,200,7,,,,1.2716690549141256,0.0,1.0,fixed,0.666117578995638,0.0,0.0,0.6849259262178015,7.247524376267947,cosine,8.931594100820446,0.4343407060715136,last,131,463,3000,,,,,,,,1791.0,0.7332252898301239,1.0,0.02,-0.7297660472045685,1683800,,0.7295660472045685,,,
maxcut,N500_ERp0p02,pSA,search,99,8,,,,3.3373085035799996,0.0,1.0,fixed,0.44016034155648454,0.0,0.0,0.03839689913290937,8.649608830799417,piecewise,6.006560007946552,0.05988108250231389,best_state,2427,406,3000,,,,,,,,1791.0,0.7332223757073603,1.0,0.01,-0.7297390715584288,883981,,0.7296390715584288,,,
maxcut,N500_ERp0p02,pSA,search,195,9,,,,4.574155650335787,0.0,1.0,fixed,0.5344328607701794,0.0,0.0,0.14046296951141896,1.3337785252642504,cosine,8.99552957179114,0.1770944547900887,best_state,167,42,1000,,,,,,,,1791.0,0.73322446191275,1.0,0.02,-0.7293671350953175,1644205,,0.7291671350953175,,,
maxcut,N500_ERp0p02,pSA,search,50,10,,,,2.737864205512716,0.0,1.0,fixed,0.4660118378153908,0.0,0.0,0.04471655331873681,2.9145394288123767,exponential,3.797019463275766,0.4298056085095656,best_state,844,156,1000,,,,,,,,1790.3333333333333,0.7329540089039602,1.0,0.016666666666666666,-0.7292621170891438,495950,,0.7290954504224771,,,
maxcut,N500_ERp0p02,pSA,search,206,11,,,,5.572899909234704,0.0,1.0,fixed,0.4305869938186023,0.0,0.0,0.03299789504953234,0.17869187924733157,cosine,0.3831637730398212,0.7980705204505618,best_state,746,239,1000,,,,,,,,1789.0,0.7324085329288694,1.0,0.02,-0.7289203577888563,1731314,,0.7287203577888564,,,
maxcut,N500_ERp0p02,pSA,search,21,12,,,,1.9358839131677297,0.0,1.0,fixed,0.5411018750914085,0.0,0.0,0.286467057840732,0.8295874977215444,linear,4.442245288329033,0.6302746180903617,last,524,268,1000,,,,,,,,1790.0,0.7328137820714121,1.0,0.013333333333333334,-0.7288946519997311,266299,,0.7287613186663978,,,
maxcut,N500_ERp0p02,pSA,search,123,13,,,,1.9154409204787017,0.0,1.0,fixed,0.4339630947587927,0.0,0.0,0.06335275353977048,0.5352304758469578,cosine,0.9295802075514104,0.3613039410655405,best_state,222,777,1000,,,,,,,,1788.0,0.7319970251701579,1.0,0.02,-0.7288851304878811,1074037,,0.7286851304878811,,,
