problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,best_unsat,mean_unsat,mean_unsat_rate,best_unsat_rate,std_unsat,valid_assignment_rate,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,1,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.0,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4487.6,0.6045792085595367,1.0,,,,,,,0.009999999999999998,-0.5438824415382841,1007919,,0.5437824415382841,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,2,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.02,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4547.8,0.6127185956125132,1.0,,,,,,,0.011,-0.544907842844753,1015838,,0.544797842844753,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,3,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.04,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4601.0,0.6198802693564377,1.0,,,,,,,0.011,-0.5470783793962539,1023757,,0.5469683793962539,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,4,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.05,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4689.5,0.6317926792504545,1.0,,,,,,,0.011,-0.548360350499015,1031676,,0.5482503504990149,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,5,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.06,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4680.7,0.6306477782817806,1.0,,,,,,,0.016000000000000004,-0.5499029135629768,1039595,,0.5497429135629768,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,6,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.08,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4703.8,0.6337174777897403,1.0,,,,,,,0.014000000000000002,-0.554191687327551,1047514,,0.554051687327551,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,7,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.1,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4704.1,0.6337573767477795,1.0,,,,,,,0.028000000000000004,-0.5642468112469452,1055433,,0.5639668112469453,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,8,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.12,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4704.2,0.6337706941002899,1.0,,,,,,,0.054000000000000006,-0.5936858471910382,1063352,,0.5931458471910382,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,9,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.14,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4704.2,0.6337706941002899,1.0,,,,,,,0.122,-0.6330914991145575,1071271,,0.6318714991145575,,,
maxcut,N500_ERp0p06,tau_pSA,memory_sweep,10,0,,,,0.4812992788818676,0.0,1.0,fixed,0.42556136242247206,0.0,0.15,0.5884580340675113,5.139228432530752,exponential,8.593048482483077,0.7972786816117454,best_state,187,1801,3000,,,,,,,,4704.2,0.6337706941002899,1.0,,,,,,,0.11800000000000002,-0.6341517131164514,1079190,,0.6329717131164514,,,
