size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,924,49,48,1294,100,19200,0.048125,0.49,0.48,12.94,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,573,31,31,797,100,19200,0.02984375,0.31,0.31,7.97,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,124,10,10,128,100,19200,0.006458333333333333,0.1,0.1,1.28,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1118,57,56,1476,100,19200,0.058229166666666665,0.57,0.56,14.76,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,542,28,26,632,100,19200,0.028229166666666666,0.28,0.26,6.32,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,213,14,14,305,100,19200,0.01109375,0.14,0.14,3.05,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,971,50,50,1449,100,19200,0.05057291666666667,0.5,0.5,14.49,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,517,29,28,669,100,19200,0.026927083333333334,0.29,0.28,6.69,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,264,17,16,300,100,19200,0.01375,0.17,0.16,3.0,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,1034,52,51,1394,100,19200,0.05385416666666667,0.52,0.51,13.94,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,605,36,34,787,100,19200,0.031510416666666666,0.36,0.34,7.87,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,87,5,5,113,100,19200,0.00453125,0.05,0.05,1.13,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.0,1027,51,49,1387,100,19200,0.05348958333333333,0.51,0.49,13.87,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.5,407,23,22,497,100,19200,0.021197916666666667,0.23,0.22,4.97,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N192_M96,192,96,new_08,new,2026082708,a4a46d3960db053cd1b0c23840b44bd8e7d714c5f4ed67f42cd97f630ecb7d54,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,3.0,224,13,13,268,100,19200,0.011666666666666667,0.13,0.13,2.68,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
