size,anchor,variant,implementation_mode,lambda_mem,seed,EbNo_dB,BER,FER,syndrome_violation_rate,avg_syndrome_weight,BP_BER,BP_FER,n_trials,n_bits_total
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20260826,2.0,0.09245833333333334,0.924,0.908,15.124,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20260826,2.5,0.059666666666666666,0.704,0.664,10.08,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20260826,3.0,0.036625,0.456,0.428,6.268,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20268848,2.0,0.09425,0.892,0.892,15.48,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20268848,2.5,0.06641666666666667,0.776,0.744,11.48,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20268848,3.0,0.043666666666666666,0.58,0.524,7.44,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20276870,2.0,0.08858333333333333,0.908,0.892,14.584,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20276870,2.5,0.06795833333333333,0.752,0.736,11.196,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20276870,3.0,0.043458333333333335,0.52,0.476,7.324,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20284892,2.0,0.09145833333333334,0.936,0.924,14.66,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20284892,2.5,0.07154166666666667,0.808,0.78,12.332,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20284892,3.0,0.043,0.536,0.496,7.184,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20292914,2.0,0.093125,0.932,0.924,15.268,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20292914,2.5,0.06745833333333333,0.772,0.748,11.452,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20292914,3.0,0.041125,0.528,0.472,6.876,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20300936,2.0,0.08875,0.924,0.896,14.624,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20300936,2.5,0.06691666666666667,0.736,0.7,11.112,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20300936,3.0,0.03754166666666667,0.508,0.444,6.364,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20308958,2.0,0.08920833333333333,0.912,0.908,14.996,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20308958,2.5,0.0665,0.76,0.728,11.152,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20308958,3.0,0.03804166666666667,0.516,0.452,6.468,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20316980,2.0,0.092125,0.936,0.932,15.036,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20316980,2.5,0.07079166666666667,0.784,0.752,11.876,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.25,20316980,3.0,0.043,0.528,0.496,7.176,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20260826,2.0,0.09429166666666666,0.948,0.94,15.66,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20260826,2.5,0.06370833333333334,0.756,0.716,10.964,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20260826,3.0,0.03895833333333333,0.504,0.472,6.828,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20268848,2.0,0.09716666666666667,0.944,0.928,15.936,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20268848,2.5,0.06770833333333333,0.76,0.748,11.748,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20268848,3.0,0.04625,0.604,0.556,8.072,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20276870,2.0,0.091375,0.936,0.92,15.036,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20276870,2.5,0.06941666666666667,0.78,0.756,11.664,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20276870,3.0,0.04779166666666667,0.588,0.548,8.22,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20284892,2.0,0.092875,0.928,0.924,15.028,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20284892,2.5,0.07208333333333333,0.844,0.828,12.728,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20284892,3.0,0.041541666666666664,0.532,0.488,7.06,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20292914,2.0,0.09404166666666666,0.932,0.924,15.42,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20292914,2.5,0.068375,0.784,0.76,11.708,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20292914,3.0,0.043958333333333335,0.584,0.528,7.452,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20300936,2.0,0.09108333333333334,0.92,0.916,15.168,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20300936,2.5,0.07133333333333333,0.82,0.784,12.168,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20300936,3.0,0.040791666666666664,0.552,0.508,7.124,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20308958,2.0,0.08945833333333333,0.924,0.92,15.132,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20308958,2.5,0.06970833333333333,0.796,0.78,11.98,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20308958,3.0,0.04066666666666666,0.524,0.46,6.912,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20316980,2.0,0.09383333333333334,0.956,0.952,15.32,0.025252083333333335,0.26,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20316980,2.5,0.07270833333333333,0.8,0.78,12.332,0.01286875,0.148,250,24000
N96_M48,lambda,normalized,lambda_pSA_normalized,1.4,20316980,3.0,0.04491666666666667,0.536,0.52,7.656,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20260826,2.0,0.059208333333333335,0.56,0.448,7.26,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20260826,2.5,0.02475,0.32,0.212,3.072,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20260826,3.0,0.015041666666666667,0.192,0.104,1.524,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20268848,2.0,0.063125,0.544,0.436,7.308,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20268848,2.5,0.03204166666666667,0.36,0.22,3.324,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20268848,3.0,0.014541666666666666,0.204,0.092,1.252,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20276870,2.0,0.0585,0.516,0.4,6.344,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20276870,2.5,0.032875,0.36,0.248,3.628,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20276870,3.0,0.020083333333333335,0.24,0.116,1.728,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20284892,2.0,0.059,0.536,0.4,6.28,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20284892,2.5,0.03133333333333333,0.356,0.232,3.48,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20284892,3.0,0.0155,0.228,0.104,1.4,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20292914,2.0,0.0575,0.56,0.432,7.048,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20292914,2.5,0.034875,0.388,0.26,3.996,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20292914,3.0,0.014208333333333333,0.236,0.088,1.092,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20300936,2.0,0.059,0.572,0.42,6.768,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20300936,2.5,0.036166666666666666,0.372,0.224,3.496,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20300936,3.0,0.013416666666666667,0.204,0.088,1.208,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20308958,2.0,0.057,0.54,0.456,7.368,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20308958,2.5,0.03283333333333333,0.384,0.252,4.104,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20308958,3.0,0.01225,0.192,0.076,1.072,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20316980,2.0,0.06129166666666667,0.572,0.468,7.324,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20316980,2.5,0.03804166666666667,0.4,0.26,4.092,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.0,20316980,3.0,0.016958333333333332,0.22,0.088,1.364,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20260826,2.0,0.05558333333333333,0.56,0.42,6.608,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20260826,2.5,0.024458333333333332,0.308,0.184,2.436,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20260826,3.0,0.011208333333333334,0.16,0.072,1.012,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20268848,2.0,0.06166666666666667,0.584,0.456,7.368,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20268848,2.5,0.033916666666666664,0.356,0.204,3.32,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20268848,3.0,0.015958333333333335,0.228,0.076,1.036,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20276870,2.0,0.05304166666666667,0.512,0.392,6.14,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20276870,2.5,0.033041666666666664,0.352,0.208,2.996,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20276870,3.0,0.019833333333333335,0.256,0.104,1.44,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20284892,2.0,0.056625,0.56,0.396,6.188,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20284892,2.5,0.030666666666666665,0.34,0.208,3.08,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20284892,3.0,0.018,0.224,0.084,1.112,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20292914,2.0,0.058291666666666665,0.516,0.416,6.708,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20292914,2.5,0.0315,0.348,0.212,3.28,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20292914,3.0,0.013541666666666667,0.22,0.068,0.82,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20300936,2.0,0.056375,0.524,0.376,5.828,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20300936,2.5,0.026291666666666668,0.292,0.188,2.668,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20300936,3.0,0.011916666666666667,0.184,0.068,1.04,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20308958,2.0,0.05625,0.54,0.424,6.784,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20308958,2.5,0.030416666666666668,0.336,0.212,3.264,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20308958,3.0,0.011416666666666667,0.208,0.064,0.88,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20316980,2.0,0.05516666666666667,0.548,0.46,7.056,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20316980,2.5,0.035291666666666666,0.356,0.232,3.5,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.5,20316980,3.0,0.015208333333333334,0.212,0.064,0.828,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20260826,2.0,0.05595833333333333,0.524,0.388,6.108,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20260826,2.5,0.024458333333333332,0.304,0.144,2.004,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20260826,3.0,0.013333333333333334,0.176,0.084,1.208,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20268848,2.0,0.057,0.524,0.444,7.096,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20268848,2.5,0.029291666666666667,0.308,0.192,2.964,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20268848,3.0,0.014708333333333334,0.196,0.056,0.828,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20276870,2.0,0.051208333333333335,0.496,0.384,5.724,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20276870,2.5,0.028666666666666667,0.344,0.204,2.704,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20276870,3.0,0.017666666666666667,0.216,0.104,1.464,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20284892,2.0,0.05304166666666667,0.512,0.416,6.452,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20284892,2.5,0.025583333333333333,0.292,0.184,2.624,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20284892,3.0,0.014583333333333334,0.184,0.076,1.064,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20292914,2.0,0.0535,0.52,0.408,6.408,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20292914,2.5,0.03191666666666667,0.328,0.2,2.904,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20292914,3.0,0.010666666666666666,0.184,0.044,0.6,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20300936,2.0,0.04683333333333333,0.488,0.376,5.712,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20300936,2.5,0.026916666666666665,0.324,0.196,2.752,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20300936,3.0,0.013333333333333334,0.2,0.052,0.792,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20308958,2.0,0.055375,0.516,0.376,6.06,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20308958,2.5,0.03175,0.336,0.176,2.728,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20308958,3.0,0.012791666666666666,0.172,0.052,0.772,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20316980,2.0,0.052,0.504,0.412,6.304,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20316980,2.5,0.033125,0.376,0.236,3.492,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.8,20316980,3.0,0.014958333333333334,0.22,0.092,1.244,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20260826,2.0,0.055,0.512,0.396,6.224,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20260826,2.5,0.022583333333333334,0.268,0.16,2.224,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20260826,3.0,0.012,0.176,0.068,0.984,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20268848,2.0,0.059583333333333335,0.548,0.42,6.656,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20268848,2.5,0.027666666666666666,0.328,0.172,2.68,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20268848,3.0,0.013125,0.18,0.068,1.02,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20276870,2.0,0.04441666666666667,0.456,0.34,5.344,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20276870,2.5,0.03154166666666667,0.34,0.188,2.58,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20276870,3.0,0.019416666666666665,0.252,0.108,1.52,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20284892,2.0,0.05204166666666667,0.528,0.4,6.004,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20284892,2.5,0.026583333333333334,0.312,0.176,2.656,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20284892,3.0,0.015583333333333333,0.204,0.068,0.928,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20292914,2.0,0.059833333333333336,0.56,0.404,6.144,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20292914,2.5,0.03125,0.324,0.2,2.88,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20292914,3.0,0.012916666666666667,0.228,0.072,0.824,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20300936,2.0,0.0515,0.52,0.384,5.904,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20300936,2.5,0.02825,0.312,0.188,2.648,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20300936,3.0,0.010458333333333333,0.176,0.052,0.804,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20308958,2.0,0.04925,0.496,0.38,5.84,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20308958,2.5,0.031166666666666665,0.316,0.18,2.84,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20308958,3.0,0.013958333333333333,0.204,0.068,0.924,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20316980,2.0,0.05266666666666667,0.524,0.42,6.272,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20316980,2.5,0.035083333333333334,0.384,0.248,3.552,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.9,20316980,3.0,0.01575,0.208,0.072,1.048,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20260826,2.0,0.05320833333333334,0.528,0.424,6.564,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20260826,2.5,0.0235,0.296,0.136,2.008,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20260826,3.0,0.015458333333333333,0.18,0.068,0.9,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20268848,2.0,0.05341666666666667,0.5,0.4,6.584,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20268848,2.5,0.029708333333333333,0.312,0.184,2.956,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20268848,3.0,0.014041666666666666,0.216,0.072,1.052,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20276870,2.0,0.04375,0.436,0.332,5.096,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20276870,2.5,0.030333333333333334,0.344,0.192,2.584,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20276870,3.0,0.016208333333333335,0.232,0.116,1.58,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20284892,2.0,0.05341666666666667,0.496,0.38,5.816,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20284892,2.5,0.03216666666666667,0.344,0.204,3.04,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20284892,3.0,0.016625,0.216,0.072,0.988,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20292914,2.0,0.05708333333333333,0.552,0.424,6.504,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20292914,2.5,0.033541666666666664,0.352,0.216,3.22,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20292914,3.0,0.00925,0.164,0.04,0.528,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20300936,2.0,0.051291666666666666,0.488,0.348,5.46,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20300936,2.5,0.027291666666666665,0.332,0.2,2.964,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20300936,3.0,0.014583333333333334,0.22,0.076,1.064,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20308958,2.0,0.0505,0.468,0.396,6.208,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20308958,2.5,0.0275,0.312,0.2,3.056,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20308958,3.0,0.012791666666666666,0.2,0.064,0.908,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20316980,2.0,0.051125,0.448,0.384,5.932,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20316980,2.5,0.03208333333333333,0.34,0.212,3.328,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,0.95,20316980,3.0,0.018375,0.24,0.076,0.972,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20260826,2.0,0.49525,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20260826,2.5,0.4975,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20260826,3.0,0.50475,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20268848,2.0,0.4990833333333333,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20268848,2.5,0.5004166666666666,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20268848,3.0,0.4959166666666667,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20276870,2.0,0.5046666666666667,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20276870,2.5,0.4955833333333333,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20276870,3.0,0.501,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20284892,2.0,0.498,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20284892,2.5,0.505,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20284892,3.0,0.49433333333333335,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20292914,2.0,0.49191666666666667,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20292914,2.5,0.5038333333333334,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20292914,3.0,0.49216666666666664,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20300936,2.0,0.49516666666666664,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20300936,2.5,0.5015,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20300936,3.0,0.5044166666666666,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20308958,2.0,0.50525,1.0,0.0,0.0,0.025252083333333335,0.26,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20308958,2.5,0.5025833333333334,1.0,0.0,0.0,0.01286875,0.148,250,24000
N96_M48,lambda,gain_only,gain_only_pSA,1.0,20308958,3.0,0.5036666666666667,1.0,0.0,0.0,0.005091666666666667,0.0716,250,24000
