size,anchor,variant,implementation_mode,lambda_mem,boundary_extension,formula,score,ber_score,fer_score,syndrome_penalty,mean_BER,mean_FER,mean_syndrome_violation,evaluation_trials_per_ebno,evaluation_seeds,elapsed_seconds,source_parameter_file,kw,kr,alpha,alpha_mode,nrnd,psa_p,response_lambda,lambda_out,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles
N96_M48,lambda,gain_only,gain_only_pSA,0.5,False,(1+lambda)*q_t + xi_t,0.5884463151794519,0.39560955564547884,0.3821004643365322,0.2328333333333333,0.03398611111111111,0.3635,0.2328333333333333,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,58.65732300002128,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,0.8,False,(1+lambda)*q_t + xi_t,0.5531146132897246,0.37155382557578615,0.35613727190302535,0.2206666666666667,0.03202777777777778,0.34349999999999997,0.2206666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,58.439974249806255,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,0.9,False,(1+lambda)*q_t + xi_t,0.5561389693557112,0.37434239535853847,0.36398286998586354,0.218,0.032151041666666665,0.3481666666666667,0.218,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,59.59567566681653,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,0.95,False,(1+lambda)*q_t + xi_t,0.5581876434467661,0.37712720559883967,0.36196885590629874,0.2173333333333333,0.03196875,0.3423333333333333,0.2173333333333333,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,59.45213608397171,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,1.0,False,(1+lambda)*q_t + xi_t,1.7962993236175728,1.6256425293297727,0.8532839714390006,0.0,0.49950694444444443,1.0,0.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,59.61951095890254,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,1.1,False,(1+lambda)*q_t + xi_t,1.7962993236175728,1.6256425293297727,0.8532839714390006,0.0,0.49950694444444443,1.0,0.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,59.41641312465072,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,1.25,False,(1+lambda)*q_t + xi_t,1.7962993236175728,1.6256425293297727,0.8532839714390006,0.0,0.49950694444444443,1.0,0.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,59.46138308290392,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N96_M48,lambda,gain_only,gain_only_pSA,1.4,False,(1+lambda)*q_t + xi_t,1.7962993236175728,1.6256425293297727,0.8532839714390006,0.0,0.49950694444444443,1.0,0.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,59.72604220779613,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,4.615431610296137,4.956628075392035,0.5380278001391959,llr,0.0,0.7313667301085667,0.0,0.0,0.06227420018347679,1.2068953100209217,piecewise,0.6168041411219677,0.17104402970690782,majority,3204,11294,25600
N192_M96,lambda,pSA,pSA,0.0,False,q_t + xi_t,2.587667123063537,1.832447634616451,1.2769307755687616,0.9996666666666667,0.28087239583333334,0.9996666666666667,0.9996666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,121.37995470780879,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA,0.0,False,q_t + lambda*q_(t-1) + xi_t,2.587667123063537,1.832447634616451,1.2769307755687616,0.9996666666666667,0.28087239583333334,0.9996666666666667,0.9996666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,122.67609845800325,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA,0.5,False,q_t + lambda*q_(t-1) + xi_t,1.5888672936672834,1.1647517048185996,0.8668279442434185,0.5015,0.08377864583333332,0.5018333333333332,0.5015,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,118.22294008312747,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA,0.8,False,q_t + lambda*q_(t-1) + xi_t,0.24768765475634524,0.18580191865677845,0.08151201383116731,0.09116666666666667,0.01292361111111111,0.09566666666666668,0.09116666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,116.85573591711,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA,0.9,False,q_t + lambda*q_(t-1) + xi_t,0.13435432639553052,0.07587782609362992,0.1402991681761696,0.06083333333333333,0.008717881944444445,0.067,0.06083333333333333,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,115.97770950011909,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA,0.95,False,q_t + lambda*q_(t-1) + xi_t,0.09797276746406054,0.041811882669330634,0.15163775730698284,0.05166666666666667,0.007487847222222222,0.059000000000000004,0.05166666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,117.62196058314294,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA_extended,1.0,True,q_t + lambda*q_(t-1) + xi_t,0.1069516157133401,0.058896044477392794,0.10236118951306979,0.05516666666666667,0.008072916666666667,0.06466666666666666,0.05516666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,115.74345695786178,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA_extended,1.1,True,q_t + lambda*q_(t-1) + xi_t,0.13401975289346016,0.08770087542970269,0.08201105398545401,0.05983333333333334,0.008096354166666667,0.06883333333333334,0.05983333333333334,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,115.51457424974069,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA_extended,1.25,True,q_t + lambda*q_(t-1) + xi_t,0.1347350902076265,0.09166565192700087,0.06784719140312818,0.059000000000000004,0.007919270833333334,0.06683333333333334,0.059000000000000004,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,117.13232433376834,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA_extended,1.4,True,q_t + lambda*q_(t-1) + xi_t,0.14173767001875023,0.0989069578181468,0.05082022766968378,0.06533333333333334,0.008466145833333332,0.07133333333333335,0.06533333333333334,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,116.78900924976915,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,0.0,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.587667123063537,1.832447634616451,1.2769307755687616,0.9996666666666667,0.28087239583333334,0.9996666666666667,0.9996666666666667,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,123.74599954206496,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,0.5,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.6175450773476423,1.862129962027775,1.2770755765993376,1.0,0.30042795138888895,1.0,1.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,123.3183687091805,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,0.8,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.633787240895063,1.8783721255751953,1.2770755765993376,1.0,0.3118029513888889,1.0,1.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,124.08724341681227,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.6353601695202906,1.8799450542004232,1.2770755765993376,1.0,0.312921875,1.0,1.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,126.97125820815563,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.6389167339921347,1.883501618672267,1.2770755765993376,1.0,0.31542274305555557,1.0,1.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,124.78162183286622,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.640431568491401,1.8850164531715337,1.2770755765993376,1.0,0.31654513888888886,1.0,1.0,2000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980,126.21354112494737,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
