size,EbNo_dB,control,reference,metric,contrast_definition,mean_difference,seed_batch_sd,seed_batch_sem,ci95_low,ci95_high,n_seed_batches,n_paired_trajectories
N192_M96,3.0,gain_only,additive,decoded_BER,control_minus_additive,0.49859375000000006,0.008568899957940808,0.002709724090921398,0.4924643541063359,0.5047231458936643,10,200
N192_M96,3.0,gain_only,additive,decoded_FER,control_minus_additive,0.9949999999999999,0.01581138830084191,0.005000000000000004,0.9836899999999998,1.0063099999999998,10,200
N192_M96,3.0,gain_only,additive,late_backflip_rate,control_minus_additive,-2.1388995331776454e-05,6.763794211112244e-05,2.1388995331776454e-05,-6.97709027722548e-05,2.6992912108701886e-05,10,200
N192_M96,3.0,gain_only,additive,late_bit_flip_rate,control_minus_additive,-3.853624131944445e-05,0.0001218622950313368,3.853624131944444e-05,-0.00012570521918402777,4.8632736545138876e-05,10,200
N192_M96,3.0,gain_only,additive,late_q_lag1_cosine,control_minus_additive,7.818146471093635e-05,0.0002472314992943322,7.818146471084011e-05,-9.866500846498398e-05,0.0002550279378868567,10,200
N192_M96,3.0,gain_only,additive,late_q_lag1_product,control_minus_additive,0.00022808451666908093,0.0007857212742044878,0.0002484668832535885,-0.00033394757325053625,0.0007901166065886981,10,200
N192_M96,3.0,gain_only,additive,late_q_sign_persistence,control_minus_additive,9.57573784722221e-05,0.00030281141873899644,9.57573784722221e-05,-0.00012084581163194428,0.00031236056857638847,10,200
N192_M96,3.0,gain_only,additive,late_repair_rate,control_minus_additive,-0.038731549916061654,nan,nan,nan,nan,1,1
N192_M96,3.0,gain_only,additive,late_state_BER,control_minus_additive,0.49856482747395836,0.008585584157478232,0.0027150000980688967,0.49242349725212653,0.5047061576957902,10,200
N192_M96,3.0,gain_only,additive,late_syndrome_weight_fraction,control_minus_additive,-0.00027227647569444445,0.0008610138164779203,0.0002722764756944444,-0.0008881658637152777,0.0003436129123263888,10,200
N192_M96,3.0,gain_only,additive,late_syndrome_zero_fraction,control_minus_additive,0.0036718750000000002,0.01161148828343077,0.0036718750000000002,-0.00463390625,0.01197765625,10,200
N192_M96,3.0,normalized,additive,decoded_BER,control_minus_additive,0.30226562500000004,0.01118347340505713,0.0035365248111899356,0.2942660058770884,0.3102652441229117,10,200
N192_M96,3.0,normalized,additive,decoded_FER,control_minus_additive,0.9949999999999999,0.01581138830084191,0.005000000000000004,0.9836899999999998,1.0063099999999998,10,200
N192_M96,3.0,normalized,additive,late_backflip_rate,control_minus_additive,0.1345204509871686,0.0006490821653404903,0.00020525780310699505,0.1340561578365406,0.13498474413779663,10,200
N192_M96,3.0,normalized,additive,late_bit_flip_rate,control_minus_additive,0.1804350368923611,0.0004185491447845681,0.000132356861023482,0.18013564567272597,0.18073442811199622,10,200
N192_M96,3.0,normalized,additive,late_q_lag1_cosine,control_minus_additive,-0.3672323200215135,0.0013518588542413726,0.00042749530544683136,-0.36819931440243425,-0.3662653256405928,10,200
N192_M96,3.0,normalized,additive,late_q_lag1_product,control_minus_additive,-0.5898266782231083,0.001520960727221873,0.0004809700129687181,-0.5909146323924436,-0.588738724053773,10,200
N192_M96,3.0,normalized,additive,late_q_sign_persistence,control_minus_additive,-0.14336736111111112,0.0009806020255999836,0.00031009358790706895,-0.14406879280695692,-0.14266592941526532,10,200
N192_M96,3.0,normalized,additive,late_repair_rate,control_minus_additive,0.22606102190639316,nan,nan,nan,nan,1,1
N192_M96,3.0,normalized,additive,late_state_BER,control_minus_additive,0.32861142578125,0.0025904259410385916,0.0008191646083666989,0.32675847543712455,0.3304643761253755,10,200
N192_M96,3.0,normalized,additive,late_syndrome_weight_fraction,control_minus_additive,0.4562798828125,0.001043668978768009,0.00033003710961688207,0.4555333388705466,0.4570264267544534,10,200
N192_M96,3.0,normalized,additive,late_syndrome_zero_fraction,control_minus_additive,-0.996328125,0.011611488283430773,0.0036718750000000015,-1.00463390625,-0.98802234375,10,200
N192_M96,3.0,pSA,additive,decoded_BER,control_minus_additive,0.26398437500000005,0.014446828270507901,0.004568488230011611,0.2536504546237138,0.2743182953762863,10,200
N192_M96,3.0,pSA,additive,decoded_FER,control_minus_additive,0.9949999999999999,0.01581138830084191,0.005000000000000004,0.9836899999999998,1.0063099999999998,10,200
N192_M96,3.0,pSA,additive,late_backflip_rate,control_minus_additive,0.13664090613483096,0.0012815771361015824,0.00040527027472766044,0.13572418477339698,0.13755762749626493,10,200
