size,EbNo_dB,control,reference,metric,contrast_definition,mean_difference,seed_batch_sd,seed_batch_sem,ci95_low,ci95_high,n_seed_batches,n_paired_trajectories
N288_M144,2.0,pSA,additive,late_q_lag1_product,control_minus_additive,-0.609447881338528,0.002618830316107692,0.000828146860439905,-0.611321149536843,-0.607574613140213,10,200
N288_M144,2.0,pSA,additive,late_q_sign_persistence,control_minus_additive,-0.25944957953559034,0.00039782109657745624,0.0001258020766450577,-0.25973414383296145,-0.2591650152382192,10,200
N288_M144,2.0,pSA,additive,late_repair_rate,control_minus_additive,0.30078861092965165,0.003453857204996322,0.0010922055480771466,0.29831804197990114,0.30325917987940215,10,42
N288_M144,2.0,pSA,additive,late_state_BER,control_minus_additive,0.32218737250434026,0.008003072011806429,0.0025307935835654277,0.3164627174183153,0.32791202759036525,10,200
N288_M144,2.0,pSA,additive,late_syndrome_weight_fraction,control_minus_additive,0.4422136555989583,0.00371535522412349,0.0011748984824835594,0.4395560352315805,0.44487127596633613,10,200
N288_M144,2.0,pSA,additive,late_syndrome_zero_fraction,control_minus_additive,-0.798353125,0.06275992412064679,0.019846430600058397,-0.8432457510173321,-0.7534604989826679,10,200
N288_M144,2.0,shuffled,additive,decoded_BER,control_minus_additive,0.3736284722222222,0.01226509222334204,0.0038785627137779446,0.3648551633636565,0.3824017810807879,10,200
N288_M144,2.0,shuffled,additive,decoded_FER,control_minus_additive,0.8099999999999999,0.06992058987801011,0.02211083193570267,0.7599852981614406,0.8600147018385593,10,200
N288_M144,2.0,shuffled,additive,late_backflip_rate,control_minus_additive,0.22923790770500113,0.00026336244062406653,8.328251625129068e-05,0.22904952265324072,0.22942629275676155,10,200
N288_M144,2.0,shuffled,additive,late_bit_flip_rate,control_minus_additive,0.2732142171223958,0.0004542968989673048,0.0001436612934688079,0.2728892552765694,0.2735391789682222,10,200
N288_M144,2.0,shuffled,additive,late_q_lag1_cosine,control_minus_additive,-0.4715570438084676,0.0007721650429187845,0.000244180026518503,-0.47210937902845246,-0.4710047085884827,10,200
N288_M144,2.0,shuffled,additive,late_q_lag1_product,control_minus_additive,-0.662440134367808,0.0029722419880466545,0.0009399054439414386,-0.6645662004820035,-0.6603140682536125,10,200
N288_M144,2.0,shuffled,additive,late_q_sign_persistence,control_minus_additive,-0.285252699110243,0.0004945280631236475,0.00015638350463422485,-0.2856064385977256,-0.28489895962276035,10,200
N288_M144,2.0,shuffled,additive,late_repair_rate,control_minus_additive,0.30829080566467426,0.003287271729460058,0.0010395265952974613,0.3059393965061114,0.3106422148232371,10,42
N288_M144,2.0,shuffled,additive,late_state_BER,control_minus_additive,0.37989339463975696,0.00838467087275883,0.002651465738878976,0.3738957791384127,0.3858910101411012,10,200
N288_M144,2.0,shuffled,additive,late_syndrome_weight_fraction,control_minus_additive,0.47643617078993056,0.003976576646391888,0.0012575039492832359,0.47359169685665187,0.47928064472320925,10,200
N288_M144,2.0,shuffled,additive,late_syndrome_zero_fraction,control_minus_additive,-0.798353125,0.06275992412064679,0.019846430600058397,-0.8432457510173321,-0.7534604989826679,10,200
N288_M144,2.5,gain_only,additive,decoded_BER,control_minus_additive,0.31947916666666665,0.005423043492372574,0.0017149169286051298,0.31560002457416186,0.32335830875917143,10,200
N288_M144,2.5,gain_only,additive,decoded_FER,control_minus_additive,0.95,0.033333333333333326,0.010540925533894595,0.9261564264423304,0.9738435735576695,10,200
N288_M144,2.5,gain_only,additive,late_backflip_rate,control_minus_additive,0.17398045873914375,0.0010010314972398024,0.00031655395408463315,0.1732644136950043,0.1746965037832832,10,200
N288_M144,2.5,gain_only,additive,late_bit_flip_rate,control_minus_additive,0.22956040310329864,0.0005537486364630139,0.000175110694243569,0.22916430271291968,0.2299565034936776,10,200
N288_M144,2.5,gain_only,additive,late_q_lag1_cosine,control_minus_additive,-0.4025693337457167,0.0015326996655120463,0.0004846821911996291,-0.40366568486221027,-0.4014729826292231,10,200
N288_M144,2.5,gain_only,additive,late_q_lag1_product,control_minus_additive,-0.6124233446912107,0.0011644848478661078,0.0003682424420011566,-0.6132563090950174,-0.6115903802874041,10,200
N288_M144,2.5,gain_only,additive,late_q_sign_persistence,control_minus_additive,-0.2588894856770833,0.00030849814248342966,9.755567841787912e-05,-0.25911015662166453,-0.2586688147325021,10,200
N288_M144,2.5,gain_only,additive,late_repair_rate,control_minus_additive,0.298852416320308,0.0076768240443171555,0.0027141671698562987,0.2924334109635979,0.30527142167701815,8,11
N288_M144,2.5,gain_only,additive,late_state_BER,control_minus_additive,0.3348245144314236,0.002749426731839752,0.0008694450732366605,0.3328578296757623,0.3367911991870849,10,200
N288_M144,2.5,gain_only,additive,late_syndrome_weight_fraction,control_minus_additive,0.4482661078559027,0.0013947345687780404,0.0004410537968711375,0.4472684441673802,0.4492637715444252,10,200
N288_M144,2.5,gain_only,additive,late_syndrome_zero_fraction,control_minus_additive,-0.9456703124999999,0.036035719079653084,0.011395494941369037,-0.9714469220573767,-0.9198937029426231,10,200
N288_M144,2.5,normalized,additive,decoded_BER,control_minus_additive,0.33388888888888885,0.005631473945578164,0.0017808284251922106,0.32986065499110406,0.33791712278667363,10,200
N288_M144,2.5,normalized,additive,decoded_FER,control_minus_additive,0.95,0.033333333333333326,0.010540925533894595,0.9261564264423304,0.9738435735576695,10,200
N288_M144,2.5,normalized,additive,late_backflip_rate,control_minus_additive,0.16157155477447688,0.0007086498143015606,0.00022409474766482956,0.16106465245525903,0.16207845709369473,10,200
N288_M144,2.5,normalized,additive,late_bit_flip_rate,control_minus_additive,0.2104931586371528,0.0003645867866832465,0.00011529246507210048,0.2102323670811597,0.21075395019314588,10,200
N288_M144,2.5,normalized,additive,late_q_lag1_cosine,control_minus_additive,-0.4389218568753244,0.0011297800136574083,0.00035726780980935486,-0.4397299966611132,-0.43811371708953567,10,200
N288_M144,2.5,normalized,additive,late_q_lag1_product,control_minus_additive,-0.6415978177482289,0.001250291977347186,0.00039537703886527556,-0.6424921606101421,-0.6407034748863156,10,200
N288_M144,2.5,normalized,additive,late_q_sign_persistence,control_minus_additive,-0.27444433865017365,0.00021858158705952374,6.912156696824817e-05,-0.27460069163465584,-0.27428798566569146,10,200
N288_M144,2.5,normalized,additive,late_repair_rate,control_minus_additive,0.26390723178630193,0.0078351208145344,0.0027701335296865695,0.25735586598859317,0.2704585975840107,8,11
N288_M144,2.5,normalized,additive,late_state_BER,control_minus_additive,0.34319870876736114,0.0028755839782984146,0.0009093394974511189,0.3411417828241267,0.34525563471059556,10,200
N288_M144,2.5,normalized,additive,late_syndrome_weight_fraction,control_minus_additive,0.46668942057291674,0.0016038466640343843,0.0005071808476011514,0.4655421774956429,0.46783666365019055,10,200
N288_M144,2.5,normalized,additive,late_syndrome_zero_fraction,control_minus_additive,-0.9456703124999999,0.036035719079653084,0.011395494941369037,-0.9714469220573767,-0.9198937029426231,10,200
N288_M144,2.5,pSA,additive,decoded_BER,control_minus_additive,0.31486111111111115,0.008113087447369797,0.002565583518981001,0.3090577611911761,0.3206644610310462,10,200
N288_M144,2.5,pSA,additive,decoded_FER,control_minus_additive,0.95,0.033333333333333326,0.010540925533894595,0.9261564264423304,0.9738435735576695,10,200
N288_M144,2.5,pSA,additive,late_backflip_rate,control_minus_additive,0.17474842611385663,0.0010155992345858157,0.000321160677121483,0.17402196066220785,0.17547489156550541,10,200
N288_M144,2.5,pSA,additive,late_bit_flip_rate,control_minus_additive,0.23051052246093748,0.0006118516255785046,0.0001934844726904613,0.23007286058371165,0.2309481843381633,10,200
N288_M144,2.5,pSA,additive,late_q_lag1_cosine,control_minus_additive,-0.4048474809455308,0.0016591227360230772,0.0005246606763603216,-0.40603426339545784,-0.40366069849560376,10,200
N288_M144,2.5,pSA,additive,late_q_lag1_product,control_minus_additive,-0.6142656468521165,0.0014969226803414038,0.0004733685151042993,-0.6153364064332824,-0.6131948872709506,10,200
N288_M144,2.5,pSA,additive,late_q_sign_persistence,control_minus_additive,-0.2599784478081597,0.0003836339012047613,0.00012131569154630596,-0.26025286390243746,-0.25970403171388196,10,200
N288_M144,2.5,pSA,additive,late_repair_rate,control_minus_additive,0.2990923808626651,0.007331613749141101,0.0025921168995291,0.2929620243952788,0.3052227373300514,8,11
N288_M144,2.5,pSA,additive,late_state_BER,control_minus_additive,0.3350157606336806,0.0029566390493353683,0.0009349713614894709,0.33290085541399145,0.33713066585336976,10,200
N288_M144,2.5,pSA,additive,late_syndrome_weight_fraction,control_minus_additive,0.4495719401041667,0.0015337940836414926,0.00048502827659979226,0.44847480614249796,0.4506690740658354,10,200
N288_M144,2.5,pSA,additive,late_syndrome_zero_fraction,control_minus_additive,-0.9456703124999999,0.036035719079653084,0.011395494941369037,-0.9714469220573767,-0.9198937029426231,10,200
N288_M144,2.5,shuffled,additive,decoded_BER,control_minus_additive,0.3912673611111111,0.006626119500942857,0.0020953629671437647,0.3865276500794319,0.3960070721427903,10,200
N288_M144,2.5,shuffled,additive,decoded_FER,control_minus_additive,0.95,0.033333333333333326,0.010540925533894595,0.9261564264423304,0.9738435735576695,10,200
N288_M144,2.5,shuffled,additive,late_backflip_rate,control_minus_additive,0.2285435880595219,0.0004885712847121824,0.0001544998059045099,0.22819410949856592,0.2288930666204779,10,200
N288_M144,2.5,shuffled,additive,late_bit_flip_rate,control_minus_additive,0.27405391438802085,0.00016714454468186914,5.285574596664903e-05,0.2739343546906443,0.2741734740853974,10,200
N288_M144,2.5,shuffled,additive,late_q_lag1_cosine,control_minus_additive,-0.47275884089533005,0.0005851120302812348,0.0001850286702054113,-0.4731773757473347,-0.4723403060433254,10,200
N288_M144,2.5,shuffled,additive,late_q_lag1_product,control_minus_additive,-0.6683877015134115,0.0012772001847430811,0.0004038861611775972,-0.6693012920099952,-0.6674741110168279,10,200
N288_M144,2.5,shuffled,additive,late_q_sign_persistence,control_minus_additive,-0.2860914089626736,0.00016762416086913632,5.300741392209404e-05,-0.2862113117329654,-0.2859715061923818,10,200
N288_M144,2.5,shuffled,additive,late_repair_rate,control_minus_additive,0.30661576660194,0.007713271218076545,0.002727053191716473,0.30016628580353055,0.31306524740034947,8,11
N288_M144,2.5,shuffled,additive,late_state_BER,control_minus_additive,0.39513562825520826,0.002754008084024571,0.000870893824003402,0.3931656664253126,0.39710559008510393,10,200
N288_M144,2.5,shuffled,additive,late_syndrome_weight_fraction,control_minus_additive,0.4843566731770833,0.0016597551172412414,0.0005248606528602127,0.4831694383803135,0.4855439079738531,10,200
N288_M144,2.5,shuffled,additive,late_syndrome_zero_fraction,control_minus_additive,-0.9456703124999999,0.036035719079653084,0.011395494941369037,-0.9714469220573767,-0.9198937029426231,10,200
N288_M144,3.0,gain_only,additive,decoded_BER,control_minus_additive,0.3163888888888889,0.008571537651789748,0.002710558202954685,0.3102576062338054,0.3225201715439724,10,200
N288_M144,3.0,gain_only,additive,decoded_FER,control_minus_additive,1.0,0.0,0.0,1.0,1.0,10,200
N288_M144,3.0,gain_only,additive,late_backflip_rate,control_minus_additive,0.17229143138311162,0.0006661767935980151,0.00021066359921176044,0.17181491032169463,0.1727679524445286,10,200
N288_M144,3.0,gain_only,additive,late_bit_flip_rate,control_minus_additive,0.22916248914930554,0.00044963859758675784,0.0001421882092298044,0.22884085942002771,0.22948411887858336,10,200
N288_M144,3.0,gain_only,additive,late_q_lag1_cosine,control_minus_additive,-0.4012272167935077,0.00123846294491638,0.000391636370365541,-0.40211309826327457,-0.40034133532374083,10,200
N288_M144,3.0,gain_only,additive,late_q_lag1_product,control_minus_additive,-0.6128848208616394,0.0010074056742394588,0.0003185696458374304,-0.6136054254005237,-0.6121642163227552,10,200
N288_M144,3.0,gain_only,additive,late_q_sign_persistence,control_minus_additive,-0.2587452012803819,0.0002563994018389266,8.108061005157728e-05,-0.2589286056203186,-0.25856179694044523,10,200
N288_M144,3.0,gain_only,additive,late_state_BER,control_minus_additive,0.33483448350694445,0.001320640830927302,0.0004176232996747613,0.3338898196030801,0.3357791474108088,10,200
N288_M144,3.0,gain_only,additive,late_syndrome_weight_fraction,control_minus_additive,0.4502814778645834,0.000381242408549058,0.00012055943516634723,0.45000877242223714,0.45055418330692965,10,200
N288_M144,3.0,gain_only,additive,late_syndrome_zero_fraction,control_minus_additive,-1.0,0.0,0.0,-1.0,-1.0,10,200
N288_M144,3.0,normalized,additive,decoded_BER,control_minus_additive,0.33125,0.006729903592641953,0.0021281823786098563,0.3264360514595845,0.3360639485404155,10,200
N288_M144,3.0,normalized,additive,decoded_FER,control_minus_additive,1.0,0.0,0.0,1.0,1.0,10,200
N288_M144,3.0,normalized,additive,late_backflip_rate,control_minus_additive,0.16035945687203784,0.0003920176158076705,0.0001239668548861067,0.16007904384628546,0.16063986989779022,10,200
N288_M144,3.0,normalized,additive,late_bit_flip_rate,control_minus_additive,0.21044853786892365,0.00020830050725914527,6.587040407073364e-05,0.21029953901491566,0.21059753672293163,10,200
N288_M144,3.0,normalized,additive,late_q_lag1_cosine,control_minus_additive,-0.4381109901401187,0.0006914340171003081,0.00021865063457567855,-0.43860557787552884,-0.4376164024047085,10,200
N288_M144,3.0,normalized,additive,late_q_lag1_product,control_minus_additive,-0.6427058500952663,0.0004560671283528767,0.0001442210891527447,-0.6430320781989298,-0.6423796219916027,10,200
N288_M144,3.0,normalized,additive,late_q_sign_persistence,control_minus_additive,-0.27451788736979166,0.00012357921606885312,3.907917942356554e-05,-0.27460628447364777,-0.27442949026593555,10,200
N288_M144,3.0,normalized,additive,late_state_BER,control_minus_additive,0.3437416368272569,0.0010676566093380752,0.00033762266444409137,0.34297793436028434,0.34450533929422944,10,200
N288_M144,3.0,normalized,additive,late_syndrome_weight_fraction,control_minus_additive,0.4690291069878472,0.00017577474402129094,5.558485462403437e-05,0.46890337404668764,0.4691548399290068,10,200
N288_M144,3.0,normalized,additive,late_syndrome_zero_fraction,control_minus_additive,-1.0,0.0,0.0,-1.0,-1.0,10,200
N288_M144,3.0,pSA,additive,decoded_BER,control_minus_additive,0.3181076388888889,0.006631171784542398,0.002096960639499731,0.3133643139223405,0.32285096385543727,10,200
N288_M144,3.0,pSA,additive,decoded_FER,control_minus_additive,1.0,0.0,0.0,1.0,1.0,10,200
N288_M144,3.0,pSA,additive,late_backflip_rate,control_minus_additive,0.17285808277031578,0.0005802517276690294,0.00018349170756818778,0.17244302452779653,0.17327314101283503,10,200
N288_M144,3.0,pSA,additive,late_bit_flip_rate,control_minus_additive,0.22988483072916668,0.0003262145038243311,0.00010315808378665946,0.22965148714364125,0.23011817431469211,10,200
N288_M144,3.0,pSA,additive,late_q_lag1_cosine,control_minus_additive,-0.4030317696828054,0.0010478144997157482,0.0003313480384451617,-0.4037812789457684,-0.40228226041984244,10,200
N288_M144,3.0,pSA,additive,late_q_lag1_product,control_minus_additive,-0.6144194712121556,0.000858719825245386,0.00027155105197171787,-0.6150337196917156,-0.6138052227325955,10,200
N288_M144,3.0,pSA,additive,late_q_sign_persistence,control_minus_additive,-0.25961042751736113,0.00018636453734945972,5.89336413107812e-05,-0.25974373541400614,-0.2594771196207161,10,200
N288_M144,3.0,pSA,additive,late_state_BER,control_minus_additive,0.3349261474609375,0.0013065086253690845,0.0004131543038821954,0.333991592425556,0.33586070249631905,10,200
N288_M144,3.0,pSA,additive,late_syndrome_weight_fraction,control_minus_additive,0.4512740071614584,0.0002569823343739079,8.126494950485296e-05,0.4510901858456784,0.45145782847723837,10,200
N288_M144,3.0,pSA,additive,late_syndrome_zero_fraction,control_minus_additive,-1.0,0.0,0.0,-1.0,-1.0,10,200
N288_M144,3.0,shuffled,additive,decoded_BER,control_minus_additive,0.39118055555555553,0.005818663579420981,0.0018400229849238345,0.38701842356365784,0.3953426875474532,10,200
N288_M144,3.0,shuffled,additive,decoded_FER,control_minus_additive,1.0,0.0,0.0,1.0,1.0,10,200
N288_M144,3.0,shuffled,additive,late_backflip_rate,control_minus_additive,0.22762211975333968,0.00026524926438146275,8.387918231295958e-05,0.22743238504294777,0.2278118544637316,10,200
N288_M144,3.0,shuffled,additive,late_bit_flip_rate,control_minus_additive,0.2743085720486111,0.00010463911052323203,3.308979215875066e-05,0.274233722938748,0.2743834211584742,10,200
N288_M144,3.0,shuffled,additive,late_q_lag1_cosine,control_minus_additive,-0.47278723373565457,0.0005606277558218805,0.00017728606279058658,-0.47318825480968685,-0.4723862126616223,10,200
N288_M144,3.0,shuffled,additive,late_q_lag1_product,control_minus_additive,-0.6701861473527764,0.0003658729044536343,0.00011569917122146477,-0.6704478588780793,-0.6699244358274734,10,200
N288_M144,3.0,shuffled,additive,late_q_sign_persistence,control_minus_additive,-0.28638682454427083,0.00010176000198445558,3.217933809741338e-05,-0.2864596142070472,-0.2863140348814945,10,200
N288_M144,3.0,shuffled,additive,late_state_BER,control_minus_additive,0.39742311740451386,0.0006084167856276656,0.0001923982809261821,0.3969879124930588,0.3978583223159689,10,200
N288_M144,3.0,shuffled,additive,late_syndrome_weight_fraction,control_minus_additive,0.4869907118055557,9.390425687340067e-05,2.969513337054679e-05,0.4869235414138715,0.4870578821972399,10,200
N288_M144,3.0,shuffled,additive,late_syndrome_zero_fraction,control_minus_additive,-1.0,0.0,0.0,-1.0,-1.0,10,200
N96_M48,2.0,gain_only,additive,decoded_BER,control_minus_additive,0.023958333333333335,0.017732146298338476,0.005607397010607318,0.01127440129533958,0.03664226537132709,10,200
N96_M48,2.0,gain_only,additive,decoded_FER,control_minus_additive,0.185,0.21479964825131556,0.0679256129077161,0.03135226360274615,0.3386477363972539,10,200
N96_M48,2.0,gain_only,additive,late_backflip_rate,control_minus_additive,0.007737843541701185,0.0026897472767114516,0.000850572772464336,0.005813847930386857,0.009661839153015514,10,200
N96_M48,2.0,gain_only,additive,late_bit_flip_rate,control_minus_additive,0.012448006184895832,0.004362889562415614,0.0013796668197008691,0.009327199838732467,0.015568812531059198,10,200
N96_M48,2.0,gain_only,additive,late_q_lag1_cosine,control_minus_additive,-0.016738237734457217,0.006205745009138349,0.0019624288807099616,-0.02117725186262315,-0.012299223606291283,10,200
N96_M48,2.0,gain_only,additive,late_q_lag1_product,control_minus_additive,-0.06502901766327676,0.024685973649463018,0.007806390299120217,-0.08268707251988669,-0.04737096280666683,10,200
N96_M48,2.0,gain_only,additive,late_q_sign_persistence,control_minus_additive,-0.0099462158203125,0.003865362052619006,0.0012223348067459674,-0.012711137153171879,-0.007181294487453122,10,200
N96_M48,2.0,gain_only,additive,late_repair_rate,control_minus_additive,0.06351819495795163,0.012812686368035649,0.004051727186838306,0.05435318806132339,0.07268320185457988,10,46
N96_M48,2.0,gain_only,additive,late_state_BER,control_minus_additive,0.04658064778645833,0.024424207686750413,0.007723612633512364,0.029109836009453365,0.0640514595634633,10,200
N96_M48,2.0,gain_only,additive,late_syndrome_weight_fraction,control_minus_additive,0.0778853515625,0.03057584738414452,0.0096689319123598,0.056014227576742126,0.09975647554825787,10,200
N96_M48,2.0,gain_only,additive,late_syndrome_zero_fraction,control_minus_additive,-0.27081796875,0.1226138228909682,0.0387738952955951,-0.35852451990863615,-0.1831114175913639,10,200
N96_M48,2.0,normalized,additive,decoded_BER,control_minus_additive,0.05739583333333333,0.014972486340692459,0.004734715907234796,0.04668590595116823,0.06810576071549844,10,200
N96_M48,2.0,normalized,additive,decoded_FER,control_minus_additive,0.555,0.14424131015612537,0.04561310727801336,0.4518231513371338,0.6581768486628663,10,200
N96_M48,2.0,normalized,additive,late_backflip_rate,control_minus_additive,0.02978485858417703,0.003652374894029991,0.0011549823533950892,0.027172288500797337,0.032397428667556724,10,200
N96_M48,2.0,normalized,additive,late_bit_flip_rate,control_minus_additive,0.0449033203125,0.0052407869996070056,0.0016572823650558102,0.04115454760274376,0.048652093022256246,10,200
N96_M48,2.0,normalized,additive,late_q_lag1_cosine,control_minus_additive,-0.07487150223745592,0.009158325003850758,0.002896116656423874,-0.08142251811428672,-0.06832048636062513,10,200
N96_M48,2.0,normalized,additive,late_q_lag1_product,control_minus_additive,-0.23898774281758078,0.028227472984298053,0.008926310722125219,-0.259179057671028,-0.21879642796413354,10,200
N96_M48,2.0,normalized,additive,late_q_sign_persistence,control_minus_additive,-0.03830376790364583,0.004644348023524137,0.0014686718000837544,-0.04162590351543528,-0.03498163229185638,10,200
N96_M48,2.0,normalized,additive,late_repair_rate,control_minus_additive,0.08974709798203516,0.008345150928421072,0.002638968435167936,0.08377775138168529,0.09571644458238503,10,52
N96_M48,2.0,normalized,additive,late_state_BER,control_minus_additive,0.16741283365885415,0.02414258531738087,0.007634555820786264,0.15014346839223564,0.18468219892547266,10,200
N96_M48,2.0,normalized,additive,late_syndrome_weight_fraction,control_minus_additive,0.2642729654947916,0.030936169672762304,0.009782875824735474,0.24214410037923997,0.28640183061034324,10,200
N96_M48,2.0,normalized,additive,late_syndrome_zero_fraction,control_minus_additive,-0.72362109375,0.09000042432520174,0.028460633124926023,-0.7879990458785827,-0.6592431416214174,10,200
N96_M48,2.0,pSA,additive,decoded_BER,control_minus_additive,0.0315625,0.02190419128109989,0.006926713475227717,0.015894274119034903,0.047230725880965094,10,200
N96_M48,2.0,pSA,additive,decoded_FER,control_minus_additive,0.26,0.20789954839350236,0.06574360974438674,0.1112879547581972,0.4087120452418028,10,200
N96_M48,2.0,pSA,additive,late_backflip_rate,control_minus_additive,0.009853861729020265,0.0036666439055199236,0.0011594946110218191,0.00723108491888891,0.01247663853915162,10,200
N96_M48,2.0,pSA,additive,late_bit_flip_rate,control_minus_additive,0.0152316650390625,0.005642014493947512,0.001784161639255642,0.011195891411066238,0.01926743866705876,10,200
N96_M48,2.0,pSA,additive,late_q_lag1_cosine,control_minus_additive,-0.0195845489302342,0.0077544616479143826,0.0024521760835832128,-0.025131371231299427,-0.01403772662916897,10,200
N96_M48,2.0,pSA,additive,late_q_lag1_product,control_minus_additive,-0.07302864150550689,0.029202430786745164,0.009234619449953754,-0.09391735070130228,-0.0521399323097115,10,200
N96_M48,2.0,pSA,additive,late_q_sign_persistence,control_minus_additive,-0.012096264648437499,0.004874971569380797,0.0015416013687808879,-0.015583366944619866,-0.008609162352255131,10,200
N96_M48,2.0,pSA,additive,late_repair_rate,control_minus_additive,0.05711724471321591,0.012401242161722961,0.0039216171046354735,0.04824654682253047,0.06598794260390135,10,46
N96_M48,2.0,pSA,additive,late_state_BER,control_minus_additive,0.07057906087239584,0.03166411399085322,0.010013072030230016,0.04792949194001554,0.09322862980477613,10,200
N96_M48,2.0,pSA,additive,late_syndrome_weight_fraction,control_minus_additive,0.081725927734375,0.03326775478580947,0.010520187776312497,0.05792926298435613,0.10552259248439386,10,200
N96_M48,2.0,pSA,additive,late_syndrome_zero_fraction,control_minus_additive,-0.29896015625,0.12814781721424778,0.04052389795759566,-0.3906252134300814,-0.2072950990699186,10,200
N96_M48,2.0,shuffled,additive,decoded_BER,control_minus_additive,0.0765625,0.01339170887199784,0.004234830179739746,0.0669833141334287,0.08614168586657131,10,200
N96_M48,2.0,shuffled,additive,decoded_FER,control_minus_additive,0.715,0.10554093465991707,0.03337497399083463,0.639505808832732,0.7904941911672679,10,200
N96_M48,2.0,shuffled,additive,late_backflip_rate,control_minus_additive,0.08914259590095,0.0005511390907270964,0.00017428548342518103,0.08874836213744224,0.08953682966445776,10,200
N96_M48,2.0,shuffled,additive,late_bit_flip_rate,control_minus_additive,0.11125799967447916,0.0006751752251922725,0.00021350915313246777,0.11077504197009352,0.1117409573788648,10,200
N96_M48,2.0,shuffled,additive,late_q_lag1_cosine,control_minus_additive,-0.15587534065580028,0.0013645153309144232,0.0004314976347907944,-0.15685138830569706,-0.1548992930059035,10,200
N96_M48,2.0,shuffled,additive,late_q_lag1_product,control_minus_additive,-0.40307687108377144,0.005215313540852897,0.0016492269501012765,-0.40680742244490053,-0.39934631972264234,10,200
N96_M48,2.0,shuffled,additive,late_q_sign_persistence,control_minus_additive,-0.06741055501302083,0.0009779804080057447,0.0003092645596318923,-0.06811011144690818,-0.06671099857913348,10,200
N96_M48,2.0,shuffled,additive,late_repair_rate,control_minus_additive,0.12881073341005608,0.008519090931234808,0.002693973093678687,0.12271696627215489,0.13490450054795727,10,57
N96_M48,2.0,shuffled,additive,late_state_BER,control_minus_additive,0.3370925699869792,0.014304428596933268,0.004523457499355578,0.32686050912343684,0.3473246308505215,10,200
N96_M48,2.0,shuffled,additive,late_syndrome_weight_fraction,control_minus_additive,0.42096850585937495,0.00701834665961717,0.0022193960853024745,0.41594823191442076,0.42598877980432914,10,200
N96_M48,2.0,shuffled,additive,late_syndrome_zero_fraction,control_minus_additive,-0.88650625,0.036281868661882474,0.011473334273863415,-0.9124589321274791,-0.860553567872521,10,200
N96_M48,2.5,gain_only,additive,decoded_BER,control_minus_additive,0.018177083333333337,0.009497813111269609,0.003003472222222221,0.011383229166666672,0.024970937500000002,10,200
N96_M48,2.5,gain_only,additive,decoded_FER,control_minus_additive,0.18,0.12292725943057184,0.038873012632302,0.09206924542573287,0.2679307545742671,10,200
N96_M48,2.5,gain_only,additive,late_backflip_rate,control_minus_additive,0.004081338912866705,0.002513616584786673,0.0007948753572299632,0.0022833308548125286,0.0058793469709208825,10,200
N96_M48,2.5,gain_only,additive,late_bit_flip_rate,control_minus_additive,0.006717976888020835,0.004134284688721193,0.001307375611191921,0.00376069325550471,0.00967526052053696,10,200
N96_M48,2.5,gain_only,additive,late_q_lag1_cosine,control_minus_additive,-0.008957163719669129,0.005791191806461205,0.001831335647532243,-0.013099644954387063,-0.004814682484951195,10,200
N96_M48,2.5,gain_only,additive,late_q_lag1_product,control_minus_additive,-0.03596012509076402,0.02315378467379584,0.007321869602229358,-0.052522194131006825,-0.01939805605052121,10,200
N96_M48,2.5,gain_only,additive,late_q_sign_persistence,control_minus_additive,-0.005432552083333335,0.003586881374539672,0.0011342714840380853,-0.007998274180227484,-0.0028668299864391864,10,200
N96_M48,2.5,gain_only,additive,late_repair_rate,control_minus_additive,0.03467089466922071,0.03371706390829537,0.010662271796367199,0.010552835865838103,0.05878895347260331,10,37
N96_M48,2.5,gain_only,additive,late_state_BER,control_minus_additive,0.0316418212890625,0.015270231963267461,0.004828871340302982,0.020718914317297152,0.04256472826082784,10,200
N96_M48,2.5,gain_only,additive,late_syndrome_weight_fraction,control_minus_additive,0.043457633463541666,0.028481488058281285,0.009006637341505537,0.02308461979705614,0.06383064713002719,10,200
N96_M48,2.5,gain_only,additive,late_syndrome_zero_fraction,control_minus_additive,-0.1486046875,0.11029590304157301,0.03487862701964639,-0.22750014181844014,-0.06970923318155986,10,200
N96_M48,2.5,normalized,additive,decoded_BER,control_minus_additive,0.05239583333333333,0.0118671798487142,0.003752731772478928,0.043907154063985994,0.060884512602680664,10,200
N96_M48,2.5,normalized,additive,decoded_FER,control_minus_additive,0.545,0.10916348595875207,0.03452052529534662,0.46691457178192597,0.6230854282180741,10,200
N96_M48,2.5,normalized,additive,late_backflip_rate,control_minus_additive,0.0240448997699535,0.0038879319717440076,0.0012294720418500474,0.02126383401128869,0.026825965528618306,10,200
N96_M48,2.5,normalized,additive,late_bit_flip_rate,control_minus_additive,0.037040152994791666,0.005885162417816206,0.0018610517640322713,0.032830453904550666,0.041249852085032665,10,200
N96_M48,2.5,normalized,additive,late_q_lag1_cosine,control_minus_additive,-0.060292224791229386,0.009695638219068051,0.0030660300141233626,-0.06722758468317644,-0.05335686489928234,10,200
N96_M48,2.5,normalized,additive,late_q_lag1_product,control_minus_additive,-0.20067272103140765,0.031094430458036816,0.009832922279310905,-0.22291479122720892,-0.17843065083560639,10,200
N96_M48,2.5,normalized,additive,late_q_sign_persistence,control_minus_additive,-0.031328556315104165,0.004966746069009178,0.0015706230137756839,-0.034881305572264765,-0.02777580705794357,10,200
