problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,best_unsat,mean_unsat,mean_unsat_rate,best_unsat_rate,std_unsat,valid_assignment_rate,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,1,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.0,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,3388.0,0.3359245284133925,1.0,,,,,,,0.02,-0.29873745862582235,907919,,0.29853745862582237,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,2,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.05,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,3545.4,0.3515430534149893,1.0,,,,,,,0.02,-0.3151283149188561,915838,,0.31492831491885614,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,3,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.1,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,3656.2,0.3625351314584152,1.0,,,,,,,0.02,-0.3313149791616436,923757,,0.3311149791616436,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,4,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.15,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,3856.4,0.3823640909324051,1.0,,,,,,,0.02,-0.34748780334382323,931676,,0.34728780334382325,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,5,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.2,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,3983.6,0.3949646405393195,1.0,,,,,,,0.02,-0.3630193930945964,939595,,0.36281939309459643,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,6,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.25,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6161.6,0.61153078270318,1.0,,,,,,,0.02,-0.3892262899638837,947514,,0.3890262899638837,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,7,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.3,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6708.0,0.6651255819330179,1.0,,,,,,,0.032,-0.6575581317454261,955433,,0.6572381317454261,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,8,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.35,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.8,0.6651045813876032,1.0,,,,,,,0.044,-0.6640829012718964,963352,,0.6636429012718964,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,9,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.4,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6706.0,0.6649263224598445,1.0,,,,,,,0.036,-0.663936934347175,971271,,0.663576934347175,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,10,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.43,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.2,0.6650453961595757,1.0,,,,,,,0.028000000000000004,-0.6638993940386653,979190,,0.6636193940386653,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,11,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.45,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.8,0.6651054033099717,1.0,,,,,,,0.024,-0.6638530600920807,987109,,0.6636130600920807,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,12,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.47,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6708.2,0.6651454981445327,1.0,,,,,,,0.027999999999999997,-0.6639148107982056,995028,,0.6636348107982056,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,13,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.49,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.4,0.6650652721829536,1.0,,,,,,,0.024,-0.6638275251059486,1002947,,0.6635875251059485,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,14,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.5,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.4,0.6650661465584753,1.0,,,,,,,0.032,-0.6639667044448785,1010866,,0.6636467044448785,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,15,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.51,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.4,0.6650651795416639,1.0,,,,,,,0.036000000000000004,-0.6640475851989851,1018785,,0.6636875851989851,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,16,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.53,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.0,0.6650260626273266,1.0,,,,,,,0.027999999999999997,-0.6639096014161551,1026704,,0.6636296014161551,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,17,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.55,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6706.0,0.6649263410842354,1.0,,,,,,,0.04,-0.6640122133365944,1034623,,0.6636122133365945,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,18,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.57,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6706.6,0.6649859736010947,1.0,,,,,,,0.028000000000000004,-0.6639578620972845,1042542,,0.6636778620972845,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,19,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.59,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.0,0.6650249741546681,1.0,,,,,,,0.036,-0.6641555364690805,1050461,,0.6637955364690805,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,20,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.6,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6708.0,0.66512480696344,1.0,,,,,,,0.024,-0.6639466211019374,1058380,,0.6637066211019373,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,21,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.61,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.6,0.6650849793924147,1.0,,,,,,,0.02,-0.6639447738215067,1066299,,0.6637447738215068,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,22,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.63,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.6,0.6650850957531786,1.0,,,,,,,0.036,-0.6641310667096593,1074218,,0.6637710667096592,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,23,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.65,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.2,0.6650453559714389,1.0,,,,,,,0.032,-0.6640042941649721,1082137,,0.6636842941649721,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,24,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.67,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6708.6,0.6651842297649997,1.0,,,,,,,0.024,-0.6640165437103874,1090056,,0.6637765437103874,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,25,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.69,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.8,0.6651053679738392,1.0,,,,,,,0.024,-0.6640251952046529,1097975,,0.6637851952046528,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,26,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.7,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.2,0.6650450877515783,1.0,,,,,,,0.036,-0.6641652491753932,1105894,,0.6638052491753932,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,27,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.71,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6708.6,0.6651842070018503,1.0,,,,,,,0.027999999999999997,-0.6641201748444547,1113813,,0.6638401748444548,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,28,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.73,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.8,0.6651044067653571,1.0,,,,,,,0.036000000000000004,-0.6641443500820607,1121732,,0.6637843500820607,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,29,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.75,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.6,0.665085183542464,1.0,,,,,,,0.036,-0.6641981538248455,1129651,,0.6638381538248455,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,30,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.8,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.4,0.6650652020617345,1.0,,,,,,,0.024,-0.6640774455698065,1137570,,0.6638374455698065,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,31,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.85,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.8,0.6651047913459817,1.0,,,,,,,0.03599999999999999,-0.6642208978948138,1145489,,0.6638608978948137,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,32,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.9,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6707.6,0.665085061373371,1.0,,,,,,,0.052000000000000005,-0.664496675504262,1153408,,0.663976675504262,,,
maxcut,N1000_ERp0p02,lambda_pSA,memory_sweep,33,0,,,,0.8943429561385767,0.0,1.0,fixed,0.22132235198275063,0.95,0.0,0.0990657887242165,2.6959730677325964,cosine,2.0011115345180555,0.13903789669499614,last,2535,449,3000,,,,,,,,6708.6,0.6651844169602287,1.0,,,,,,,0.02,-0.6640229220767192,1161327,,0.6638229220767192,,,
