size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,2356,72,72,498,100,28800,0.08180555555555556,0.72,0.72,4.98,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,1010,36,36,234,100,28800,0.035069444444444445,0.36,0.36,2.34,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,228,10,10,58,100,28800,0.007916666666666667,0.1,0.1,0.58,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,2098,68,68,484,100,28800,0.07284722222222222,0.68,0.68,4.84,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,1331,47,47,309,100,28800,0.04621527777777778,0.47,0.47,3.09,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,371,17,17,89,100,28800,0.012881944444444444,0.17,0.17,0.89,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,2025,68,68,481,100,28800,0.0703125,0.68,0.68,4.81,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,1345,48,48,313,100,28800,0.04670138888888889,0.48,0.48,3.13,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,281,13,13,69,100,28800,0.009756944444444445,0.13,0.13,0.69,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N288_M144,288,144,new_04,new,2026082704,9c8e14e8785a97472dbb8e9843ab81fa4c2ac5a0d5a5d4dfae37e4dc6bd50002,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,2299,73,73,521,100,28800,0.07982638888888889,0.73,0.73,5.21,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
