stage,alpha,kw,rho,metric,stratum,n_formulas,baseline_mean,treatment_mean,mean_difference_treatment_minus_baseline,ci95_low,ci95_high,relative_reduction_pct,standardized_paired_effect_dz,paired_t_pvalue,wilcoxon_pvalue,improved_formula_count,worsened_formula_count,tied_formula_count,improved_formula_fraction,improved_formula_fraction_ci_low,improved_formula_fraction_ci_high,holm_adjusted_pvalue_primary_metric_within_alpha,is_preregistered_primary
A,1.2,12.0,0.08,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005880555555555555,0.0005994444444444447,0.00045555555555555535,0.0007416666666666668,-11.350725857353227,1.4697287969380661,7.060897077386494e-09,6.87529221927728e-06,2,25,3,0.06666666666666667,0.018477023791270378,0.2132345836261692,,False
A,1.2,12.0,0.08,SAT_success_rate,SAT,13,0.596153846153846,0.5815384615384614,-0.014615384615384634,-0.03769230769230772,0.004615384615384603,,-0.3586928054206398,0.2202547773983513,0.541015625,5,5,3,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,12.0,0.08,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0007089743589743589,2.8205128205128227e-05,-5.128205128205085e-06,6.410256410256413e-05,-4.143126177024492,0.4222319513465574,0.15382153477300348,0.412109375,5,5,3,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,12.0,0.08,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003254901960784314,4.8039215686274476e-05,8.82352941176488e-06,8.529411764705902e-05,-1.4980128401100457,0.576640213246537,0.030239012036747358,0.03683754706562676,3,12,2,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,12.0,0.12,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021677777777777776,5.555555555555555e-05,3.0000000000000045e-05,8.166666666666667e-05,-2.6301946344029297,0.7462142034836902,0.00031557322860438757,0.00045855870156834484,3,19,8,0.1,0.03459988874733419,0.25621082579184085,0.006942611029296527,False
A,1.2,12.0,0.12,all_mean_selected_unsat,all,30,1.2673333333333334,1.300666666666667,0.033333333333333326,0.017999999999999974,0.04933333333333335,-2.6301946344029714,0.7462142034836899,0.00031557322860438936,0.0005777436851748148,3,19,8,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,12.0,0.12,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.00625,0.0009688888888888886,0.0007872222222222221,0.001137777777777778,-18.34630759520303,1.9448897529274436,1.542889086390202e-11,2.0087385349876846e-06,0,28,2,0.0,0.0,0.11351339317396876,,False
A,1.2,12.0,0.12,SAT_success_rate,SAT,13,0.596153846153846,0.5684615384615385,-0.027692307692307707,-0.04461538461538464,-0.013076923076923085,,-0.9133702713879484,0.006421092929967662,0.00390625,0,9,4,0.0,0.0,0.22809537235419838,,False
A,1.2,12.0,0.12,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0007256410256410256,4.48717948717949e-05,2.0512820512820532e-05,7.307692307692309e-05,-6.591337099811687,0.911167954704722,0.0065162632456944045,0.00390625,0,9,4,0.0,0.0,0.22809537235419838,,False
A,1.2,12.0,0.12,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003270588235294118,6.372549019607841e-05,2.2549019607843026e-05,0.00010588235294117649,-1.9871598899419103,0.7096518143415033,0.009892772596958494,0.020570939445946502,3,10,4,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,16.0,0.02,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021244444444444444,1.222222222222216e-05,-8.888888888888958e-06,3.27777777777777e-05,-0.5786428195686404,0.20534201924842724,0.26993751095760504,0.2358800424377625,8,14,8,0.26666666666666666,0.14182663319596317,0.4444796169518888,1.0,False
A,1.2,16.0,0.02,all_mean_selected_unsat,all,30,1.2673333333333334,1.2746666666666668,0.007333333333333312,-0.005333333333333333,0.019666666666666662,-0.5786428195686544,0.2053420192484277,0.269937510957604,0.21590011356462702,8,14,8,0.26666666666666666,0.14182663319596317,0.4444796169518888,,False
A,1.2,16.0,0.02,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.00541888888888889,0.00013777777777777763,7.722222222222202e-05,0.0001955555555555554,-2.608878602987597,0.8136042295151656,0.0001145627904941012,0.0001296470593032006,3,25,2,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,16.0,0.02,SAT_success_rate,SAT,13,0.596153846153846,0.5892307692307692,-0.006923076923076919,-0.02230769230769231,0.008461538461538473,,-0.23430033120978544,0.4147582949870251,0.57421875,4,5,4,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,16.0,0.02,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0006923076923076923,1.1538461538461546e-05,-1.282051282051279e-05,3.717948717948718e-05,-1.6949152542372965,0.2413120140772736,0.40133554297771723,0.53125,4,5,4,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,16.0,0.02,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.0032196078431372547,1.2745098039215571e-05,-1.9607843137254936e-05,4.411764705882342e-05,-0.3974319779883604,0.18579013390438295,0.45481061519654475,0.3159348926065678,4,9,4,0.23529411764705882,0.09555044322080117,0.4726179811956498,,False
A,1.2,16.0,0.04,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021266666666666665,1.4444444444444375e-05,-7.222222222222211e-06,3.4999999999999916e-05,-0.6838506049447494,0.24150446776310636,0.19624712298043637,0.10916795298708488,8,16,6,0.26666666666666666,0.14182663319596317,0.4444796169518888,1.0,False
A,1.2,16.0,0.04,all_mean_selected_unsat,all,30,1.2673333333333334,1.276,0.008666666666666666,-0.0040000000000000235,0.021000000000000005,-0.6838506049447606,0.24150446776310752,0.19624712298043434,0.09814194098044529,8,16,6,0.26666666666666666,0.14182663319596317,0.4444796169518888,,False
A,1.2,16.0,0.04,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005573888888888889,0.00029277777777777755,0.000202222222222222,0.000383333333333333,-5.543867031348611,1.136591154100419,8.599208417006451e-07,3.236929448214166e-05,5,23,2,0.16666666666666666,0.0733654237184855,0.3356435050641603,,False
A,1.2,16.0,0.04,SAT_success_rate,SAT,13,0.596153846153846,0.5869230769230769,-0.009230769230769252,-0.026923076923076945,0.007692307692307684,,-0.27735009811261524,0.3370490579535832,0.40234375,4,6,3,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,16.0,0.04,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0006923076923076923,1.153846153846156e-05,-1.5384615384615363e-05,3.84615384615385e-05,-1.6949152542372965,0.22386028108743694,0.4352927199045389,0.4638671875,5,6,2,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,16.0,0.04,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.0032235294117647063,1.666666666666653e-05,-1.568627450980403e-05,4.607843137254881e-05,-0.5197187404463435,0.2490291225458741,0.31980075286772286,0.09949662698418833,3,10,4,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,16.0,0.06,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021494444444444447,3.722222222222227e-05,1.166666666666672e-05,6.22222222222223e-05,-1.7622304050499793,0.5140594813801704,0.00866315428328572,0.009577862391829936,6,17,7,0.2,0.0950510717728987,0.3730569641314825,0.13115582685633412,False
A,1.2,16.0,0.06,all_mean_selected_unsat,all,30,1.2673333333333334,1.2896666666666667,0.022333333333333365,0.007000000000000023,0.03733333333333338,-1.7622304050499722,0.5140594813801708,0.008663154283285674,0.007972280079312642,6,17,7,0.2,0.0950510717728987,0.3730569641314825,,False
A,1.2,16.0,0.06,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005716666666666666,0.00043555555555555546,0.0003205555555555554,0.0005499999999999998,-8.247422680412349,1.3376129308984317,4.531718069963418e-08,1.2172508207923543e-05,3,24,3,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,16.0,0.06,SAT_success_rate,SAT,13,0.596153846153846,0.5846153846153846,-0.011538461538461553,-0.028461538461538496,0.0038461538461538455,,-0.36843806309180627,0.20874929940686007,0.33203125,4,6,3,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,16.0,0.06,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.000705128205128205,2.4358974358974386e-05,-3.84615384615385e-06,5.641025641025644e-05,-3.578154425612044,0.41725503029760724,0.15832692234160123,0.248046875,4,6,3,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,16.0,0.06,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003253921568627451,4.7058823529411835e-05,8.823529411764729e-06,8.431372549019616e-05,-1.4674411494955533,0.574505357785368,0.03077171274681421,0.021874068296108055,2,11,4,0.11764705882352941,0.03287977376379267,0.3433635059488588,,False
A,1.2,16.0,0.08,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021516666666666667,3.944444444444444e-05,1.3333333333333245e-05,6.611111111111112e-05,-1.8674381904260884,0.5190263908706201,0.00810717291120648,0.018157308576560855,8,17,5,0.26666666666666666,0.14182663319596317,0.4444796169518888,0.13115582685633412,True
A,1.2,16.0,0.08,all_mean_selected_unsat,all,30,1.2673333333333334,1.2909999999999997,0.02366666666666668,0.007999999999999995,0.04000000000000002,-1.8674381904260609,0.5190263908706202,0.008107172911206443,0.015737839661220124,8,17,5,0.26666666666666666,0.14182663319596317,0.4444796169518888,,False
A,1.2,16.0,0.08,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005880555555555555,0.0005994444444444447,0.00045333333333333326,0.0007411111111111111,-11.350725857353227,1.4697287969380661,7.060897077386494e-09,6.87529221927728e-06,2,25,3,0.06666666666666667,0.018477023791270378,0.2132345836261692,,False
A,1.2,16.0,0.08,SAT_success_rate,SAT,13,0.596153846153846,0.5815384615384614,-0.014615384615384634,-0.03769230769230772,0.0046153846153845915,,-0.3586928054206398,0.2202547773983513,0.541015625,5,5,3,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,16.0,0.08,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0007089743589743589,2.8205128205128227e-05,-3.846153846153835e-06,6.538461538461539e-05,-4.143126177024492,0.4222319513465574,0.15382153477300348,0.412109375,5,5,3,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,16.0,0.08,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003254901960784314,4.8039215686274476e-05,8.823529411764576e-06,8.627450980392155e-05,-1.4980128401100457,0.576640213246537,0.030239012036747358,0.03683754706562676,3,12,2,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,16.0,0.12,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021677777777777776,5.555555555555555e-05,2.9999999999999977e-05,8.16666666666667e-05,-2.6301946344029297,0.7462142034836902,0.00031557322860438757,0.00045855870156834484,3,19,8,0.1,0.03459988874733419,0.25621082579184085,0.006942611029296527,False
A,1.2,16.0,0.12,all_mean_selected_unsat,all,30,1.2673333333333334,1.300666666666667,0.033333333333333326,0.01799999999999998,0.04900000000000004,-2.6301946344029714,0.7462142034836899,0.00031557322860438936,0.0005777436851748148,3,19,8,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,16.0,0.12,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.00625,0.0009688888888888886,0.000788333333333333,0.0011383333333333334,-18.34630759520303,1.9448897529274436,1.542889086390202e-11,2.0087385349876846e-06,0,28,2,0.0,0.0,0.11351339317396876,,False
A,1.2,16.0,0.12,SAT_success_rate,SAT,13,0.596153846153846,0.5684615384615385,-0.027692307692307707,-0.04461538461538464,-0.013076923076923081,,-0.9133702713879484,0.006421092929967662,0.00390625,0,9,4,0.0,0.0,0.22809537235419838,,False
A,1.2,16.0,0.12,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0007256410256410256,4.48717948717949e-05,2.051282051282054e-05,7.179487179487186e-05,-6.591337099811687,0.911167954704722,0.0065162632456944045,0.00390625,0,9,4,0.0,0.0,0.22809537235419838,,False
A,1.2,16.0,0.12,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003270588235294118,6.372549019607841e-05,2.1568627450980388e-05,0.00010490196078431366,-1.9871598899419103,0.7096518143415033,0.009892772596958494,0.020570939445946502,3,10,4,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,20.0,0.02,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021244444444444444,1.222222222222216e-05,-8.888888888888936e-06,3.33333333333332e-05,-0.5786428195686404,0.20534201924842724,0.26993751095760504,0.2358800424377625,8,14,8,0.26666666666666666,0.14182663319596317,0.4444796169518888,1.0,False
A,1.2,20.0,0.02,all_mean_selected_unsat,all,30,1.2673333333333334,1.2746666666666668,0.007333333333333312,-0.005333333333333348,0.019666666666666662,-0.5786428195686544,0.2053420192484277,0.269937510957604,0.21590011356462702,8,14,8,0.26666666666666666,0.14182663319596317,0.4444796169518888,,False
A,1.2,20.0,0.02,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.00541888888888889,0.00013777777777777763,7.722222222222202e-05,0.00019666666666666658,-2.608878602987597,0.8136042295151656,0.0001145627904941012,0.0001296470593032006,3,25,2,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,20.0,0.02,SAT_success_rate,SAT,13,0.596153846153846,0.5892307692307692,-0.006923076923076919,-0.02230769230769232,0.008461538461538468,,-0.23430033120978544,0.4147582949870251,0.57421875,4,5,4,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,20.0,0.02,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0006923076923076923,1.1538461538461546e-05,-1.2820512820512811e-05,3.7179487179487206e-05,-1.6949152542372965,0.2413120140772736,0.40133554297771723,0.53125,4,5,4,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,20.0,0.02,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.0032196078431372547,1.2745098039215571e-05,-1.96078431372549e-05,4.4117647058823444e-05,-0.3974319779883604,0.18579013390438295,0.45481061519654475,0.3159348926065678,4,9,4,0.23529411764705882,0.09555044322080117,0.4726179811956498,,False
A,1.2,20.0,0.04,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021266666666666665,1.4444444444444375e-05,-7.222222222222334e-06,3.499999999999995e-05,-0.6838506049447494,0.24150446776310636,0.19624712298043637,0.10916795298708488,8,16,6,0.26666666666666666,0.14182663319596317,0.4444796169518888,1.0,False
A,1.2,20.0,0.04,all_mean_selected_unsat,all,30,1.2673333333333334,1.276,0.008666666666666666,-0.00433333333333332,0.02100000000000003,-0.6838506049447606,0.24150446776310752,0.19624712298043434,0.09814194098044529,8,16,6,0.26666666666666666,0.14182663319596317,0.4444796169518888,,False
A,1.2,20.0,0.04,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005573888888888889,0.00029277777777777755,0.0002005555555555555,0.0003827777777777775,-5.543867031348611,1.136591154100419,8.599208417006451e-07,3.236929448214166e-05,5,23,2,0.16666666666666666,0.0733654237184855,0.3356435050641603,,False
A,1.2,20.0,0.04,SAT_success_rate,SAT,13,0.596153846153846,0.5869230769230769,-0.009230769230769252,-0.026923076923076945,0.007692307692307682,,-0.27735009811261524,0.3370490579535832,0.40234375,4,6,3,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,20.0,0.04,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0006923076923076923,1.153846153846156e-05,-1.5384615384615343e-05,3.84615384615385e-05,-1.6949152542372965,0.22386028108743694,0.4352927199045389,0.4638671875,5,6,2,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,20.0,0.04,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.0032235294117647063,1.666666666666653e-05,-1.666666666666681e-05,4.607843137254888e-05,-0.5197187404463435,0.2490291225458741,0.31980075286772286,0.09949662698418833,3,10,4,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,20.0,0.06,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021494444444444447,3.722222222222227e-05,1.166666666666669e-05,6.277777777777785e-05,-1.7622304050499793,0.5140594813801704,0.00866315428328572,0.009577862391829936,6,17,7,0.2,0.0950510717728987,0.3730569641314825,0.13115582685633412,False
A,1.2,20.0,0.06,all_mean_selected_unsat,all,30,1.2673333333333334,1.2896666666666667,0.022333333333333365,0.007325000000000017,0.038000000000000034,-1.7622304050499722,0.5140594813801708,0.008663154283285674,0.007972280079312642,6,17,7,0.2,0.0950510717728987,0.3730569641314825,,False
A,1.2,20.0,0.06,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005716666666666666,0.00043555555555555546,0.00031999999999999997,0.0005488888888888888,-8.247422680412349,1.3376129308984317,4.531718069963418e-08,1.2172508207923543e-05,3,24,3,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,20.0,0.06,SAT_success_rate,SAT,13,0.596153846153846,0.5846153846153846,-0.011538461538461553,-0.0284615384615385,0.0038461538461538433,,-0.36843806309180627,0.20874929940686007,0.33203125,4,6,3,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,20.0,0.06,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.000705128205128205,2.4358974358974386e-05,-3.846153846153848e-06,5.641025641025642e-05,-3.578154425612044,0.41725503029760724,0.15832692234160123,0.248046875,4,6,3,0.3076923076923077,0.12680703655710515,0.5763065681945096,,False
A,1.2,20.0,0.06,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003253921568627451,4.7058823529411835e-05,7.84313725490204e-06,8.43137254901962e-05,-1.4674411494955533,0.574505357785368,0.03077171274681421,0.021874068296108055,2,11,4,0.11764705882352941,0.03287977376379267,0.3433635059488588,,False
A,1.2,20.0,0.08,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021516666666666667,3.944444444444444e-05,1.2777777777777769e-05,6.611111111111104e-05,-1.8674381904260884,0.5190263908706201,0.00810717291120648,0.018157308576560855,8,17,5,0.26666666666666666,0.14182663319596317,0.4444796169518888,0.13115582685633412,False
A,1.2,20.0,0.08,all_mean_selected_unsat,all,30,1.2673333333333334,1.2909999999999997,0.02366666666666668,0.00766666666666667,0.039999999999999994,-1.8674381904260609,0.5190263908706202,0.008107172911206443,0.015737839661220124,8,17,5,0.26666666666666666,0.14182663319596317,0.4444796169518888,,False
A,1.2,20.0,0.08,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.005880555555555555,0.0005994444444444447,0.0004555555555555554,0.0007427777777777779,-11.350725857353227,1.4697287969380661,7.060897077386494e-09,6.87529221927728e-06,2,25,3,0.06666666666666667,0.018477023791270378,0.2132345836261692,,False
A,1.2,20.0,0.08,SAT_success_rate,SAT,13,0.596153846153846,0.5815384615384614,-0.014615384615384634,-0.037692307692307726,0.004615384615384603,,-0.3586928054206398,0.2202547773983513,0.541015625,5,5,3,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,20.0,0.08,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0007089743589743589,2.8205128205128227e-05,-3.846153846153846e-06,6.538461538461541e-05,-4.143126177024492,0.4222319513465574,0.15382153477300348,0.412109375,5,5,3,0.38461538461538464,0.17709707797762575,0.6447710848733431,,False
A,1.2,20.0,0.08,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003254901960784314,4.8039215686274476e-05,8.823529411764627e-06,8.627450980392151e-05,-1.4980128401100457,0.576640213246537,0.030239012036747358,0.03683754706562676,3,12,2,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
A,1.2,20.0,0.12,all_mean_selected_unsat_rate,all,30,0.0021122222222222224,0.0021677777777777776,5.555555555555555e-05,3.0000000000000004e-05,8.166666666666671e-05,-2.6301946344029297,0.7462142034836902,0.00031557322860438757,0.00045855870156834484,3,19,8,0.1,0.03459988874733419,0.25621082579184085,0.006942611029296527,False
A,1.2,20.0,0.12,all_mean_selected_unsat,all,30,1.2673333333333334,1.300666666666667,0.033333333333333326,0.01766666666666668,0.04933333333333332,-2.6301946344029714,0.7462142034836899,0.00031557322860438936,0.0005777436851748148,3,19,8,0.1,0.03459988874733419,0.25621082579184085,,False
A,1.2,20.0,0.12,all_mean_final_unsat_rate,all,30,0.005281111111111111,0.00625,0.0009688888888888886,0.0007888888888888891,0.00114,-18.34630759520303,1.9448897529274436,1.542889086390202e-11,2.0087385349876846e-06,0,28,2,0.0,0.0,0.11351339317396876,,False
A,1.2,20.0,0.12,SAT_success_rate,SAT,13,0.596153846153846,0.5684615384615385,-0.027692307692307707,-0.04384615384615388,-0.013076923076923081,,-0.9133702713879484,0.006421092929967662,0.00390625,0,9,4,0.0,0.0,0.22809537235419838,,False
A,1.2,20.0,0.12,SAT_mean_selected_unsat_rate,SAT,13,0.0006807692307692307,0.0007256410256410256,4.48717948717949e-05,2.179487179487178e-05,7.179487179487185e-05,-6.591337099811687,0.911167954704722,0.0065162632456944045,0.00390625,0,9,4,0.0,0.0,0.22809537235419838,,False
A,1.2,20.0,0.12,UNSAT_mean_selected_unsat_rate,UNSAT,17,0.0032068627450980397,0.003270588235294118,6.372549019607841e-05,2.2549019607843127e-05,0.00010588235294117645,-1.9871598899419103,0.7096518143415033,0.009892772596958494,0.020570939445946502,3,10,4,0.17647058823529413,0.06191126637620997,0.41029458568834126,,False
