stage,alpha,kw,rho,stratum,n_formulas,n_satisfiable_formulas,n_unsatisfiable_formulas,trials_per_formula,mean_selected_unsat,mean_selected_unsat_rate,mean_selected_unsat_rate_ci_low,mean_selected_unsat_rate_ci_high,mean_final_unsat,mean_final_unsat_rate,mean_best_trial_unsat,sat_success_rate,sat_success_rate_ci_low,sat_success_rate_ci_high,mean_convergence_cycle,mean_first_hit_cycle_successful,aggregate_objective
A,1.2,8.0,0.08,UNSAT,17,0,17,100,1.9523529411764704,0.003253921568627451,0.0027401715686274503,0.0037843137254901958,4.970000000000001,0.008283333333333332,1.5294117647058822,,,,664.9682352941176,,0.004112832549019608
A,1.2,8.0,0.12,all,30,13,17,100,1.2990000000000004,0.002165,0.0016094305555555558,0.0027350000000000005,3.756,0.006260000000000002,0.9,0.5707692307692308,0.37153846153846154,0.7607692307692309,642.311,824.0587409401055,-0.054322819410256414
A,1.2,8.0,0.12,SAT,13,13,0,100,0.4330769230769231,0.0007217948717948717,0.0004000000000000001,0.0010448717948717949,1.8153846153846156,0.003025641025641026,0.07692307692307693,0.5707692307692308,0.37153846153846154,0.7607692307692309,612.4884615384616,824.0587409401055,-0.05611891410256411
A,1.2,8.0,0.12,UNSAT,17,0,17,100,1.9611764705882355,0.003268627450980392,0.0027578431372549017,0.0038107843137254903,5.24,0.008733333333333334,1.5294117647058822,,,,665.1164705882353,,0.004127587843137255
A,1.2,12.0,0.0,all,30,13,17,100,1.2673333333333334,0.0021122222222222224,0.0015805416666666665,0.002671666666666667,3.1686666666666667,0.005281111111111111,0.8666666666666667,0.596153846153846,0.40459615384615377,0.7807692307692308,602.2719999999998,812.4804332158001,-0.05694129394871794
A,1.2,12.0,0.0,SAT,13,13,0,100,0.4084615384615385,0.0006807692307692307,0.0003782051282051282,0.0010012820512820513,1.402307692307692,0.0023371794871794873,0.0,0.596153846153846,0.40459615384615377,0.7807692307692308,538.0853846153846,812.4804332158001,-0.05875525358974358
A,1.2,12.0,0.0,UNSAT,17,0,17,100,1.9241176470588235,0.0032068627450980397,0.002688235294117647,0.0037549019607843134,4.5194117647058825,0.00753235294117647,1.5294117647058822,,,,651.3558823529412,,0.004061236274509805
A,1.2,12.0,0.02,all,30,13,17,100,1.2746666666666668,0.0021244444444444444,0.001578888888888889,0.002683902777777777,3.251333333333333,0.00541888888888889,0.8666666666666667,0.5892307692307692,0.39,0.78,615.5356666666665,809.6899183770256,-0.05623234281196581
A,1.2,12.0,0.02,SAT,13,13,0,100,0.4153846153846154,0.0006923076923076923,0.00037820512820512826,0.0010243589743589743,1.472307692307692,0.0024538461538461537,0.0,0.5892307692307692,0.39,0.78,549.12,809.6899183770256,-0.058047729230769236
A,1.2,12.0,0.02,UNSAT,17,0,17,100,1.931764705882353,0.0032196078431372547,0.002703921568627451,0.003762745098039216,4.6117647058823525,0.007686274509803921,1.5294117647058822,,,,666.3241176470588,,0.004078970784313725
A,1.2,12.0,0.04,all,30,13,17,100,1.276,0.0021266666666666665,0.0015816666666666663,0.0026911111111111107,3.344333333333333,0.005573888888888889,0.8666666666666667,0.5869230769230769,0.38692307692307687,0.7792307692307692,632.5563333333334,770.351188358942,-0.0559936778034188
A,1.2,12.0,0.04,SAT,13,13,0,100,0.4153846153846154,0.0006923076923076923,0.00036923076923076927,0.0010231089743589718,1.5423076923076922,0.002570512820512821,0.0,0.5869230769230769,0.38692307692307687,0.7792307692307692,559.7323076923077,770.351188358942,-0.05781342256410256
A,1.2,12.0,0.04,UNSAT,17,0,17,100,1.9341176470588233,0.0032235294117647063,0.0027097794117647055,0.0037637254901960785,4.722352941176471,0.007870588235294115,1.5294117647058822,,,,688.2452941176471,,0.004090199411764707
A,1.2,12.0,0.06,all,30,13,17,100,1.2896666666666667,0.0021494444444444447,0.0015905555555555558,0.0027150138888888875,3.4299999999999997,0.005716666666666666,0.8666666666666667,0.5846153846153846,0.3861538461538461,0.7769230769230769,618.9003333333333,838.5032830656007,-0.0557446827948718
A,1.2,12.0,0.06,SAT,13,13,0,100,0.423076923076923,0.000705128205128205,0.00038717948717948726,0.0010320512820512823,1.6053846153846154,0.0026756410256410256,0.0,0.5846153846153846,0.3861538461538461,0.7769230769230769,560.0646153846153,838.5032830656007,-0.05756972205128206
A,1.2,12.0,0.06,UNSAT,17,0,17,100,1.9523529411764704,0.003253921568627451,0.0027411764705882356,0.0037921568627450977,4.825294117647059,0.0080421568627451,1.5294117647058822,,,,663.8923529411765,,0.004112473921568628
A,1.2,12.0,0.08,all,30,13,17,100,1.2909999999999997,0.0021516666666666667,0.001593888888888889,0.0027228055555555534,3.5283333333333333,0.005880555555555555,0.8666666666666667,0.5815384615384614,0.3823076923076923,0.773076923076923,626.378,1080.6618854340668,-0.0554322757094017
A,1.2,12.0,0.08,SAT,13,13,0,100,0.4253846153846154,0.0007089743589743589,0.0003845833333333333,0.0010346153846153847,1.6676923076923074,0.002779487179487179,0.0,0.5815384615384614,0.3823076923076923,0.773076923076923,574.9169230769231,1080.6618854340668,-0.05725323282051281
A,1.2,12.0,0.08,UNSAT,17,0,17,100,1.9529411764705884,0.003254901960784314,0.0027450980392156863,0.003797083333333331,4.951176470588235,0.008251960784313724,1.5294117647058822,,,,665.7305882352941,,0.00411406705882353
A,1.2,12.0,0.12,all,30,13,17,100,1.300666666666667,0.0021677777777777776,0.0016177638888888889,0.002732791666666666,3.7500000000000004,0.00625,0.9,0.5684615384615385,0.36846153846153845,0.7561538461538462,637.9279999999999,824.8433732912531,-0.05409073340170941
A,1.2,12.0,0.12,SAT,13,13,0,100,0.43538461538461537,0.0007256410256410256,0.0004076923076923077,0.001053846153846154,1.8184615384615386,0.003030769230769231,0.07692307692307693,0.5684615384615385,0.36846153846153845,0.7561538461538462,609.9823076923077,824.8433732912531,-0.055885134102564106
A,1.2,12.0,0.12,UNSAT,17,0,17,100,1.9623529411764706,0.003270588235294118,0.00275,0.0038157107843137237,5.227058823529412,0.008711764705882353,1.5294117647058822,,,,659.2982352941176,,0.004127609215686274
A,1.2,16.0,0.0,all,30,13,17,100,1.2673333333333334,0.0021122222222222224,0.0015694444444444447,0.0026755555555555556,3.1686666666666667,0.005281111111111111,0.8666666666666667,0.596153846153846,0.40384615384615385,0.7807692307692307,602.2719999999998,812.4804332158001,-0.05694129394871794
A,1.2,16.0,0.0,SAT,13,13,0,100,0.4084615384615385,0.0006807692307692307,0.0003717948717948718,0.0009999999999999998,1.402307692307692,0.0023371794871794873,0.0,0.596153846153846,0.40384615384615385,0.7807692307692307,538.0853846153846,812.4804332158001,-0.05875525358974358
A,1.2,16.0,0.0,UNSAT,17,0,17,100,1.9241176470588235,0.0032068627450980397,0.00268921568627451,0.003745098039215686,4.5194117647058825,0.00753235294117647,1.5294117647058822,,,,651.3558823529412,,0.004061236274509805
A,1.2,16.0,0.02,all,30,13,17,100,1.2746666666666668,0.0021244444444444444,0.001567777777777778,0.002691666666666667,3.251333333333333,0.00541888888888889,0.8666666666666667,0.5892307692307692,0.39076923076923076,0.78,615.5356666666665,809.6899183770256,-0.05623234281196581
A,1.2,16.0,0.02,SAT,13,13,0,100,0.4153846153846154,0.0006923076923076923,0.0003769230769230769,0.001017948717948718,1.472307692307692,0.0024538461538461537,0.0,0.5892307692307692,0.39076923076923076,0.78,549.12,809.6899183770256,-0.058047729230769236
A,1.2,16.0,0.02,UNSAT,17,0,17,100,1.931764705882353,0.0032196078431372547,0.002703897058823529,0.0037696078431372552,4.6117647058823525,0.007686274509803921,1.5294117647058822,,,,666.3241176470588,,0.004078970784313725
A,1.2,16.0,0.04,all,30,13,17,100,1.276,0.0021266666666666665,0.0015716666666666665,0.0026972361111111095,3.344333333333333,0.005573888888888889,0.8666666666666667,0.5869230769230769,0.3853846153846154,0.7792307692307692,632.5563333333334,770.351188358942,-0.0559936778034188
A,1.2,16.0,0.04,SAT,13,13,0,100,0.4153846153846154,0.0006923076923076923,0.000367948717948718,0.0010230769230769232,1.5423076923076922,0.002570512820512821,0.0,0.5869230769230769,0.3853846153846154,0.7792307692307692,559.7323076923077,770.351188358942,-0.05781342256410256
A,1.2,16.0,0.04,UNSAT,17,0,17,100,1.9341176470588233,0.0032235294117647063,0.002712745098039215,0.0037755147058823506,4.722352941176471,0.007870588235294115,1.5294117647058822,,,,688.2452941176471,,0.004090199411764707
A,1.2,16.0,0.06,all,30,13,17,100,1.2896666666666667,0.0021494444444444447,0.0016011111111111113,0.002717805555555553,3.4299999999999997,0.005716666666666666,0.8666666666666667,0.5846153846153846,0.3853846153846154,0.7746153846153846,618.9003333333333,838.5032830656007,-0.0557446827948718
A,1.2,16.0,0.06,SAT,13,13,0,100,0.423076923076923,0.000705128205128205,0.00038589743589743583,0.001035897435897436,1.6053846153846154,0.0026756410256410256,0.0,0.5846153846153846,0.3853846153846154,0.7746153846153846,560.0646153846153,838.5032830656007,-0.05756972205128206
A,1.2,16.0,0.06,UNSAT,17,0,17,100,1.9523529411764704,0.003253921568627451,0.00273921568627451,0.003786274509803922,4.825294117647059,0.0080421568627451,1.5294117647058822,,,,663.8923529411765,,0.004112473921568628
A,1.2,16.0,0.08,all,30,13,17,100,1.2909999999999997,0.0021516666666666667,0.0015977777777777778,0.002715000000000001,3.5283333333333333,0.005880555555555555,0.8666666666666667,0.5815384615384614,0.37999999999999995,0.7707692307692307,626.378,1080.6618854340668,-0.0554322757094017
A,1.2,16.0,0.08,SAT,13,13,0,100,0.4253846153846154,0.0007089743589743589,0.00038717948717948726,0.0010397435897435898,1.6676923076923074,0.002779487179487179,0.0,0.5815384615384614,0.37999999999999995,0.7707692307692307,574.9169230769231,1080.6618854340668,-0.05725323282051281
A,1.2,16.0,0.08,UNSAT,17,0,17,100,1.9529411764705884,0.003254901960784314,0.0027352941176470593,0.003800980392156862,4.951176470588235,0.008251960784313724,1.5294117647058822,,,,665.7305882352941,,0.00411406705882353
A,1.2,16.0,0.12,all,30,13,17,100,1.300666666666667,0.0021677777777777776,0.0016122222222222224,0.0027372222222222225,3.7500000000000004,0.00625,0.9,0.5684615384615385,0.37538461538461537,0.7553846153846154,637.9279999999999,824.8433732912531,-0.05409073340170941
A,1.2,16.0,0.12,SAT,13,13,0,100,0.43538461538461537,0.0007256410256410256,0.00040897435897435896,0.0010487179487179488,1.8184615384615386,0.003030769230769231,0.07692307692307693,0.5684615384615385,0.37538461538461537,0.7553846153846154,609.9823076923077,824.8433732912531,-0.055885134102564106
A,1.2,16.0,0.12,UNSAT,17,0,17,100,1.9623529411764706,0.003270588235294118,0.002749975490196078,0.0038117647058823526,5.227058823529412,0.008711764705882353,1.5294117647058822,,,,659.2982352941176,,0.004127609215686274
A,1.2,20.0,0.0,all,30,13,17,100,1.2673333333333334,0.0021122222222222224,0.0015572083333333334,0.0026816805555555548,3.1686666666666667,0.005281111111111111,0.8666666666666667,0.596153846153846,0.40305769230769223,0.78,602.2719999999998,812.4804332158001,-0.05694129394871794
A,1.2,20.0,0.0,SAT,13,13,0,100,0.4084615384615385,0.0006807692307692307,0.00037176282051282054,0.000996153846153846,1.402307692307692,0.0023371794871794873,0.0,0.596153846153846,0.40305769230769223,0.78,538.0853846153846,812.4804332158001,-0.05875525358974358
A,1.2,20.0,0.0,UNSAT,17,0,17,100,1.9241176470588235,0.0032068627450980397,0.002693137254901961,0.0037558823529411766,4.5194117647058825,0.00753235294117647,1.5294117647058822,,,,651.3558823529412,,0.004061236274509805
A,1.2,20.0,0.02,all,30,13,17,100,1.2746666666666668,0.0021244444444444444,0.0015760972222222222,0.002692777777777778,3.251333333333333,0.00541888888888889,0.8666666666666667,0.5892307692307692,0.38923076923076927,0.7792307692307693,615.5356666666665,809.6899183770256,-0.05623234281196581
A,1.2,20.0,0.02,SAT,13,13,0,100,0.4153846153846154,0.0006923076923076923,0.0003756410256410256,0.0010217948717948717,1.472307692307692,0.0024538461538461537,0.0,0.5892307692307692,0.38923076923076927,0.7792307692307693,549.12,809.6899183770256,-0.058047729230769236
A,1.2,20.0,0.02,UNSAT,17,0,17,100,1.931764705882353,0.0032196078431372547,0.0026980392156862746,0.003765686274509804,4.6117647058823525,0.007686274509803921,1.5294117647058822,,,,666.3241176470588,,0.004078970784313725
A,1.2,20.0,0.04,all,30,13,17,100,1.276,0.0021266666666666665,0.001577222222222222,0.002690013888888887,3.344333333333333,0.005573888888888889,0.8666666666666667,0.5869230769230769,0.3838461538461538,0.7753846153846153,632.5563333333334,770.351188358942,-0.0559936778034188
A,1.2,20.0,0.04,SAT,13,13,0,100,0.4153846153846154,0.0006923076923076923,0.0003717948717948718,0.001028205128205128,1.5423076923076922,0.002570512820512821,0.0,0.5869230769230769,0.3838461538461538,0.7753846153846153,559.7323076923077,770.351188358942,-0.05781342256410256
A,1.2,20.0,0.04,UNSAT,17,0,17,100,1.9341176470588233,0.0032235294117647063,0.0027039215686274513,0.003774534313725488,4.722352941176471,0.007870588235294115,1.5294117647058822,,,,688.2452941176471,,0.004090199411764707
A,1.2,20.0,0.06,all,30,13,17,100,1.2896666666666667,0.0021494444444444447,0.001588888888888889,0.0027238888888888885,3.4299999999999997,0.005716666666666666,0.8666666666666667,0.5846153846153846,0.3853846153846154,0.7753846153846153,618.9003333333333,838.5032830656007,-0.0557446827948718
A,1.2,20.0,0.06,SAT,13,13,0,100,0.423076923076923,0.000705128205128205,0.0003858974358974359,0.0010358974358974358,1.6053846153846154,0.0026756410256410256,0.0,0.5846153846153846,0.3853846153846154,0.7753846153846153,560.0646153846153,838.5032830656007,-0.05756972205128206
A,1.2,20.0,0.06,UNSAT,17,0,17,100,1.9523529411764704,0.003253921568627451,0.002748995098039216,0.0037843137254901967,4.825294117647059,0.0080421568627451,1.5294117647058822,,,,663.8923529411765,,0.004112473921568628
A,1.2,20.0,0.08,all,30,13,17,100,1.2909999999999997,0.0021516666666666667,0.001596111111111111,0.0027211111111111108,3.5283333333333333,0.005880555555555555,0.8666666666666667,0.5815384615384614,0.38769230769230767,0.7684615384615385,626.378,1080.6618854340668,-0.0554322757094017
A,1.2,20.0,0.08,SAT,13,13,0,100,0.4253846153846154,0.0007089743589743589,0.000391025641025641,0.001035897435897436,1.6676923076923074,0.002779487179487179,0.0,0.5815384615384614,0.38769230769230767,0.7684615384615385,574.9169230769231,1080.6618854340668,-0.05725323282051281
A,1.2,20.0,0.08,UNSAT,17,0,17,100,1.9529411764705884,0.003254901960784314,0.0027343137254901965,0.0037941176470588237,4.951176470588235,0.008251960784313724,1.5294117647058822,,,,665.7305882352941,,0.00411406705882353
A,1.2,20.0,0.12,all,30,13,17,100,1.300666666666667,0.0021677777777777776,0.0016244444444444444,0.0027344444444444447,3.7500000000000004,0.00625,0.9,0.5684615384615385,0.37153846153846154,0.7615384615384616,637.9279999999999,824.8433732912531,-0.05409073340170941
A,1.2,20.0,0.12,SAT,13,13,0,100,0.43538461538461537,0.0007256410256410256,0.0004102564102564102,0.0010551602564102538,1.8184615384615386,0.003030769230769231,0.07692307692307693,0.5684615384615385,0.37153846153846154,0.7615384615384616,609.9823076923077,824.8433732912531,-0.055885134102564106
A,1.2,20.0,0.12,UNSAT,17,0,17,100,1.9623529411764706,0.003270588235294118,0.002753921568627451,0.0038098039215686283,5.227058823529412,0.008711764705882353,1.5294117647058822,,,,659.2982352941176,,0.004127609215686274
