size,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,actual_rate,scope,EbNo_dB,pSA_BER,additive_BER,absolute_BER_reduction,relative_BER_reduction,log10_BER_ratio,log10_BER_ratio_continuity_corrected,pSA_FER,additive_FER,absolute_FER_reduction,relative_FER_reduction,pSA_syndrome_violation_rate,additive_syndrome_violation_rate,pSA_avg_syndrome_weight,additive_avg_syndrome_weight,BER_additive_better,FER_additive_better,BER_tie,FER_tie,pSA_bit_errors,additive_bit_errors,pSA_frame_errors,additive_frame_errors,n_trials_per_mode,n_bits_per_mode,parameter_transfer_policy
N288_M144,new_05,new,2026082706,47b1752e23e1c6a13b31a5cc83dfe43b7210c11e1a139dc8fb7ae5d43a612c81,144,0.5,per_EbNo,2.0,0.32784722222222223,0.01982986111111111,0.3080173611111111,0.9395149332768481,-1.2183518359304646,-1.2183161147598698,1.0,0.171,0.829,0.829,1.0,0.168,47.452,0.623,1,1,0,0,94420,5711,1000,171,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_05,new,2026082706,47b1752e23e1c6a13b31a5cc83dfe43b7210c11e1a139dc8fb7ae5d43a612c81,144,0.5,per_EbNo,2.5,0.3218125,0.003267361111111111,0.3185451388888889,0.9898470037331953,-1.9934057735032837,-1.9931774154994084,1.0,0.038,0.962,0.962,1.0,0.037,47.302,0.107,1,1,0,0,92682,941,1000,38,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_05,new,2026082706,47b1752e23e1c6a13b31a5cc83dfe43b7210c11e1a139dc8fb7ae5d43a612c81,144,0.5,per_EbNo,3.0,0.3173472222222222,0.00044444444444444447,0.31690277777777776,0.9985995010722569,-2.8537172193469984,-2.852026437215415,1.0,0.005,0.995,0.995,1.0,0.005,47.176,0.016,1,1,0,0,91396,128,1000,5,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_05,new,2026082706,47b1752e23e1c6a13b31a5cc83dfe43b7210c11e1a139dc8fb7ae5d43a612c81,144,0.5,pooled_across_EbNo,,0.32233564814814814,0.007847222222222222,0.3144884259259259,0.9756551214012309,-1.6135923868201254,-1.6135611400921066,1.0,0.07133333333333333,0.9286666666666666,0.9286666666666666,1.0,0.07,47.31,0.24866666666666667,1,1,0,0,278498,6780,3000,214,3000,864000,fixed_size_specific_no_code_retuning
N288_M144,new_06,new,2026082707,2bb97494e49d7e3ee018b8078765710ce355fcd80b477b4d5b9695307cbe57e6,144,0.5,per_EbNo,2.0,0.3269722222222222,0.018413194444444444,0.3085590277777778,0.9436857531220797,-1.2493817195760963,-1.2493430794565934,1.0,0.163,0.837,0.837,1.0,0.162,47.442,0.643,1,1,0,0,94168,5303,1000,163,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_06,new,2026082707,2bb97494e49d7e3ee018b8078765710ce355fcd80b477b4d5b9695307cbe57e6,144,0.5,per_EbNo,2.5,0.32341319444444444,0.005611111111111111,0.3178020833333333,0.9826503333583844,-1.7607088653744163,-1.7605768441909848,1.0,0.054,0.946,0.946,1.0,0.053,47.571,0.2,1,1,0,0,93143,1616,1000,54,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_06,new,2026082707,2bb97494e49d7e3ee018b8078765710ce355fcd80b477b4d5b9695307cbe57e6,144,0.5,per_EbNo,3.0,0.31703125,0.00030555555555555555,0.31672569444444443,0.999036197360495,-3.016011888658521,-3.0135536683666704,1.0,0.005,0.995,0.995,1.0,0.005,47.159,0.012,1,1,0,0,91305,88,1000,5,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_06,new,2026082707,2bb97494e49d7e3ee018b8078765710ce355fcd80b477b4d5b9695307cbe57e6,144,0.5,pooled_across_EbNo,,0.3224722222222222,0.008109953703703704,0.3143622685185185,0.9748506905561777,-1.5994739354134138,-1.5994437258521819,1.0,0.074,0.926,0.926,1.0,0.07333333333333333,47.39066666666667,0.285,1,1,0,0,278616,7007,3000,222,3000,864000,fixed_size_specific_no_code_retuning
N288_M144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,per_EbNo,2.0,0.32853819444444443,0.017809027777777778,0.31072916666666667,0.9457931282300596,-1.2659456547421548,-1.2659056146142922,1.0,0.16,0.84,0.84,1.0,0.159,47.485,0.569,1,1,0,0,94619,5129,1000,160,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,per_EbNo,2.5,0.3238229166666667,0.004357638888888889,0.3194652777777778,0.9865431423639034,-1.8710563420905382,-1.8708856792344901,1.0,0.043,0.957,0.957,1.0,0.042,47.433,0.151,1,1,0,0,93261,1255,1000,43,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,per_EbNo,3.0,0.3164895833333333,0.00013194444444444443,0.3163576388888889,0.999583100198576,-3.3799683117349724,-3.3742935611694223,1.0,0.003,0.997,0.997,1.0,0.003,47.095,0.006,1,1,0,0,91149,38,1000,3,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,pooled_across_EbNo,,0.3229502314814815,0.00743287037037037,0.3155173611111111,0.9769844711481602,-1.6379790414175426,-1.6379460079335777,1.0,0.06866666666666667,0.9313333333333333,0.9313333333333333,1.0,0.068,47.337666666666664,0.242,1,1,0,0,279029,6422,3000,206,3000,864000,fixed_size_specific_no_code_retuning
N288_M144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,per_EbNo,2.0,0.32886805555555554,0.01682986111111111,0.3120381944444444,0.9488248833329813,-1.2909411585768462,-1.290898653205363,1.0,0.156,0.844,0.844,1.0,0.154,47.51,0.573,1,1,0,0,94714,4847,1000,156,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,per_EbNo,2.5,0.32032638888888887,0.004326388888888889,0.316,0.9864938105664796,-1.869467163296742,-1.8692952765712911,1.0,0.042,0.958,0.958,1.0,0.041,47.45,0.13,1,1,0,0,92254,1246,1000,42,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,per_EbNo,3.0,0.31750694444444444,0.00030555555555555555,0.3172013888888889,0.9990376413464273,-3.016663044137592,-3.0142048202826066,1.0,0.005,0.995,0.995,1.0,0.005,47.178,0.018,1,1,0,0,91442,88,1000,5,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,pooled_across_EbNo,,0.3222337962962963,0.007153935185185185,0.3150798611111111,0.9777989296361481,-1.653626086724654,-1.6535917366903994,1.0,0.06766666666666667,0.9323333333333333,0.9323333333333333,1.0,0.06666666666666667,47.379333333333335,0.24033333333333334,1,1,0,0,278410,6181,3000,203,3000,864000,fixed_size_specific_no_code_retuning
N288_M144,new_09,new,2026082710,4a5bf7488f4896776f9f1bb02e31c78e8b8d82bda37b0106fa3b7f85b409cf44,144,0.5,per_EbNo,2.0,0.32788194444444446,0.018215277777777778,0.3096666666666667,0.9444456210949911,-1.2552817034318264,-1.2552426120392957,1.0,0.165,0.835,0.835,1.0,0.163,47.484,0.6,1,1,0,0,94430,5246,1000,165,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_09,new,2026082710,4a5bf7488f4896776f9f1bb02e31c78e8b8d82bda37b0106fa3b7f85b409cf44,144,0.5,per_EbNo,2.5,0.32276041666666666,0.004673611111111111,0.3180868055555556,0.9855198752084343,-1.839227695317402,-1.8390687334984628,1.0,0.047,0.953,0.953,1.0,0.047,47.241,0.174,1,1,0,0,92955,1346,1000,47,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_09,new,2026082710,4a5bf7488f4896776f9f1bb02e31c78e8b8d82bda37b0106fa3b7f85b409cf44,144,0.5,per_EbNo,3.0,0.3172291666666667,0.00040625,0.3168229166666667,0.998719380048598,-2.8925797363738317,-2.8907301082842745,1.0,0.006,0.994,0.994,1.0,0.006,47.338,0.023,1,1,0,0,91362,117,1000,6,1000,288000,fixed_size_specific_no_code_retuning
N288_M144,new_09,new,2026082710,4a5bf7488f4896776f9f1bb02e31c78e8b8d82bda37b0106fa3b7f85b409cf44,144,0.5,pooled_across_EbNo,,0.3226238425925926,0.007765046296296296,0.31485879629629626,0.9759315795326945,-1.618552410133866,-1.6185208237926374,1.0,0.07266666666666667,0.9273333333333333,0.9273333333333333,1.0,0.072,47.35433333333334,0.26566666666666666,1,1,0,0,278747,6709,3000,218,3000,864000,fixed_size_specific_no_code_retuning
N96_M48,existing_00,existing,0,07ab67627bf16616fbd8d2f8ea580dac437e8f96e85dadc415b821f9a609f56d,48,0.5,per_EbNo,2.0,0.06172916666666667,0.027145833333333334,0.034583333333333334,0.560242996962538,-0.3567872357674664,-0.3567405594740896,0.569,0.264,0.30499999999999994,0.5360281195079085,0.457,0.116,7.37,1.422,1,1,0,0,5926,2606,569,264,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,existing_00,existing,0,07ab67627bf16616fbd8d2f8ea580dac437e8f96e85dadc415b821f9a609f56d,48,0.5,per_EbNo,2.5,0.03265625,0.014072916666666666,0.018583333333333334,0.5690590111642744,-0.36558219614470466,-0.36549075507662443,0.347,0.161,0.18599999999999997,0.5360230547550432,0.236,0.06,3.687,0.641,1,1,0,0,3135,1351,347,161,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,existing_00,existing,0,07ab67627bf16616fbd8d2f8ea580dac437e8f96e85dadc415b821f9a609f56d,48,0.5,per_EbNo,3.0,0.012885416666666667,0.005604166666666667,0.0072812499999999995,0.565076798706548,-0.36158742396273147,-0.36135949997160594,0.206,0.113,0.09299999999999999,0.4514563106796116,0.085,0.024,1.115,0.184,1,1,0,0,1237,538,206,113,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,existing_00,existing,0,07ab67627bf16616fbd8d2f8ea580dac437e8f96e85dadc415b821f9a609f56d,48,0.5,pooled_across_EbNo,,0.035756944444444445,0.01560763888888889,0.020149305555555556,0.5635074771800349,-0.3600231914219683,-0.3599959713288426,0.374,0.17933333333333334,0.19466666666666665,0.5204991087344029,0.25933333333333336,0.06666666666666667,4.057333333333333,0.749,1,1,0,0,10298,4495,1122,538,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,per_EbNo,2.0,0.05736458333333333,0.023489583333333335,0.033874999999999995,0.5905211548937715,-0.3877685302673031,-0.3877116743890759,0.514,0.172,0.342,0.6653696498054475,0.476,0.114,7.651,1.367,1,1,0,0,5507,2255,514,172,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,per_EbNo,2.5,0.030770833333333334,0.011520833333333333,0.019250000000000003,0.6255924170616115,-0.42665536400725124,-0.4265325760524085,0.274,0.093,0.18100000000000002,0.6605839416058394,0.226,0.057,3.404,0.538,1,1,0,0,2954,1106,274,93,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,per_EbNo,3.0,0.014458333333333333,0.005166666666666667,0.009291666666666667,0.6426512968299712,-0.44690778962863864,-0.4466266312548764,0.126,0.044,0.082,0.6507936507936508,0.094,0.026,1.386,0.214,1,1,0,0,1388,496,126,44,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_01,new,2026082701,ea8c9f6169382b706b166d74f4adf335d8aa73ede49bf39a5169dcefb3dd310b,48,0.5,pooled_across_EbNo,,0.03419791666666667,0.013392361111111112,0.020805555555555556,0.6083866382373845,-0.40714249858296064,-0.4071082497977061,0.30466666666666664,0.103,0.20166666666666666,0.661925601750547,0.2653333333333333,0.06566666666666666,4.147,0.7063333333333334,1,1,0,0,9849,3857,914,309,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_02,new,2026082702,b142e9519b71aacba6912e709472ce4e90eb2c46c47329ac52e22a653fce4e9f,48,0.5,per_EbNo,2.0,0.0583125,0.024645833333333332,0.03366666666666667,0.5773490532332977,-0.37401815383823206,-0.3739651737405631,0.521,0.202,0.319,0.6122840690978887,0.47,0.133,7.636,1.616,1,1,0,0,5598,2366,521,202,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_02,new,2026082702,b142e9519b71aacba6912e709472ce4e90eb2c46c47329ac52e22a653fce4e9f,48,0.5,per_EbNo,2.5,0.032375,0.013197916666666667,0.019177083333333334,0.5923423423423424,-0.3897043952454353,-0.389602903698801,0.318,0.115,0.203,0.6383647798742139,0.254,0.06,3.812,0.593,1,1,0,0,3108,1267,318,115,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_02,new,2026082702,b142e9519b71aacba6912e709472ce4e90eb2c46c47329ac52e22a653fce4e9f,48,0.5,per_EbNo,3.0,0.013927083333333333,0.0045625,0.009364583333333332,0.6724008975317876,-0.4846572967578849,-0.48432419299120677,0.136,0.047,0.08900000000000001,0.6544117647058824,0.099,0.025,1.477,0.224,1,1,0,0,1337,438,136,47,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_02,new,2026082702,b142e9519b71aacba6912e709472ce4e90eb2c46c47329ac52e22a653fce4e9f,48,0.5,pooled_across_EbNo,,0.03487152777777778,0.014135416666666666,0.020736111111111115,0.5946430349497163,-0.3921623603131245,-0.3921306447760243,0.325,0.12133333333333333,0.20366666666666666,0.6266666666666666,0.2743333333333333,0.07266666666666667,4.308333333333334,0.811,1,1,0,0,10043,4071,975,364,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,per_EbNo,2.0,0.060322916666666664,0.027208333333333334,0.03311458333333333,0.5489552754273873,-0.34578039233033764,-0.34573476156061994,0.527,0.212,0.31500000000000006,0.5977229601518027,0.461,0.124,7.439,1.506,1,1,0,0,5791,2612,527,212,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,per_EbNo,2.5,0.031885416666666666,0.011302083333333334,0.020583333333333332,0.6455406729826854,-0.45043359141278627,-0.4503044359813129,0.288,0.097,0.19099999999999998,0.6631944444444444,0.232,0.059,3.591,0.623,1,1,0,0,3061,1085,288,97,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,per_EbNo,3.0,0.015,0.0050625,0.009937499999999998,0.6624999999999999,-0.47172622283295623,-0.4714304180120611,0.142,0.049,0.09299999999999999,0.6549295774647886,0.096,0.028,1.496,0.252,1,1,0,0,1440,486,142,49,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,pooled_across_EbNo,,0.035736111111111114,0.014524305555555556,0.02121180555555556,0.5935678196657599,-0.39101191295767873,-0.3909811023477926,0.319,0.11933333333333333,0.19966666666666666,0.625914315569488,0.263,0.07033333333333333,4.175333333333334,0.7936666666666666,1,1,0,0,10292,4183,957,358,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,48,0.5,per_EbNo,2.0,0.057041666666666664,0.023770833333333335,0.03327083333333333,0.58327246165084,-0.3801477993797565,-0.38009230579907216,0.504,0.186,0.318,0.6309523809523809,0.449,0.112,7.094,1.296,1,1,0,0,5476,2282,504,186,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,48,0.5,per_EbNo,2.5,0.0311875,0.012677083333333334,0.018510416666666668,0.5935203740814964,-0.3909612177769686,-0.3908553475335556,0.287,0.108,0.179,0.6236933797909407,0.232,0.05,3.56,0.559,1,1,0,0,2994,1217,287,108,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,48,0.5,per_EbNo,3.0,0.011885416666666667,0.00503125,0.006854166666666667,0.5766871165644172,-0.3733385136667025,-0.3730794374072336,0.123,0.05,0.073,0.5934959349593496,0.088,0.02,1.205,0.165,1,1,0,0,1141,483,123,50,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,48,0.5,pooled_across_EbNo,,0.03337152777777778,0.013826388888888888,0.01954513888888889,0.5856830714805952,-0.38266732155962124,-0.382635385805909,0.30466666666666664,0.11466666666666667,0.18999999999999997,0.6236323851203501,0.25633333333333336,0.06066666666666667,3.953,0.6733333333333333,1,1,0,0,9611,3982,914,344,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,per_EbNo,2.0,0.058791666666666666,0.023979166666666666,0.034812499999999996,0.5921332388377037,-0.3894816857885372,-0.38942583850665907,0.513,0.192,0.321,0.6257309941520468,0.463,0.116,7.492,1.388,1,1,0,0,5644,2302,513,192,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,per_EbNo,2.5,0.03288541666666667,0.012947916666666667,0.0199375,0.6062717770034843,-0.4048034532505726,-0.4046975696214135,0.292,0.111,0.181,0.6198630136986302,0.238,0.06,3.765,0.607,1,1,0,0,3157,1243,292,111,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,per_EbNo,3.0,0.015416666666666667,0.005541666666666667,0.009875,0.6405405405405405,-0.4443500830999092,-0.4440887996145426,0.135,0.055,0.08000000000000002,0.5925925925925927,0.093,0.028,1.392,0.244,1,1,0,0,1480,532,135,55,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_05,new,2026082706,026bd1eaf096a41944dbc2a3180d49e49f88de5ab034f95f1a0a8d75cf295a4b,48,0.5,pooled_across_EbNo,,0.03569791666666667,0.01415625,0.021541666666666667,0.6034432448205427,-0.4016946476973727,-0.40166251014150717,0.31333333333333335,0.11933333333333333,0.194,0.6191489361702127,0.26466666666666666,0.068,4.216333333333333,0.7463333333333333,1,1,0,0,10281,4077,940,358,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,per_EbNo,2.0,0.0578125,0.022927083333333334,0.03488541666666667,0.6034234234234235,-0.4016729405693283,-0.4016134171938221,0.511,0.167,0.344,0.6731898238747553,0.481,0.104,7.822,1.195,1,1,0,0,5550,2201,511,167,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,per_EbNo,2.5,0.030802083333333334,0.0123125,0.018489583333333334,0.6002705444707473,-0.398233847980881,-0.3981236038901188,0.275,0.096,0.17900000000000002,0.6509090909090909,0.241,0.06,3.723,0.682,1,1,0,0,2957,1182,275,96,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,per_EbNo,3.0,0.01265625,0.004114583333333333,0.008541666666666668,0.6748971193415638,-0.4879791823078708,-0.4876084753456592,0.119,0.037,0.08199999999999999,0.6890756302521008,0.107,0.025,1.561,0.215,1,1,0,0,1215,395,119,37,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,pooled_across_EbNo,,0.033756944444444444,0.013118055555555556,0.020638888888888887,0.6113968319275869,-0.4104936631527085,-0.4104585252657031,0.3016666666666667,0.1,0.2016666666666667,0.6685082872928176,0.2763333333333333,0.063,4.368666666666667,0.6973333333333334,1,1,0,0,9722,3778,905,300,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_07,new,2026082708,bceb8ea4474c4ff60e9ed323d2b83f246d601ff90da09b5e114d1a736f73eeac,48,0.5,per_EbNo,2.0,0.057895833333333334,0.025197916666666667,0.03269791666666667,0.5647715005397625,-0.3612826740794734,-0.36123198355234354,0.513,0.194,0.319,0.621832358674464,0.467,0.135,7.332,1.465,1,1,0,0,5558,2419,513,194,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_07,new,2026082708,bceb8ea4474c4ff60e9ed323d2b83f246d601ff90da09b5e114d1a736f73eeac,48,0.5,per_EbNo,2.5,0.031697916666666666,0.012572916666666666,0.019125,0.6033519553072626,-0.4015946822608179,-0.4014861666654775,0.288,0.096,0.19199999999999998,0.6666666666666666,0.254,0.053,3.935,0.537,1,1,0,0,3043,1207,288,96,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_07,new,2026082708,bceb8ea4474c4ff60e9ed323d2b83f246d601ff90da09b5e114d1a736f73eeac,48,0.5,per_EbNo,3.0,0.012364583333333333,0.0056875,0.0066770833333333335,0.540016849199663,-0.337258076249854,-0.3370434520111826,0.114,0.051,0.063,0.5526315789473684,0.094,0.03,1.281,0.204,1,1,0,0,1187,546,114,51,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_07,new,2026082708,bceb8ea4474c4ff60e9ed323d2b83f246d601ff90da09b5e114d1a736f73eeac,48,0.5,pooled_across_EbNo,,0.03398611111111111,0.014486111111111111,0.019500000000000003,0.5737637923988558,-0.37034966092525834,-0.3703197998089412,0.305,0.11366666666666667,0.19133333333333333,0.6273224043715847,0.27166666666666667,0.07266666666666667,4.182666666666667,0.7353333333333333,1,1,0,0,9788,4172,915,341,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_08,new,2026082709,739576a7430edd0513a932265b55325eaa02f404164345c0a026af382698f752,48,0.5,per_EbNo,2.0,0.06059375,0.025895833333333333,0.03469791666666667,0.5726319408629879,-0.3691979394927419,-0.3691479283905238,0.533,0.204,0.32900000000000007,0.6172607879924954,0.485,0.13,7.761,1.524,1,1,0,0,5817,2486,533,204,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_08,new,2026082709,739576a7430edd0513a932265b55325eaa02f404164345c0a026af382698f752,48,0.5,per_EbNo,2.5,0.03234375,0.011208333333333334,0.021135416666666663,0.6534621578099838,-0.46024933318222855,-0.46011749942206354,0.292,0.09,0.20199999999999999,0.6917808219178082,0.248,0.056,3.833,0.638,1,1,0,0,3105,1076,292,90,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_08,new,2026082709,739576a7430edd0513a932265b55325eaa02f404164345c0a026af382698f752,48,0.5,per_EbNo,3.0,0.015302083333333332,0.004916666666666666,0.010385416666666666,0.6786929884275017,-0.49307979715616873,-0.4927677775633496,0.139,0.052,0.08700000000000002,0.6258992805755397,0.091,0.022,1.379,0.178,1,1,0,0,1469,472,139,52,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_08,new,2026082709,739576a7430edd0513a932265b55325eaa02f404164345c0a026af382698f752,48,0.5,pooled_across_EbNo,,0.03607986111111111,0.014006944444444445,0.022072916666666664,0.6117794245019728,-0.4109214509454554,-0.41088852214375604,0.32133333333333336,0.11533333333333333,0.20600000000000002,0.6410788381742739,0.27466666666666667,0.06933333333333333,4.324333333333334,0.78,1,1,0,0,10391,4034,964,346,3000,288000,fixed_size_specific_no_code_retuning
N96_M48,new_09,new,2026082710,36492256e7184aaa2cc19111c76751b01c02223ad717cbbeff3344e5ac830ae2,48,0.5,per_EbNo,2.0,0.05713541666666667,0.02203125,0.03510416666666667,0.6144029170464905,-0.4138662601996688,-0.4138031897264121,0.504,0.176,0.328,0.6507936507936508,0.462,0.114,7.387,1.331,1,1,0,0,5485,2115,504,176,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_09,new,2026082710,36492256e7184aaa2cc19111c76751b01c02223ad717cbbeff3344e5ac830ae2,48,0.5,per_EbNo,2.5,0.029697916666666668,0.01184375,0.017854166666666667,0.6011925640126271,-0.3992367526217252,-0.39912197059197435,0.267,0.1,0.167,0.6254681647940075,0.236,0.058,3.623,0.575,1,1,0,0,2851,1137,267,100,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_09,new,2026082710,36492256e7184aaa2cc19111c76751b01c02223ad717cbbeff3344e5ac830ae2,48,0.5,per_EbNo,3.0,0.014729166666666666,0.0050625,0.009666666666666667,0.6562942008486563,-0.46381314019858716,-0.4635201071886389,0.136,0.044,0.09200000000000001,0.6764705882352942,0.093,0.021,1.374,0.17,1,1,0,0,1414,486,136,44,1000,96000,fixed_size_specific_no_code_retuning
N96_M48,new_09,new,2026082710,36492256e7184aaa2cc19111c76751b01c02223ad717cbbeff3344e5ac830ae2,48,0.5,pooled_across_EbNo,,0.033854166666666664,0.012979166666666667,0.020874999999999998,0.6166153846153846,-0.4163653186557235,-0.4163295016566861,0.30233333333333334,0.10666666666666667,0.19566666666666666,0.6471885336273429,0.26366666666666666,0.06433333333333334,4.128,0.692,1,1,0,0,9750,3738,907,320,3000,288000,fixed_size_specific_no_code_retuning
