size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,0,20260826,2.0,622,58,52,818,100,9600,0.06479166666666666,0.58,0.52,8.18,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,0,20260826,2.5,279,28,22,305,100,9600,0.0290625,0.28,0.22,3.05,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,0,20260826,3.0,108,12,8,130,100,9600,0.01125,0.12,0.08,1.3,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,1,20268848,2.0,509,46,40,653,100,9600,0.053020833333333336,0.46,0.4,6.53,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,1,20268848,2.5,326,32,30,470,100,9600,0.03395833333333333,0.32,0.3,4.7,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,1,20268848,3.0,130,12,9,132,100,9600,0.013541666666666667,0.12,0.09,1.32,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,2,20276870,2.0,513,50,45,707,100,9600,0.0534375,0.5,0.45,7.07,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,2,20276870,2.5,356,34,25,392,100,9600,0.037083333333333336,0.34,0.25,3.92,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,2,20276870,3.0,139,15,9,137,100,9600,0.014479166666666666,0.15,0.09,1.37,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
N96_M48,96,48,new_03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,48,0.5,0.5,pSA,pSA,0.0,3,20284892,2.0,595,47,36,609,100,9600,0.06197916666666667,0.47,0.36,6.09,source_project/paper_results/ldpc/N96_M48/lambda_pSA/memory_sweep_summary.csv,fixed_size_specific_no_code_retuning
