size,code_id,public_code_id,realization_type,generation_seed,matrix_sha256,scope,EbNo_dB,comparison,method,comparator,method_BER,comparator_BER,absolute_BER_reduction,relative_BER_reduction,log10_BER_ratio,BER_method_better,BER_comparator_better,BER_tie,method_FER,comparator_FER,absolute_FER_reduction,relative_FER_reduction,log10_FER_ratio,FER_method_better,FER_comparator_better,FER_tie,bootstrap_unit
N96_M48,new_03,C03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,per_EbNo,3.0,additive_vs_pSA_specific,additive_fixed,pSA_specific_fixed,0.0050625,0.010302083333333333,0.005239583333333333,0.5085945399393327,-0.308560022334886,1,0,0,0.049,0.104,0.05499999999999999,0.5288461538461539,-0.32683725927026663,1,0,0,independent_code_realization
N96_M48,new_03,C03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,per_EbNo,3.0,additive_vs_matched_ablation,additive_fixed,matched_lambda0_ablation,0.0050625,0.015,0.009937499999999998,0.6624999999999999,-0.47172622283295623,1,0,0,0.049,0.142,0.09299999999999999,0.6549295774647886,-0.46209226435454276,1,0,0,independent_code_realization
N96_M48,new_03,C03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,per_EbNo,3.0,pSA_specific_vs_matched_ablation,pSA_specific_fixed,matched_lambda0_ablation,0.010302083333333333,0.015,0.004697916666666666,0.31319444444444444,-0.16316620049807024,1,0,0,0.104,0.142,0.03799999999999999,0.2676056338028169,-0.13525500508427613,1,0,0,independent_code_realization
N96_M48,new_03,C03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,pooled_across_EbNo,,additive_vs_pSA_specific,additive_fixed,pSA_specific_fixed,0.014524305555555556,0.02273611111111111,0.008211805555555554,0.3611789859499083,-0.19462080615927352,1,0,0,0.11933333333333333,0.20566666666666666,0.08633333333333333,0.419773095623987,-0.2364021373893673,1,0,0,independent_code_realization
N96_M48,new_03,C03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,pooled_across_EbNo,,additive_vs_matched_ablation,additive_fixed,matched_lambda0_ablation,0.014524305555555556,0.035736111111111114,0.02121180555555556,0.5935678196657599,-0.39101191295767873,1,0,0,0.11933333333333333,0.319,0.19966666666666666,0.625914315569488,-0.42702891113296926,1,0,0,independent_code_realization
N96_M48,new_03,C03,new,2026082703,ef0825c883142c33397988cd2273dcf14ee1039e08a281fc2187af7c458c157a,pooled_across_EbNo,,pSA_specific_vs_matched_ablation,pSA_specific_fixed,matched_lambda0_ablation,0.02273611111111111,0.035736111111111114,0.013000000000000005,0.3637776914108046,-0.1963911067984052,1,0,0,0.20566666666666666,0.319,0.11333333333333334,0.355276907001045,-0.1906267737436019,1,0,0,independent_code_realization
N96_M48,new_04,C04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,per_EbNo,2.0,additive_vs_pSA_specific,additive_fixed,pSA_specific_fixed,0.023770833333333335,0.03467708333333333,0.010906249999999996,0.31450886151997587,-0.16399815507447152,1,0,0,0.186,0.307,0.121,0.3941368078175896,-0.21762543125927014,1,0,0,independent_code_realization
N96_M48,new_04,C04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,per_EbNo,2.0,additive_vs_matched_ablation,additive_fixed,matched_lambda0_ablation,0.023770833333333335,0.057041666666666664,0.03327083333333333,0.58327246165084,-0.3801477993797565,1,0,0,0.186,0.504,0.318,0.6309523809523809,-0.43291759222760895,1,0,0,independent_code_realization
N96_M48,new_04,C04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,per_EbNo,2.0,pSA_specific_vs_matched_ablation,pSA_specific_fixed,matched_lambda0_ablation,0.03467708333333333,0.057041666666666664,0.022364583333333334,0.39207450693937185,-0.21614964430528502,1,0,0,0.307,0.504,0.197,0.39087301587301587,-0.21529216096833884,1,0,0,independent_code_realization
N96_M48,new_04,C04,new,2026082705,73ae8fd387fe1ec5f0fed45f3bcdcfa36f174f296e2b15dbf5e03296b297a132,per_EbNo,2.5,additive_vs_pSA_specific,additive_fixed,pSA_specific_fixed,0.012677083333333334,0.018114583333333333,0.0054375,0.30017251293847036,-0.15500900377264745,1,0,0,0.108,0.173,0.06499999999999999,0.37572254335260113,-0.2046223476418457,1,0,0,independent_code_realization
