size,anchor,variant,implementation_mode,lambda_mem,boundary_extension,formula,score,ber_score,fer_score,syndrome_penalty,mean_BER,mean_FER,mean_syndrome_violation,evaluation_trials_per_ebno,evaluation_seeds,elapsed_seconds,source_parameter_file,kw,kr,alpha,alpha_mode,nrnd,psa_p,response_lambda,lambda_out,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles
N192_M96,lambda,pSA,pSA,0.0,False,q_t + xi_t,2.5893226263765294,1.833946635562224,1.2770466207381947,0.9999333333333333,0.28180486111111114,0.9999333333333333,0.9999333333333333,10000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980;20325002;20333024,857.8013762501068,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,additive,lambda_pSA,0.95,False,q_t + lambda*q_(t-1) + xi_t,0.09715342777925677,0.04594327732611162,0.12796741893239238,0.051233333333333325,0.007364756944444444,0.05996666666666667,0.051233333333333325,10000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980;20325002;20333024,813.1221162918955,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,False,(q_t + lambda*q_(t-1))/(1+lambda) + xi_t,2.638486322331978,1.8830712070121105,1.2770755765993376,1.0,0.31512881944444443,1.0,1.0,10000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980;20325002;20333024,876.0193681251258,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
N192_M96,lambda,gain_only,gain_only_pSA,0.95,False,(1+lambda)*q_t + xi_t,2.33898253522996,2.0835674199100924,1.2770755765993376,0.0,0.4996923611111111,1.0,0.0,10000,20260826;20268848;20276870;20284892;20292914;20300936;20308958;20316980;20325002;20333024,817.9194993339479,source_project/paper_results_trip/ldpc/N192_M96/lambda_pSA/memory_sweep_summary.csv,3.8476037044406635,3.928670043006602,0.8016757269480528,snr,0.0,0.46612896078723015,0.0,0.0,0.07744740706187082,0.7389920491353419,cosine,0.12421434807118831,0.5645127352120207,best_state,13837,5306,19200
