size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,2215,71,71,505,100,28800,0.07690972222222223,0.71,0.71,5.05,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,848,33,33,198,100,28800,0.029444444444444443,0.33,0.33,1.98,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,218,12,12,56,100,28800,0.007569444444444445,0.12,0.12,0.56,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,2241,72,72,527,100,28800,0.0778125,0.72,0.72,5.27,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,1156,40,40,262,100,28800,0.04013888888888889,0.4,0.4,2.62,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,213,12,12,55,100,28800,0.007395833333333333,0.12,0.12,0.55,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,2132,70,70,520,100,28800,0.07402777777777778,0.7,0.7,5.2,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,1247,44,44,299,100,28800,0.043298611111111114,0.44,0.44,2.99,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,322,14,14,82,100,28800,0.011180555555555555,0.14,0.14,0.82,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,2186,67,67,504,100,28800,0.07590277777777778,0.67,0.67,5.04,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,1301,46,46,315,100,28800,0.04517361111111111,0.46,0.46,3.15,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,322,16,16,84,100,28800,0.011180555555555555,0.16,0.16,0.84,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
N288_M144,288,144,new_07,new,2026082708,5fe81abd734edb48c9f3ef715c853cb3005fe0a54fed855c80e7e3eb857c8446,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.0,2396,72,72,528,100,28800,0.08319444444444445,0.72,0.72,5.28,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C07
