problem,size,mode,n_rows,BER,FER,syndrome_violation,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,mean_normalized_cut,approximation_ratio,best_unsat,mean_unsat,mean_unsat_rate,best_unsat_rate,std_unsat,valid_assignment_rate,success_rate,score,memory_coefficient,improvement_over_pSA,memory_improves_performance,best_mode,best_memory_coefficient,tau_best_response_lambda_nonzero
ldpc,N96_M48,pSA,3,0.022753819444444445,0.26156666666666667,0.18083333333333332,1.6726084869871745,1.7597271358165212,,,,,,,,,,,,0.3593753262123177,0.0,0.0,False,lambda_pSA,0.92,True
ldpc,N96_M48,lambda_pSA,3,0.01512986111111111,0.18516666666666667,0.06373333333333334,1.1044733569737066,1.2774424596491636,,,,,,,,,,,,0.0925252046379937,0.92,0.3350627947078483,True,lambda_pSA,0.92,True
ldpc,N96_M48,tau_pSA,3,0.024468749999999997,0.2616,0.1811,1.7766109956531506,1.7663619012222362,,,,,,,,,,,,0.386781022638485,0.0,-0.0753689093711372,False,lambda_pSA,0.92,True
ldpc,N192_M96,lambda_pSA,3,0.00761875,0.06,0.052,1.0285924436404799,0.7192013821993344,,,,,,,,,,,,0.09576068368144423,0.94,0.7481072455615697,True,lambda_pSA,0.94,
ldpc,N192_M96,pSA,3,0.030246006944444445,0.3164666666666667,0.3098666666666667,6.190294985203039,5.246019968283558,,,,,,,,,,,,1.0597640197053655,0.0,0.0,False,lambda_pSA,0.94,
ldpc,N192_M96,tau_pSA,3,0.03481388888888889,0.45916666666666667,0.4588666666666666,7.674564189002775,8.921446479804633,,,,,,,,,,,,1.2548289255179303,0.02,-0.15102429728442107,False,lambda_pSA,0.94,
ldpc,N288_M144,lambda_pSA,3,0.00730787037037037,0.0649,0.06303333333333333,1.313089267123117,0.9101649104720347,,,,,,,,,,,,0.1681803458373389,0.84,0.8184432239698652,True,lambda_pSA,0.84,
ldpc,N288_M144,pSA,3,0.04025115740740741,0.4042666666666667,0.40386666666666665,12.111075660421392,9.551023680989276,,,,,,,,,,,,1.4496826122170934,0.0,0.0,False,lambda_pSA,0.84,
ldpc,N288_M144,tau_pSA,3,0.039571875,0.46376666666666666,0.4636,13.040637952638724,12.363902681376876,,,,,,,,,,,,1.5162343503459166,0.08,0.016876096270523677,True,lambda_pSA,0.84,
