size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,1078,57,56,1530,100,19200,0.05614583333333333,0.57,0.56,15.3,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,519,27,26,649,100,19200,0.02703125,0.27,0.26,6.49,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,149,9,8,193,100,19200,0.007760416666666666,0.09,0.08,1.93,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1120,57,57,1598,100,19200,0.058333333333333334,0.57,0.57,15.98,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,533,30,29,665,100,19200,0.027760416666666666,0.3,0.29,6.65,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,103,8,7,123,100,19200,0.005364583333333333,0.08,0.07,1.23,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,1032,55,51,1352,100,19200,0.05375,0.55,0.51,13.52,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,633,36,32,821,100,19200,0.03296875,0.36,0.32,8.21,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,367,23,23,501,100,19200,0.019114583333333334,0.23,0.23,5.01,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,922,45,45,1298,100,19200,0.04802083333333333,0.45,0.45,12.98,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,502,27,26,642,100,19200,0.026145833333333333,0.27,0.26,6.42,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N192_M96,192,96,new_06,new,2026082706,67e8bfd0a41ecfef822cd92b156dd8e32a73f66bfee63eb4d04a71ce3375d854,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,253,17,13,269,100,19200,0.013177083333333334,0.17,0.13,2.69,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
