size,variant,implementation_mode,lambda_mem,seed,EbNo_dB,trial_index,n_cycles,decoded_BER,decoded_FER,decoded_syndrome_weight,final_state_BER,final_syndrome_weight,mean_syndrome_weight,syndrome_zero_fraction,mean_bit_flip_rate,mean_backflip_rate,mean_repair_rate,mean_q_lag1_product,mean_q_lag1_cosine,mean_q_sign_persistence,mean_q_used_source_product,late_syndrome_weight,late_syndrome_weight_fraction,late_syndrome_zero_fraction,late_state_BER,late_bit_flip_rate,late_backflip_rate,late_repair_rate,late_q_lag1_product,late_q_lag1_cosine,late_q_sign_persistence,late_q_used_source_product,max_abs_memory_source_mean_delta,max_abs_memory_source_second_moment_delta,reached_valid,reached_valid_after_nonvalid,reached_correct,reached_low_BER,reached_relaxed_basin,reached_wrong_valid,first_valid_cycle,first_valid_after_nonvalid_cycle,first_correct_cycle,first_low_BER_cycle,first_relaxed_basin_cycle,first_wrong_valid_cycle,correct_residence_fraction,correct_remaining_cycles_after_hit,correct_cycles_after_hit,correct_escape_probability,correct_transition_opportunities,correct_escape_count,correct_return_probability,correct_return_count,correct_mean_return_time,correct_first_residence_time,correct_first_residence_censored,relaxed_basin_residence_fraction,relaxed_basin_remaining_cycles_after_hit,relaxed_basin_cycles_after_hit,relaxed_basin_escape_probability,relaxed_basin_transition_opportunities,relaxed_basin_escape_count,relaxed_basin_return_probability,relaxed_basin_return_count,relaxed_basin_mean_return_time,relaxed_basin_first_residence_time,relaxed_basin_first_residence_censored,mean_channel_alignment,late_channel_alignment,mean_channel_alignment_gap_to_transmitted,late_channel_alignment_gap_to_transmitted,mean_hard_channel_disagreement_rate,late_hard_channel_disagreement_rate,wrong_valid_residence_fraction
N192_M96,pSA,pSA,0.0,20260826,2.5,10,19200,0.171875,1,17,0.34375,36,40.88489583333333,0.0,0.18862467447916667,0.13823724715996072,0.2967971864409673,0.4528399380232903,0.6800457350571868,0.8662938000893643,nan,40.92666666666667,0.4263194444444444,0.0,0.3176736111111111,0.18893012152777777,0.138449012305236,0.2973609963041652,0.4530349336480872,0.6793790254273936,0.8657649739583333,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.347776288252075,0.3480980206199551,0.3761082823641206,0.37578654999624034,0.30132161458333334,0.3013606770833333,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,11,19200,0.2864583333333333,1,23,0.359375,37,41.518802083333334,0.0,0.19487006293402778,0.1464583939891419,0.29107693604248813,0.4374473169851264,0.6638211722508603,0.8579218191007643,nan,41.488958333333336,0.43217664930555555,0.0,0.333291015625,0.1946408420138889,0.14597885595620164,0.29198952947764595,0.43913245808177176,0.6650099386630619,0.85826171875,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32264662205308076,0.3248274429491436,0.3517882967027045,0.3496074758066415,0.3145543077256944,0.313173828125,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,12,19200,0.3229166666666667,1,20,0.3125,40,41.4271875,0.0,0.1942751736111111,0.14508831614229126,0.2939025711396793,0.4396372039523133,0.6653568113211141,0.8584524437704235,nan,41.325625,0.43047526041666667,0.0,0.3287858072916667,0.193173828125,0.1438993714758678,0.2937678213116485,0.4429963880106788,0.6687142482273257,0.8591297743055556,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32404050461052436,0.3267396207594884,0.3667811715140776,0.3640820553651135,0.31227701822916665,0.310673828125,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,13,19200,0.2552083333333333,1,23,0.34375,40,41.474322916666665,0.0,0.19482096354166667,0.14612811110129903,0.29216970639755074,0.4380747116031069,0.6636163116059889,0.8566594493321139,nan,41.4075,0.431328125,0.0,0.33206380208333336,0.19380099826388889,0.14507851982773887,0.29180813206850464,0.4404108089586516,0.6650733756967707,0.8569227430555556,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3198102376567803,0.32289562650547066,0.35664787230968176,0.35356248346099184,0.31474690755208334,0.31345052083333336,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,14,19200,0.3020833333333333,1,22,0.3333333333333333,42,40.77333333333333,0.0,0.18750434027777776,0.13552552321732775,0.30413988637883577,0.4567698741879562,0.6833926146645259,0.8679431094471687,nan,40.73770833333333,0.4243511284722222,0.0,0.3077398003472222,0.18703125,0.13508510414854313,0.30388164320192373,0.45792961688604705,0.6846532410248247,0.8683962673611111,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35529503693861825,0.35589718188126435,0.39924970882208155,0.3986475638794356,0.2977425130208333,0.2970236545138889,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,15,19200,0.28125,1,20,0.3645833333333333,44,41.38885416666667,0.0,0.19321126302083333,0.14360587171175995,0.2951628489828258,0.44165079185986184,0.6686154591536182,0.8612144885246097,nan,41.53333333333333,0.4326388888888889,0.0,0.3276540798611111,0.1940646701388889,0.1443236578540512,0.29613721113532343,0.43946347399680963,0.6663540725796027,0.8602408854166667,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.33199760731756955,0.3322492235921782,0.3714158587109552,0.3711642424363467,0.3090912543402778,0.3092990451388889,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,16,19200,0.3020833333333333,1,20,0.3645833333333333,50,41.73255208333333,0.0,0.19742730034722222,0.1485347476234269,0.2942932305957952,0.4318848446252741,0.6568817286851688,0.8532120395937318,nan,41.73770833333333,0.4347677951388889,0.0,0.33466037326388887,0.19678602430555556,0.14787585030407902,0.29401790316985316,0.43331492660084614,0.6581321917187037,0.8537076822916667,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3089633829568039,0.3106827044244821,0.36800165861605516,0.36628233714837755,0.32034478081597223,0.3198361545138889,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,17,19200,0.28125,1,20,0.3333333333333333,48,41.73552083333333,0.0,0.19694173177083332,0.14908366717129112,0.2900439921827186,0.4337785837063347,0.6593977957490234,0.8557780608265476,nan,41.515625,0.4324544270833333,0.0,0.3359429253472222,0.194287109375,0.1462920055816811,0.289162074690405,0.4398373927364957,0.6650152996064511,0.8569802517361111,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31600429968801064,0.3222459774157647,0.34522805246518085,0.33898637473742727,0.3167507595486111,0.3129481336805556,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,18,19200,0.265625,1,21,0.2604166666666667,30,41.3040625,0.0,0.19289279513888888,0.14301443020946975,0.2961764392288572,0.4424360468539745,0.6694160242017726,0.8611375472187467,nan,41.26375,0.42983072916666665,0.0,0.32478081597222225,0.1924609375,0.1425047407835953,0.2963085454666934,0.44439266500355057,0.6709068270703,0.8612565104166666,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.33115861410939756,0.3333679261437318,0.3772828356901568,0.3750735236558228,0.30896104600694446,0.3075130208333333,0.0
N192_M96,pSA,pSA,0.0,20260826,2.5,19,19200,0.23958333333333334,1,22,0.2864583333333333,35,41.724322916666665,0.0,0.19665879991319443,0.14763800534889612,0.29440012864305937,0.4340071285448126,0.6595396528823958,0.8557196437897193,nan,41.55416666666667,0.4328559027777778,0.0,0.33196397569444447,0.1955251736111111,0.14634098801607387,0.2945002647560649,0.43821542764935106,0.6627482782183219,0.8558919270833333,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3171000576522513,0.3210922218296316,0.36592635332091,0.36193418914352965,0.3148456488715278,0.3120616319444444,0.0
