size,code_id,scope,EbNo_dB,metric,mean_paired_difference,ci95_low,ci95_high,ci_sufficient_for_directional_conclusion,additional_trials_required,criterion
N96_M48,existing_00,per_EbNo,2.5,FER,0.186,0.15327030421520377,0.21872969578479623,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,existing_00,per_EbNo,3.0,BER,0.00728125,0.005082084830519376,0.009480415169480625,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,existing_00,per_EbNo,3.0,FER,0.093,0.058767350354602524,0.1272326496453975,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,existing_00,pooled_across_EbNo,,BER,0.02014930555555556,0.01844218060046442,0.021856430510646698,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,existing_00,pooled_across_EbNo,,FER,0.1946666666666667,0.17229220998566316,0.21704112334767026,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,per_EbNo,2.0,BER,0.033875,0.02872913818934452,0.039020861810655484,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,per_EbNo,2.0,FER,0.34199999999999997,0.29870924890018635,0.3852907510998136,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,per_EbNo,2.5,BER,0.01925,0.015277068158223408,0.02322293184177659,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,per_EbNo,2.5,FER,0.181,0.1467009757898171,0.21529902421018288,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,per_EbNo,3.0,BER,0.009291666666666667,0.006343103474144339,0.012240229859188994,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,per_EbNo,3.0,FER,0.08199999999999999,0.0618229332572081,0.10217706674279188,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,pooled_across_EbNo,,BER,0.020805555555555553,0.01828146600878039,0.023329645102330716,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_01,pooled_across_EbNo,,FER,0.20166666666666666,0.18468420450406176,0.21864912882927157,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,per_EbNo,2.0,BER,0.033666666666666664,0.027937053740284892,0.039396279593048436,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,per_EbNo,2.0,FER,0.31900000000000006,0.26405756765146393,0.3739424323485362,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,per_EbNo,2.5,BER,0.019177083333333334,0.016062127816801622,0.022292038849865047,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,per_EbNo,2.5,FER,0.203,0.18113248075907706,0.22486751924092296,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,per_EbNo,3.0,BER,0.009364583333333332,0.006802586139201771,0.011926580527464894,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,per_EbNo,3.0,FER,0.089,0.07165679508478523,0.10634320491521476,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,pooled_across_EbNo,,BER,0.02073611111111111,0.018702369148497263,0.02276985307372496,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_02,pooled_across_EbNo,,FER,0.20366666666666666,0.18759396735530479,0.21973936597802854,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,per_EbNo,2.0,BER,0.03311458333333333,0.02909799799622676,0.0371311686704399,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,per_EbNo,2.0,FER,0.31500000000000006,0.27520631854032873,0.3547936814596714,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,per_EbNo,2.5,BER,0.020583333333333335,0.016985875067405638,0.024180791599261033,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,per_EbNo,2.5,FER,0.191,0.16019439887842263,0.22180560112157738,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,per_EbNo,3.0,BER,0.009937499999999998,0.006987388818493558,0.012887611181506439,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,per_EbNo,3.0,FER,0.093,0.06962437598384098,0.11637562401615902,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,pooled_across_EbNo,,BER,0.021211805555555553,0.01958544167287201,0.022838169438239096,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_03,pooled_across_EbNo,,FER,0.19966666666666666,0.18758874437222056,0.21174458896111276,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,per_EbNo,2.0,BER,0.033270833333333326,0.03020644839261587,0.036335218274050785,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,per_EbNo,2.0,FER,0.31799999999999995,0.2820260896280636,0.3539739103719363,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,per_EbNo,2.5,BER,0.018510416666666668,0.015628036876880354,0.02139279645645298,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,per_EbNo,2.5,FER,0.179,0.15552728055441786,0.20247271944558212,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,per_EbNo,3.0,BER,0.006854166666666666,0.003337781159790306,0.010370552173543027,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,per_EbNo,3.0,FER,0.07300000000000001,0.04708647652547476,0.09891352347452526,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,pooled_across_EbNo,,BER,0.01954513888888889,0.017671005687652546,0.021419272090125233,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_04,pooled_across_EbNo,,FER,0.19,0.1710234310598775,0.2089765689401225,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,per_EbNo,2.0,BER,0.034812499999999996,0.03209250031889036,0.03753249968110963,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,per_EbNo,2.0,FER,0.321,0.29289700265905005,0.34910299734094996,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,per_EbNo,2.5,BER,0.019937500000000004,0.015534066700027232,0.024340933299972778,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,per_EbNo,2.5,FER,0.181,0.1545651128426496,0.2074348871573504,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,per_EbNo,3.0,BER,0.009875000000000002,0.006955877754822638,0.012794122245177366,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,per_EbNo,3.0,FER,0.08,0.060628043409097235,0.09937195659090277,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,pooled_across_EbNo,,BER,0.021541666666666664,0.020443554029895845,0.022639779303437482,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_05,pooled_across_EbNo,,FER,0.19399999999999998,0.18282689873716357,0.2051731012628364,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,per_EbNo,2.0,BER,0.03488541666666666,0.029701371958142347,0.040069461375190976,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,per_EbNo,2.0,FER,0.344,0.29173595503866084,0.3962640449613391,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,per_EbNo,2.5,BER,0.018489583333333334,0.014425538149746233,0.022553628516920436,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,per_EbNo,2.5,FER,0.179,0.15130460941935386,0.20669539058064612,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,per_EbNo,3.0,BER,0.008541666666666664,0.005402532071394446,0.011680801261938883,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,per_EbNo,3.0,FER,0.082,0.057036424062514364,0.10696357593748565,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,pooled_across_EbNo,,BER,0.02063888888888889,0.018500341768198494,0.022777436009579287,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_06,pooled_across_EbNo,,FER,0.20166666666666666,0.18036107246516228,0.22297226086817104,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,per_EbNo,2.0,BER,0.032697916666666674,0.029459250064203815,0.03593658326912953,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,per_EbNo,2.0,FER,0.319,0.2945775480667316,0.3434224519332684,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,per_EbNo,2.5,BER,0.019125000000000003,0.01644512684355226,0.021804873156447746,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,per_EbNo,2.5,FER,0.19199999999999998,0.16772935057749244,0.2162706494225075,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,per_EbNo,3.0,BER,0.0066770833333333335,0.0042258466934197705,0.009128319973246896,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,per_EbNo,3.0,FER,0.063,0.041658852007887735,0.08434114799211226,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,pooled_across_EbNo,,BER,0.0195,0.018300389997813152,0.020699610002186848,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_07,pooled_across_EbNo,,FER,0.19133333333333333,0.18008134888337962,0.20258531778328703,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,per_EbNo,2.0,BER,0.03469791666666667,0.030320586166702544,0.03907524716663079,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,per_EbNo,2.0,FER,0.32899999999999996,0.29198992889923947,0.36601007110076045,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,per_EbNo,2.5,BER,0.021135416666666667,0.018058724728029572,0.02421210860530376,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,per_EbNo,2.5,FER,0.20200000000000004,0.1772652426023387,0.22673475739766139,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,per_EbNo,3.0,BER,0.010385416666666664,0.007291607088769995,0.013479226244563334,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,per_EbNo,3.0,FER,0.087,0.06362437598384098,0.11037562401615901,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,pooled_across_EbNo,,BER,0.02207291666666667,0.019670520076423868,0.024475313256909475,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_08,pooled_across_EbNo,,FER,0.20599999999999996,0.18760496794866346,0.22439503205133646,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,per_EbNo,2.0,BER,0.035104166666666665,0.02816662786193251,0.04204170547140082,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,per_EbNo,2.0,FER,0.328,0.2814193330609394,0.3745806669390606,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,per_EbNo,2.5,BER,0.017854166666666667,0.014000839789301597,0.021707493544031738,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,per_EbNo,2.5,FER,0.16699999999999998,0.13645389713285666,0.1975461028671433,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,per_EbNo,3.0,BER,0.009666666666666667,0.007654633375190718,0.011678699958142616,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,per_EbNo,3.0,FER,0.092,0.06993832910223656,0.11406167089776344,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,pooled_across_EbNo,,BER,0.020874999999999998,0.018173648809077667,0.02357635119092233,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
N96_M48,new_09,pooled_across_EbNo,,FER,0.19566666666666668,0.17722875369544505,0.21410457963788831,1,0,paired seed-batch 95% CI for pSA-minus-additive is entirely above zero
