size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,2116,70,70,508,100,28800,0.07347222222222222,0.7,0.7,5.08,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,761,33,33,173,100,28800,0.02642361111111111,0.33,0.33,1.73,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,276,14,14,70,100,28800,0.009583333333333333,0.14,0.14,0.7,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1837,66,66,455,100,28800,0.06378472222222223,0.66,0.66,4.55,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,1120,44,44,288,100,28800,0.03888888888888889,0.44,0.44,2.88,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,420,18,18,100,100,28800,0.014583333333333334,0.18,0.18,1.0,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,1935,63,63,469,100,28800,0.0671875,0.63,0.63,4.69,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,1171,47,47,305,100,28800,0.04065972222222222,0.47,0.47,3.05,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,314,14,14,78,100,28800,0.010902777777777779,0.14,0.14,0.78,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
N288_M144,288,144,new_08,new,2026082709,aca0729c16451352db770405411e31105dacf1adb759963a40c1138ba18e40a2,144,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,2274,68,68,482,100,28800,0.07895833333333334,0.68,0.68,4.82,source_project/paper_results_trip/ldpc/N288_M144/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C08
