size,code_id,variant,realization_type,generation_seed,matrix_sha256,implementation_mode,lambda_mem,seed,EbNo_dB,trial_index,n_cycles,decoded_BER,decoded_FER,decoded_syndrome_weight,final_state_BER,final_syndrome_weight,mean_syndrome_weight,syndrome_zero_fraction,mean_bit_flip_rate,mean_backflip_rate,mean_repair_rate,mean_q_lag1_product,mean_q_lag1_cosine,mean_q_sign_persistence,mean_q_used_source_product,late_syndrome_weight,late_syndrome_weight_fraction,late_syndrome_zero_fraction,late_state_BER,late_bit_flip_rate,late_backflip_rate,late_repair_rate,late_q_lag1_product,late_q_lag1_cosine,late_q_sign_persistence,late_q_used_source_product,max_abs_memory_source_mean_delta,max_abs_memory_source_second_moment_delta,reached_valid,reached_valid_after_nonvalid,reached_correct,reached_low_BER,reached_relaxed_basin,reached_wrong_valid,first_valid_cycle,first_valid_after_nonvalid_cycle,first_correct_cycle,first_low_BER_cycle,first_relaxed_basin_cycle,first_wrong_valid_cycle,correct_residence_fraction,correct_remaining_cycles_after_hit,correct_cycles_after_hit,correct_escape_probability,correct_transition_opportunities,correct_escape_count,correct_return_probability,correct_return_count,correct_mean_return_time,correct_first_residence_time,correct_first_residence_censored,relaxed_basin_residence_fraction,relaxed_basin_remaining_cycles_after_hit,relaxed_basin_cycles_after_hit,relaxed_basin_escape_probability,relaxed_basin_transition_opportunities,relaxed_basin_escape_count,relaxed_basin_return_probability,relaxed_basin_return_count,relaxed_basin_mean_return_time,relaxed_basin_first_residence_time,relaxed_basin_first_residence_censored,mean_channel_alignment,late_channel_alignment,mean_channel_alignment_gap_to_transmitted,late_channel_alignment_gap_to_transmitted,mean_hard_channel_disagreement_rate,late_hard_channel_disagreement_rate,wrong_valid_residence_fraction
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20260826,2.5,0,25600,0.3020833333333333,1,43,0.2881944444444444,69,65.221953125,0.0,0.23070081922743055,0.1744141427337661,0.34061566471532223,0.38017360370226855,0.5974317725039899,0.7386638188988981,nan,64.865625,0.45045572916666665,0.0,0.33681206597222224,0.22835883246527777,0.1721608065689161,0.33900685687225474,0.38812389253862956,0.6016827564654875,0.7405463324652778,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3253484749362848,0.3288267705152521,0.41033861463019056,0.4068603190512229,0.3189488389756944,0.31689453125,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20260826,2.5,1,25600,0.3229166666666667,1,49,0.3888888888888889,74,65.2446484375,0.0,0.23133870442708335,0.1744046480856403,0.34345652213310673,0.3780701248719049,0.5945793602183591,0.7388520836857224,nan,65.20421875,0.45280707465277775,0.0,0.33659993489583334,0.23094943576388888,0.1740681768184424,0.3430591754794015,0.38189681465179426,0.5947814174237126,0.7395930989583334,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31769639905223357,0.3183420750411302,0.42917855501022983,0.4285328790213332,0.3223102484809028,0.3218169487847222,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20260826,2.5,2,25600,0.3541666666666667,1,48,0.4097222222222222,72,65.5868359375,0.0,0.23390218098958335,0.17928286852589642,0.33637852077854746,0.3725456915483263,0.5884030681579404,0.7375248022735892,nan,65.28359375,0.45335828993055555,0.0,0.3463774956597222,0.23215440538194446,0.17759834526629625,0.33511013229659753,0.3794854866071284,0.592093478566428,0.7390272352430556,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3087318870703424,0.3115254879042918,0.3986811183021588,0.3958875174682095,0.3278712293836806,0.3263655598958333,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20260826,2.5,3,25600,0.34375,1,47,0.3402777777777778,68,64.7997265625,0.0,0.22808648003472223,0.1708561104428945,0.34295751468038427,0.3854498727513833,0.604076918663788,0.7408406144427079,nan,64.76453125,0.4497536892361111,0.0,0.3308523220486111,0.22720757378472223,0.1697730608008951,0.34336782381975306,0.3897172478720917,0.6042684897065814,0.7409391276041667,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.33423368356843847,0.33842150661983306,0.4265686744092397,0.42238085135784514,0.3157252332899306,0.31348361545138886,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20260826,2.5,4,25600,0.3159722222222222,1,47,0.3229166666666667,63,65.5230078125,0.0,0.232777099609375,0.17692226170849562,0.34016058780718683,0.37432424022948185,0.590286561222197,0.7375154293775348,nan,65.4765625,0.4546983506944444,0.0,0.34100368923611113,0.23193196614583333,0.17596857677523356,0.34007735177557485,0.37872053832401464,0.5911485956519418,0.7380414496527777,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3140875277856848,0.3162530927758237,0.41698920230310244,0.4148236373129638,0.32492906358506946,0.32350694444444444,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20268848,2.5,0,25600,0.2916666666666667,1,48,0.3472222222222222,58,65.4551171875,0.0,0.23294976128472222,0.1764986620621077,0.34248330094353807,0.3746739132235874,0.5904391274436114,0.7375757308583113,nan,65.45375,0.4545399305555556,0.0,0.33861219618055555,0.23270562065972222,0.17592461194065356,0.3436144593756659,0.37882772166061923,0.5907433881742237,0.7375130208333334,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31309343203632667,0.31519423753474496,0.42379493572187016,0.4216941302234522,0.3244852701822917,0.32338975694444444,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20268848,2.5,1,25600,0.3229166666666667,1,49,0.3506944444444444,59,65.5248828125,0.0,0.2334381781684028,0.17752825632102762,0.3407442133763283,0.37361460867813023,0.588803883300535,0.7376303766507413,nan,65.34765625,0.4538031684027778,0.0,0.34019476996527775,0.2322162543402778,0.17597360202737483,0.34129872449549153,0.37929115561790916,0.5908223040101844,0.7382118055555555,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3088603772363862,0.3134807518705302,0.4176399835109103,0.4130196088767664,0.3259650336371528,0.32339680989583336,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20268848,2.5,2,25600,0.3506944444444444,1,49,0.4027777777777778,70,65.432109375,0.0,0.23293375651041667,0.17589499813795978,0.34471296934876666,0.37482578914330555,0.5907351672253978,0.7377173971133716,nan,65.39578125,0.4541373697916667,0.0,0.3367572699652778,0.23212782118055555,0.1750010020343342,0.34464552987254443,0.37963453203224573,0.5912922460621776,0.7378352864583333,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31332011775314134,0.31548926529779175,0.43067643736124367,0.4285072898165934,0.32421169704861114,0.3229031032986111,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20268848,2.5,3,25600,0.3298611111111111,1,43,0.3611111111111111,54,65.5724609375,0.0,0.23430881076388888,0.1791943035242193,0.338378193730004,0.3708219001508759,0.5857684698398895,0.7372590323858303,nan,65.37609375,0.45400065104166665,0.0,0.34497233072916667,0.2329248046875,0.17780115292870394,0.3375959360845496,0.37695510672173516,0.5881393262558144,0.7380609809027778,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3022446709235085,0.3042843961955541,0.4092872112817919,0.40724748600974636,0.32881985134548614,0.32757541232638887,0.0
N288_M144,new_01,pSA,new,2026082701,842d146426a0a749ef118497e8ee33a640476573833ba283982f24766f70a165,pSA,0.0,20268848,2.5,4,25600,0.3298611111111111,1,45,0.3194444444444444,82,65.676484375,0.0,0.23576633029513888,0.18093131103351967,0.33828502171026104,0.36831473671691894,0.5824975874732783,0.7363440680524921,nan,65.5315625,0.45508029513888887,0.0,0.34759982638888887,0.23451063368055555,0.17972806652806653,0.3373294833775558,0.3731816833422394,0.5840577163876977,0.7375005425347222,nan,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29669783331296407,0.29888166485823875,0.40771348529759444,0.4055296537523197,0.3303499348958333,0.32926649305555555,0.0
