size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,414,36,33,466,100,9600,0.043125,0.36,0.33,4.66,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,173,16,14,199,100,9600,0.018020833333333333,0.16,0.14,1.99,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,78,8,7,72,100,9600,0.008125,0.08,0.07,0.72,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,332,29,28,412,100,9600,0.034583333333333334,0.29,0.28,4.12,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,190,16,16,218,100,9600,0.019791666666666666,0.16,0.16,2.18,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,82,10,9,94,100,9600,0.008541666666666666,0.1,0.09,0.94,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,286,26,25,364,100,9600,0.029791666666666668,0.26,0.25,3.64,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,272,26,26,330,100,9600,0.028333333333333332,0.26,0.26,3.3,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,31,3,3,41,100,9600,0.0032291666666666666,0.03,0.03,0.41,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
N96_M48,96,48,new_06,new,2026082707,47d9c6bb6c823c7cfd0a7639b29b34f27b27d9278960ff82a10909709bce4707,48,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,391,35,35,503,100,9600,0.040729166666666664,0.35,0.35,5.03,source_project/paper_results/ldpc/N96_M48/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C06
