size,initialization,variant,seed,n_trajectories,initial_BER_mean,initial_BER_n,initial_syndrome_weight_fraction_mean,initial_syndrome_weight_fraction_n,initial_channel_alignment_mean,initial_channel_alignment_n,initial_hard_channel_disagreement_rate_mean,initial_hard_channel_disagreement_rate_n,decoded_BER_mean,decoded_BER_n,decoded_FER_mean,decoded_FER_n,decoded_syndrome_weight_mean,decoded_syndrome_weight_n,final_state_BER_mean,final_state_BER_n,mean_state_BER_mean,mean_state_BER_n,late_state_BER_mean,late_state_BER_n,mean_syndrome_weight_fraction_mean,mean_syndrome_weight_fraction_n,late_syndrome_weight_fraction_mean,late_syndrome_weight_fraction_n,mean_bit_flip_rate_mean,mean_bit_flip_rate_n,late_bit_flip_rate_mean,late_bit_flip_rate_n,mean_backflip_rate_mean,mean_backflip_rate_n,late_backflip_rate_mean,late_backflip_rate_n,mean_channel_alignment_mean,mean_channel_alignment_n,late_channel_alignment_mean,late_channel_alignment_n,reached_correct_mean,reached_correct_n,first_correct_cycle_mean,first_correct_cycle_n,correct_residence_fraction_mean,correct_residence_fraction_n,correct_escape_probability_mean,correct_escape_probability_n,correct_return_probability_mean,correct_return_probability_n,correct_mean_return_time_mean,correct_mean_return_time_n
N192_M96,all_zero,gain_only,20260826,20,0.4911458333333333,20,0.0,20,0.0044528047410977495,20,0.4966145833333333,20,0.4911458333333333,20,1.0,20,0.0,20,0.4911458333333333,20,nan,0,0.4911458333333333,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.004452804741097742,20,0.0044528047410977625,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20268848,20,0.4885416666666666,20,0.0,20,0.017626180000153847,20,0.4898437499999999,20,0.4885416666666666,20,1.0,20,0.0,20,0.4885416666666666,20,nan,0,0.4885416666666666,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.01762618000015381,20,0.017626180000153847,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20276870,20,0.5036458333333332,20,0.0,20,-0.001353896292259437,20,0.4958333333333333,20,0.5036458333333332,20,1.0,20,0.0,20,0.5036458333333332,20,nan,0,0.5036458333333332,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,-0.0013538962922594578,20,-0.001353896292259435,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20284892,20,0.4942708333333333,20,0.0,20,0.004453338073342891,20,0.4971354166666666,20,0.4942708333333333,20,1.0,20,0.0,20,0.4942708333333333,20,nan,0,0.4942708333333333,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.004453338073342859,20,0.0044533380733428884,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20292914,20,0.4942708333333333,20,0.0,20,0.022538082297949617,20,0.4888020833333334,20,0.4942708333333333,20,1.0,20,0.0,20,0.4942708333333333,20,nan,0,0.4942708333333333,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.022538082297949687,20,0.022538082297949572,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20300936,20,0.49479166666666663,20,0.0,20,0.008952856138774673,20,0.4979166666666668,20,0.49479166666666663,20,1.0,20,0.0,20,0.49479166666666663,20,nan,0,0.49479166666666663,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.008952856138774636,20,0.008952856138774654,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20308958,20,0.5088541666666666,20,0.0,20,-0.005720453341430722,20,0.5028645833333332,20,0.5088541666666666,20,1.0,20,0.0,20,0.5088541666666666,20,nan,0,0.5088541666666666,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,-0.005720453341430768,20,-0.005720453341430708,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20316980,20,0.4968749999999999,20,0.0,20,0.014606645203706844,20,0.49088541666666663,20,0.4968749999999999,20,1.0,20,0.0,20,0.4968749999999999,20,nan,0,0.4968749999999999,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.014606645203706881,20,0.014606645203706808,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20325002,20,0.4958333333333334,20,0.0,20,0.007782649414032922,20,0.4971354166666668,20,0.4958333333333334,20,1.0,20,0.0,20,0.4958333333333334,20,nan,0,0.4958333333333334,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.007782649414032924,20,0.007782649414032945,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,gain_only,20333024,20,0.5041666666666667,20,0.0,20,0.00031696548877917734,20,0.4984375,20,0.5041666666666667,20,1.0,20,0.0,20,0.5041666666666667,20,nan,0,0.5041666666666667,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0003169654887792401,20,0.0003169654887792037,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20260826,20,0.4911458333333333,20,0.0,20,0.0044528047410977495,20,0.4966145833333333,20,0.27656249999999993,20,1.0,20,20.8,20,0.3231770833333333,20,nan,0,0.3261676432291666,20,0.43150653754340274,20,0.43085763888888884,20,0.19389598253038196,20,0.19314073350694444,20,0.1442569258679262,20,0.14335811987243688,20,0.3270706574015564,20,0.3297121268527706,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20268848,20,0.4885416666666666,20,0.0,20,0.017626180000153847,20,0.4898437499999999,20,0.30494791666666665,20,1.0,20,20.55,20,0.3244791666666667,20,nan,0,0.32949457465277776,20,0.43286672634548606,20,0.43232942708333333,20,0.19522626410590274,20,0.19448643663194448,20,0.14594472676055284,20,0.14506714801121806,20,0.32167950073684887,20,0.32415807844141914,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20276870,20,0.5036458333333332,20,0.0,20,-0.001353896292259437,20,0.4958333333333333,20,0.2833333333333333,20,1.0,20,21.3,20,0.31354166666666666,20,nan,0,0.32363606770833336,20,0.43067971462673615,20,0.430056640625,20,0.1933616807725695,20,0.19251763237847225,20,0.14335120767970294,20,0.1423569331553273,20,0.32874407235450676,20,0.3319782955377428,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20284892,20,0.4942708333333333,20,0.0,20,0.004453338073342891,20,0.4971354166666666,20,0.2864583333333333,20,1.0,20,20.5,20,0.3458333333333333,20,nan,0,0.33057047526041666,20,0.43304541015625003,20,0.4325600043402777,20,0.195373046875,20,0.19454318576388888,20,0.1462660213715427,20,0.14536595359639184,20,0.32124027158935176,20,0.32393401972295505,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20292914,20,0.4942708333333333,20,0.0,20,0.022538082297949617,20,0.4888020833333334,20,0.2822916666666667,20,1.0,20,20.8,20,0.31770833333333337,20,nan,0,0.3269014756944444,20,0.43165896267361104,20,0.43107877604166667,20,0.19412646484375,20,0.19331315104166666,20,0.1446800212408088,20,0.14368826074155877,20,0.32567793977904946,20,0.32890165961305917,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20300936,20,0.49479166666666663,20,0.0,20,0.008952856138774673,20,0.4979166666666668,20,0.3059895833333333,20,1.0,20,21.15,20,0.3328125,20,nan,0,0.32960622829861114,20,0.43341783311631943,20,0.43269596354166673,20,0.19593687608506943,20,0.19508040364583334,20,0.14660129127637037,20,0.14558260097021897,20,0.31764855252904967,20,0.3212743108803521,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20308958,20,0.5088541666666666,20,0.0,20,-0.005720453341430722,20,0.5028645833333332,20,0.2752604166666667,20,1.0,20,20.75,20,0.31276041666666676,20,nan,0,0.32939160156249997,20,0.43306388346354163,20,0.43303884548611105,20,0.19540979003906248,20,0.19502544487847223,20,0.1459794787582078,20,0.14548152509652607,20,0.3203720963993731,20,0.3221754051389416,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20316980,20,0.4968749999999999,20,0.0,20,0.014606645203706844,20,0.49088541666666663,20,0.28359375000000003,20,1.0,20,20.45,20,0.3330729166666667,20,nan,0,0.3264858940972222,20,0.43206030273437507,20,0.43167230902777776,20,0.19447413465711802,20,0.19384874131944446,20,0.14472436457760793,20,0.14394213366272063,20,0.32404612140706496,20,0.3265980873149358,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20325002,20,0.4958333333333334,20,0.0,20,0.007782649414032922,20,0.4971354166666668,20,0.29531250000000003,20,1.0,20,21.1,20,0.3377604166666667,20,nan,0,0.32992925347222224,20,0.4328063422309028,20,0.432275390625,20,0.19523563639322913,20,0.19447422960069444,20,0.14609133695116724,20,0.1451923351142988,20,0.32095632748658054,20,0.3238614456479235,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,pSA,20333024,20,0.5041666666666667,20,0.0,20,0.00031696548877917734,20,0.4984375,20,0.2981770833333333,20,1.0,20,21.05,20,0.33151041666666664,20,nan,0,0.32717084418402786,20,0.43201698133680544,20,0.4313961588541667,20,0.19453031412760416,20,0.1937214626736111,20,0.14500210482611867,20,0.14403770159971802,20,0.3238233042879781,20,0.32685460503332464,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20260826,20,0.4911458333333333,20,0.0,20,0.0044528047410977495,20,0.4966145833333333,20,0.3966145833333333,20,1.0,20,28.55,20,0.38984375,20,nan,0,0.39825537109375003,20,0.48246044921875014,20,0.4824588758680557,20,0.24541635470920142,20,0.2453804253472222,20,0.20411076513522533,20,0.20390216592629357,20,0.19367297769538336,20,0.19461912328799646,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20268848,20,0.4885416666666666,20,0.0,20,0.017626180000153847,20,0.4898437499999999,20,0.38046875,20,1.0,20,28.25,20,0.41276041666666663,20,nan,0,0.39949408637152783,20,0.4824065212673612,20,0.48268674045138893,20,0.24548078070746532,20,0.2454611545138889,20,0.2045302797577499,20,0.20439204023318852,20,0.19198336785348047,20,0.1926703671219141,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20276870,20,0.5036458333333332,20,0.0,20,-0.001353896292259437,20,0.4958333333333333,20,0.3880208333333333,20,1.0,20,28.4,20,0.40390625,20,nan,0,0.3965244140625,20,0.4823997124565972,20,0.4823732638888889,20,0.2451953803168403,20,0.24493956163194439,20,0.2034250940895813,20,0.20295395340364145,20,0.19452800562234662,20,0.19592887211217963,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20284892,20,0.4942708333333333,20,0.0,20,0.004453338073342891,20,0.4971354166666666,20,0.39114583333333336,20,1.0,20,28.3,20,0.39114583333333336,20,nan,0,0.40009537760416675,20,0.48247474500868065,20,0.48241970486111113,20,0.2455629611545139,20,0.24544135199652778,20,0.2048058394089604,20,0.2045829792987044,20,0.19175134372449706,20,0.19294802876759115,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20292914,20,0.4942708333333333,20,0.0,20,0.022538082297949617,20,0.4888020833333334,20,0.3875,20,1.0,20,28.0,20,0.39322916666666663,20,nan,0,0.39834960937499997,20,0.48241300455729175,20,0.4826076388888888,20,0.24530547417534723,20,0.24543066406249997,20,0.20416043994583905,20,0.203980861941975,20,0.19330282639378718,20,0.1945848236457789,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20300936,20,0.49479166666666663,20,0.0,20,0.008952856138774673,20,0.4979166666666668,20,0.3901041666666666,20,1.0,20,28.1,20,0.40364583333333337,20,nan,0,0.3995520290798611,20,0.48258043077256946,20,0.4827763671875,20,0.2457623969184028,20,0.24573258463541672,20,0.20490817026771416,20,0.20464438821477965,20,0.18940983071082754,20,0.19061314273213745,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20308958,20,0.5088541666666666,20,0.0,20,-0.005720453341430722,20,0.5028645833333332,20,0.37395833333333334,20,1.0,20,28.0,20,0.40937499999999993,20,nan,0,0.39849810112847217,20,0.48239350043402773,20,0.4824345703125001,20,0.24532123480902776,20,0.24518473307291666,20,0.20411498277334433,20,0.20383914335775297,20,0.19196529751991823,20,0.1929019863458932,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20316980,20,0.4968749999999999,20,0.0,20,0.014606645203706844,20,0.49088541666666663,20,0.3786458333333334,20,1.0,20,28.0,20,0.3919270833333333,20,nan,0,0.3979326714409722,20,0.48252384440104173,20,0.48259884982638895,20,0.24533399793836813,20,0.24512776692708335,20,0.20392017902809517,20,0.20357830151724973,20,0.1925390246354048,20,0.19366472208838467,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20325002,20,0.4958333333333334,20,0.0,20,0.007782649414032922,20,0.4971354166666668,20,0.39192708333333337,20,1.0,20,28.05,20,0.39322916666666663,20,nan,0,0.39990760633680555,20,0.48253960503472226,20,0.48256694878472217,20,0.24550314670138884,20,0.24544379340277778,20,0.20470762271140136,20,0.2045247792241592,20,0.19121846414153085,20,0.19182563833813965,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,all_zero,shuffled,20333024,20,0.5041666666666667,20,0.0,20,0.00031696548877917734,20,0.4984375,20,0.39088541666666665,20,1.0,20,27.85,20,0.3966145833333333,20,nan,0,0.3985125325520834,20,0.4825464680989583,20,0.4826732855902778,20,0.24558459472656252,20,0.24556222873263883,20,0.20440577745041716,20,0.2041491720188265,20,0.19209371784299561,20,0.19327104040343365,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,additive,20260826,20,0.09557291666666665,20,0.36302083333333335,20,0.7733184639143758,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0116593017578125,20,0.0003363172743055556,20,0.008093885633680555,20,0.00032020399305555556,20,0.0011158989800347224,20,4.676649305555555e-05,20,0.0005918444179571795,20,2.2995889143427707e-05,20,0.6981797759666255,20,0.6989644202156787,20,1.0,20,1918.3,20,0.9999919927400842,20,2.6696566821506755e-06,20,1.0,1,3.0,1
N192_M96,channel_hard,additive,20268848,20,0.09557291666666667,20,0.35677083333333337,20,0.7694395080781383,20,0.0,20,0.0036458333333333334,20,0.05,20,0.1,20,0.00390625,20,0.014753526475694442,20,0.004458821614583333,20,0.011071397569444443,20,0.0031650390625000005,20,0.0014493001302083334,20,0.000384765625,20,0.0007574115128755182,20,0.00020443823641402617,20,0.6913908944818938,20,0.6914128955493737,20,0.95,20,2370.8947368421054,19,1.0,19,0.0,19,nan,0,nan,0
N192_M96,channel_hard,additive,20276870,20,0.08645833333333333,20,0.3385416666666667,20,0.7756162600199163,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.006830742730034723,20,0.0,20,0.005122477213541666,20,0.0,20,0.0007081434461805554,20,0.0,20,0.00036060884107246835,20,0.0,20,0.7075776253883292,20,0.7076165282181225,20,1.0,20,1446.8,20,1.0,20,0.0,20,nan,0,nan,0
N192_M96,channel_hard,additive,20284892,20,0.09765625,20,0.3526041666666667,20,0.7668885758547704,20,0.0,20,0.00625,20,0.05,20,0.1,20,0.0075520833333333325,20,0.013811021592881945,20,0.007736490885416667,20,0.009512017144097221,20,0.0055315755208333334,20,0.0013302680121527778,20,0.0007878146701388889,20,0.0007276409099970637,20,0.00046617099226450116,20,0.6869710997347558,20,0.6874238622592137,20,0.95,20,1360.9473684210527,19,0.9999831154154696,19,8.494107652828096e-06,19,1.0,3,2.0,3
N192_M96,channel_hard,additive,20292914,20,0.09348958333333333,20,0.3536458333333333,20,0.7717259144326144,20,0.0,20,0.009895833333333333,20,0.05,20,0.0,20,0.009895833333333333,20,0.01721872287326389,20,0.010232421875,20,0.00834548611111111,20,0.0003799913194444444,20,0.001157538519965278,20,4.996744791666667e-05,20,0.0006279356770612073,20,2.4525521290228136e-05,20,0.6943218410705962,20,0.6934110393479165,20,0.95,20,1699.6842105263158,19,0.9999592678782753,19,2.0935917925126746e-05,19,1.0,3,2.1666666666666665,3
N192_M96,channel_hard,additive,20300936,20,0.09166666666666666,20,0.35833333333333334,20,0.7611849153394307,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.005799289279513889,20,0.0,20,0.004796440972222221,20,0.0,20,0.0007088758680555556,20,0.0,20,0.00035750019090490117,20,0.0,20,0.6891524143276773,20,0.6903130396380525,20,1.0,20,1088.55,20,1.0,20,0.0,20,nan,0,nan,0
N192_M96,channel_hard,additive,20308958,20,0.09296875000000002,20,0.3713541666666667,20,0.764904291091697,20,0.0,20,0.013802083333333335,20,0.1,20,0.15,20,0.014583333333333332,20,0.021781982421875002,20,0.015837456597222223,20,0.012731716579861111,20,0.00881814236111111,20,0.0017963189019097221,20,0.0012357313368055556,20,0.0009993845824744203,20,0.0007327517473077747,20,0.6920922535482071,20,0.6930187433866368,20,0.9,20,1396.6666666666667,18,0.9999297142813229,18,8.902782643066956e-06,18,1.0,3,8.0,3
N192_M96,channel_hard,additive,20316980,20,0.08411458333333335,20,0.3536458333333333,20,0.7720087926882825,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0033443196614583335,20,0.0,20,0.003005316840277778,20,0.0,20,0.00046350097656249996,20,0.0,20,0.00023088965177214013,20,0.0,20,0.7003144406239645,20,0.7012193145745398,20,1.0,20,655.1,20,0.9999972704443717,20,2.72985367984276e-06,20,1.0,1,1.0,1
N192_M96,channel_hard,additive,20325002,20,0.09505208333333334,20,0.3692708333333333,20,0.7660890096086271,20,0.0,20,0.017708333333333333,20,0.1,20,0.2,20,0.012239583333333333,20,0.017532809787326388,20,0.012702799479166665,20,0.012477294921875,20,0.008709852430555557,20,0.001731879340277778,20,0.0011724175347222223,20,0.0009594097497694824,20,0.0006742743599899512,20,0.6891072607299149,20,0.6902354204930398,20,0.9,20,997.5,18,0.9999912744533445,18,2.9091247607244883e-06,18,1.0,1,3.0,1
N192_M96,channel_hard,additive,20333024,20,0.09114583333333334,20,0.346875,20,0.7695518121553273,20,0.0,20,0.0078125,20,0.05,20,0.1,20,0.01015625,20,0.011926595052083332,20,0.006887098524305556,20,0.008877061631944443,20,0.004550238715277778,20,0.001241848415798611,20,0.0005948893229166666,20,0.0006745439822052763,20,0.00034517733280984165,20,0.6964398916299738,20,0.6971021473174975,20,0.95,20,1055.0,19,0.9999964365891031,19,3.5638934823515993e-06,19,1.0,1,1.0,1
N192_M96,channel_hard,gain_only,20260826,20,0.09557291666666665,20,0.36302083333333335,20,0.7733184639143758,20,0.0,20,0.26041666666666663,20,1.0,20,20.4,20,0.3236979166666667,20,0.3187544487847223,20,0.31638134765625,20,0.42913151041666664,20,0.4287416449652778,20,0.189955810546875,20,0.18909098307291666,20,0.13948174564350582,20,0.13836268361062745,20,0.34370734569884714,20,0.34816486142432806,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20268848,20,0.09557291666666667,20,0.35677083333333337,20,0.7694395080781383,20,0.0,20,0.2677083333333333,20,1.0,20,20.9,20,0.33645833333333336,20,0.3222073703342014,20,0.3195759006076389,20,0.4304949273003472,20,0.4298015407986111,20,0.19133350965711807,20,0.19017485894097225,20,0.14120426447176132,20,0.13980565159678807,20,0.33788029835381683,20,0.3426893484345132,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20276870,20,0.08645833333333333,20,0.3385416666666667,20,0.7756162600199163,20,0.0,20,0.2697916666666666,20,1.0,20,20.2,20,0.3096354166666667,20,0.31593459743923613,20,0.31336686197916663,20,0.42824831814236103,20,0.4275542534722222,20,0.1892504475911458,20,0.18809098307291666,20,0.13838281862134974,20,0.13702138734989075,20,0.34612622023803286,20,0.3509443537949155,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20284892,20,0.09765625,20,0.3526041666666667,20,0.7668885758547704,20,0.0,20,0.26223958333333336,20,1.0,20,21.15,20,0.3239583333333333,20,0.3230345865885417,20,0.3208291558159722,20,0.4302368706597222,20,0.4299647352430556,20,0.19113803439670138,20,0.19026915147569445,20,0.14124085817886572,20,0.14014936118774157,20,0.3380709691301217,20,0.3424705438909238,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20292914,20,0.09348958333333333,20,0.3536458333333333,20,0.7717259144326144,20,0.0,20,0.27630208333333334,20,1.0,20,20.05,20,0.30364583333333334,20,0.31962048339843757,20,0.3171914605034722,20,0.4291686469184028,20,0.42858669704861113,20,0.1901214599609375,20,0.18907660590277778,20,0.13980796842238147,20,0.13855205045943292,20,0.34271205595564547,20,0.3474894354663691,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20300936,20,0.09166666666666666,20,0.35833333333333334,20,0.7611849153394307,20,0.0,20,0.2752604166666667,20,1.0,20,20.25,20,0.3049479166666667,20,0.3225303412543402,20,0.3206072591145833,20,0.43127498372395834,20,0.43116612413194444,20,0.19208177354600695,20,0.19139501953125,20,0.14184325444691478,20,0.14093502230439775,20,0.3338136316153667,20,0.33760309234608427,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20308958,20,0.09296875000000002,20,0.3713541666666667,20,0.764904291091697,20,0.0,20,0.27109375,20,1.0,20,20.65,20,0.30859375000000006,20,0.32169451226128476,20,0.31924679904513886,20,0.430510986328125,20,0.42993478732638896,20,0.1913852267795139,20,0.19028455946180556,20,0.14116905495473547,20,0.1398542985479695,20,0.336649708275372,20,0.3410545622817669,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20316980,20,0.08411458333333335,20,0.3536458333333333,20,0.7720087926882825,20,0.0,20,0.25729166666666664,20,1.0,20,20.4,20,0.3229166666666667,20,0.3188412272135417,20,0.31656884765625004,20,0.4299014756944445,20,0.4297425130208333,20,0.19067207845052087,20,0.1899850802951389,20,0.14000603906031558,20,0.1390362065990842,20,0.3408161056600457,20,0.34477573282698804,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20325002,20,0.09505208333333334,20,0.3692708333333333,20,0.7660890096086271,20,0.0,20,0.27604166666666663,20,1.0,20,20.0,20,0.3145833333333333,20,0.3225796983506945,20,0.31990635850694443,20,0.43038194444444444,20,0.42955924479166663,20,0.19122771538628472,20,0.19002473958333335,20,0.1412324688838468,20,0.139797944216083,20,0.33744595669846655,20,0.3422455160176433,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,gain_only,20333024,20,0.09114583333333334,20,0.346875,20,0.7695518121553273,20,0.0,20,0.2713541666666667,20,1.0,20,20.9,20,0.3026041666666667,20,0.31953261990017356,20,0.31705349392361115,20,0.4293006456163194,20,0.4288344184027778,20,0.19029443359374998,20,0.18930354817708334,20,0.13992617492830253,20,0.1386892105540363,20,0.34100947460386594,20,0.34562906753011735,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20260826,20,0.09557291666666665,20,0.36302083333333335,20,0.7733184639143758,20,0.0,20,0.2864583333333333,20,1.0,20,20.4,20,0.3223958333333333,20,0.3277828233506944,20,0.32619569227430556,20,0.4313924153645833,20,0.4310001085069445,20,0.19389375813802082,20,0.19324842664930555,20,0.14426984971742154,20,0.1434425557520083,20,0.32696205127926825,20,0.32983534768076556,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20268848,20,0.09557291666666667,20,0.35677083333333337,20,0.7694395080781383,20,0.0,20,0.2885416666666667,20,1.0,20,21.4,20,0.33359374999999997,20,0.3309163953993055,20,0.32949945746527776,20,0.4327096354166667,20,0.4322076822916666,20,0.19509114583333334,20,0.19441026475694445,20,0.14583935579135415,20,0.14502041912599656,20,0.32165119284781724,20,0.3244419784813493,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20276870,20,0.08645833333333333,20,0.3385416666666667,20,0.7756162600199163,20,0.0,20,0.27447916666666666,20,1.0,20,20.5,20,0.3260416666666667,20,0.3253498263888889,20,0.3232197265625,20,0.4309988064236111,20,0.43005381944444443,20,0.19347086588541668,20,0.19233295355902774,20,0.14343271701162924,20,0.1421359740317008,20,0.32877430462103246,20,0.3327056521547703,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20284892,20,0.09765625,20,0.3526041666666667,20,0.7668885758547704,20,0.0,20,0.2861979166666667,20,1.0,20,20.95,20,0.32265625,20,0.3318102213541666,20,0.3306828342013889,20,0.43275927734374997,20,0.43211414930555553,20,0.19521644422743054,20,0.1945251193576389,20,0.14613471396314265,20,0.14537079091212765,20,0.3215469585542411,20,0.32398952065441333,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20292914,20,0.09348958333333333,20,0.3536458333333333,20,0.7717259144326144,20,0.0,20,0.26979166666666665,20,1.0,20,20.8,20,0.3255208333333333,20,0.32936697048611113,20,0.3275113932291666,20,0.43176795789930544,20,0.43100043402777777,20,0.19435700141059026,20,0.19347059461805555,20,0.1449768297117734,20,0.14391520754716905,20,0.32485104133583037,20,0.32794278564778184,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20300936,20,0.09166666666666666,20,0.35833333333333334,20,0.7611849153394307,20,0.0,20,0.28515625000000006,20,1.0,20,20.35,20,0.3234375,20,0.3313513183593749,20,0.3301354709201389,20,0.4333936089409722,20,0.43333539496527773,20,0.19586173502604165,20,0.19540657552083335,20,0.14653123401011797,20,0.14592523331043694,20,0.31766716135799933,20,0.3202685808555851,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20308958,20,0.09296875000000002,20,0.3713541666666667,20,0.764904291091697,20,0.0,20,0.28880208333333335,20,1.0,20,20.35,20,0.3315104166666667,20,0.33029151746961805,20,0.3289142795138889,20,0.4325328504774305,20,0.4320386284722223,20,0.1950881076388889,20,0.1943642578125,20,0.14573621630902225,20,0.14489188220850197,20,0.32075347150973993,20,0.323487041190185,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
N192_M96,channel_hard,pSA,20316980,20,0.08411458333333335,20,0.3536458333333333,20,0.7720087926882825,20,0.0,20,0.28385416666666674,20,1.0,20,21.4,20,0.3341145833333334,20,0.32783352322048603,20,0.3264277886284722,20,0.4319565429687501,20,0.4316884765625,20,0.194434326171875,20,0.1938459201388889,20,0.14467269766313237,20,0.1439375714771618,20,0.3242743948221146,20,0.32698481047617817,20,0.0,20,nan,0,nan,0,nan,0,nan,0,nan,0
