size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,1046,55,55,1532,100,19200,0.05447916666666667,0.55,0.55,15.32,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,523,31,31,673,100,19200,0.027239583333333334,0.31,0.31,6.73,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,133,9,9,131,100,19200,0.006927083333333334,0.09,0.09,1.31,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1137,57,56,1563,100,19200,0.05921875,0.57,0.56,15.63,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,551,32,32,723,100,19200,0.028697916666666667,0.32,0.32,7.23,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,138,8,8,162,100,19200,0.0071875,0.08,0.08,1.62,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,898,46,46,1332,100,19200,0.04677083333333333,0.46,0.46,13.32,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,550,31,29,764,100,19200,0.028645833333333332,0.31,0.29,7.64,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,192,14,13,250,100,19200,0.01,0.14,0.13,2.5,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,1051,52,48,1285,100,19200,0.054739583333333335,0.52,0.48,12.85,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,631,37,36,825,100,19200,0.032864583333333336,0.37,0.36,8.25,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,251,15,14,299,100,19200,0.013072916666666667,0.15,0.14,2.99,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.0,927,51,49,1275,100,19200,0.04828125,0.51,0.49,12.75,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.5,532,28,27,756,100,19200,0.027708333333333335,0.28,0.27,7.56,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,3.0,166,10,9,214,100,19200,0.008645833333333333,0.1,0.09,2.14,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,2.0,1154,62,62,1642,100,19200,0.06010416666666667,0.62,0.62,16.42,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,2.5,517,29,28,699,100,19200,0.026927083333333334,0.29,0.28,6.99,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,3.0,111,9,9,137,100,19200,0.00578125,0.09,0.09,1.37,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,2.0,1121,55,54,1579,100,19200,0.05838541666666667,0.55,0.54,15.79,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,2.5,396,23,23,478,100,19200,0.020625,0.23,0.23,4.78,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,3.0,160,9,8,210,100,19200,0.008333333333333333,0.09,0.08,2.1,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,2.0,1073,53,52,1509,100,19200,0.05588541666666667,0.53,0.52,15.09,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,2.5,667,35,31,833,100,19200,0.03473958333333333,0.35,0.31,8.33,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,3.0,236,14,14,302,100,19200,0.012291666666666666,0.14,0.14,3.02,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,2.0,1055,56,55,1527,100,19200,0.054947916666666666,0.56,0.55,15.27,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,2.5,690,39,39,992,100,19200,0.0359375,0.39,0.39,9.92,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,3.0,183,12,12,223,100,19200,0.00953125,0.12,0.12,2.23,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,2.0,1012,55,55,1452,100,19200,0.052708333333333336,0.55,0.55,14.52,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,2.5,382,24,23,474,100,19200,0.019895833333333335,0.24,0.23,4.74,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
N192_M96,192,96,new_05,new,2026082705,4ea281262c622c70d76661938eab2d916f7694f1bf7dea299149da971f273678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,3.0,249,15,15,329,100,19200,0.01296875,0.15,0.15,3.29,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C05
