stage,alpha,formula_index,formula_generation_seed,formula_sha256,is_satisfiable,kw,rho,trial_index,trial_seed,n_cycles,selected_unsat,best_unsat,final_unsat,selected_unsat_rate,best_unsat_rate,final_unsat_rate,success,convergence_cycle,first_hit_cycle,selected_energy,best_energy
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,39,137018039,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,200,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,40,137018040,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,281,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,41,137018041,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,74,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,42,137018042,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,1194,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,43,137018043,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,110,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,44,137018044,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,468,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,45,137018045,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,342,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,46,137018046,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,554,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,47,137018047,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,177,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,48,137018048,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,57,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,49,137018049,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,240,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,50,137018050,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,227,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,51,137018051,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,101,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,52,137018052,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,205,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,53,137018053,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,158,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,54,137018054,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,368,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,55,137018055,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,419,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,56,137018056,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,182,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,57,137018057,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,173,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,58,137018058,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,792,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,59,137018059,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,361,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,60,137018060,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,800,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,61,137018061,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,505,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,62,137018062,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,122,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,63,137018063,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,345,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,64,137018064,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,157,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,65,137018065,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,556,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,66,137018066,3000,1,1,10,0.0016666666666666668,0.0016666666666666668,0.016666666666666666,0,154,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,67,137018067,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,51,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,68,137018068,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,158,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,69,137018069,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,201,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,70,137018070,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,328,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,71,137018071,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,147,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,72,137018072,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,287,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,73,137018073,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,282,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,74,137018074,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,241,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,75,137018075,3000,1,1,11,0.0016666666666666668,0.0016666666666666668,0.018333333333333333,0,1005,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,76,137018076,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,386,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,77,137018077,3000,1,1,3,0.0016666666666666668,0.0016666666666666668,0.005,0,148,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,78,137018078,3000,1,1,3,0.0016666666666666668,0.0016666666666666668,0.005,0,115,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,79,137018079,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,248,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,80,137018080,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,212,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,81,137018081,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,796,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,82,137018082,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,311,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,83,137018083,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,285,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,84,137018084,3000,1,1,3,0.0016666666666666668,0.0016666666666666668,0.005,0,349,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,85,137018085,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,1149,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,86,137018086,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,424,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,87,137018087,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,95,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,88,137018088,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,571,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,89,137018089,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,732,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,90,137018090,3000,1,1,11,0.0016666666666666668,0.0016666666666666668,0.018333333333333333,0,241,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,91,137018091,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,138,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,92,137018092,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,273,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,93,137018093,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,164,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,94,137018094,3000,1,1,10,0.0016666666666666668,0.0016666666666666668,0.016666666666666666,0,192,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,95,137018095,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,217,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,96,137018096,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,506,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,97,137018097,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,440,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,98,137018098,3000,1,1,3,0.0016666666666666668,0.0016666666666666668,0.005,0,52,,1.0,1.0
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,4.0,0.04,99,137018099,3000,1,1,2,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0,463,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,0,137019000,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,1313,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,1,137019001,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,665,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,2,137019002,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,220,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,3,137019003,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,194,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,4,137019004,3000,1,1,3,0.0016666666666666668,0.0016666666666666668,0.005,0,298,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,5,137019005,3000,2,2,7,0.0033333333333333335,0.0033333333333333335,0.011666666666666667,0,469,,2.0,2.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,6,137019006,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,888,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,7,137019007,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,307,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,8,137019008,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,805,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,9,137019009,3000,0,0,0,0.0,0.0,0.0,1,1967,1967,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,10,137019010,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,1158,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,11,137019011,3000,0,0,0,0.0,0.0,0.0,1,2496,2496,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,12,137019012,3000,0,0,0,0.0,0.0,0.0,1,2688,2688,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,13,137019013,3000,0,0,0,0.0,0.0,0.0,1,678,678,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,14,137019014,3000,0,0,0,0.0,0.0,0.0,1,1663,1663,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,15,137019015,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,614,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,16,137019016,3000,1,1,3,0.0016666666666666668,0.0016666666666666668,0.005,0,1006,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,17,137019017,3000,0,0,0,0.0,0.0,0.0,1,263,263,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,18,137019018,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,1432,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,19,137019019,3000,0,0,0,0.0,0.0,0.0,1,808,808,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,20,137019020,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,1014,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,21,137019021,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,1474,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,22,137019022,3000,1,1,10,0.0016666666666666668,0.0016666666666666668,0.016666666666666666,0,290,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,23,137019023,3000,0,0,0,0.0,0.0,0.0,1,939,939,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,24,137019024,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,740,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,25,137019025,3000,0,0,0,0.0,0.0,0.0,1,1256,1256,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,26,137019026,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,1991,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,27,137019027,3000,0,0,0,0.0,0.0,0.0,1,2327,2327,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,28,137019028,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,403,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,29,137019029,3000,1,1,10,0.0016666666666666668,0.0016666666666666668,0.016666666666666666,0,1296,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,30,137019030,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,1050,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,31,137019031,3000,0,0,0,0.0,0.0,0.0,1,2046,2046,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,32,137019032,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,900,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,33,137019033,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,1153,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,34,137019034,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,2494,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,35,137019035,3000,0,0,0,0.0,0.0,0.0,1,1209,1209,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,36,137019036,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,1827,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,37,137019037,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,2793,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,38,137019038,3000,1,1,11,0.0016666666666666668,0.0016666666666666668,0.018333333333333333,0,731,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,39,137019039,3000,1,1,10,0.0016666666666666668,0.0016666666666666668,0.016666666666666666,0,802,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,40,137019040,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,1703,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,41,137019041,3000,0,0,0,0.0,0.0,0.0,1,526,526,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,42,137019042,3000,1,1,9,0.0016666666666666668,0.0016666666666666668,0.015,0,202,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,43,137019043,3000,0,0,0,0.0,0.0,0.0,1,2124,2124,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,44,137019044,3000,1,1,5,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0,839,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,45,137019045,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,2136,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,46,137019046,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,371,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,47,137019047,3000,1,1,4,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0,586,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,48,137019048,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,1921,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,49,137019049,3000,1,1,6,0.0016666666666666668,0.0016666666666666668,0.01,0,1262,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,50,137019050,3000,0,0,0,0.0,0.0,0.0,1,332,332,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,51,137019051,3000,0,0,0,0.0,0.0,0.0,1,2202,2202,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,52,137019052,3000,0,0,0,0.0,0.0,0.0,1,653,653,0.0,0.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,53,137019053,3000,1,1,11,0.0016666666666666668,0.0016666666666666668,0.018333333333333333,0,1598,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,54,137019054,3000,1,1,8,0.0016666666666666668,0.0016666666666666668,0.013333333333333334,0,286,,1.0,1.0
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,4.0,0.04,55,137019055,3000,1,1,7,0.0016666666666666668,0.0016666666666666668,0.011666666666666667,0,318,,1.0,1.0
