stage,alpha,formula_index,formula_generation_seed,formula_sha256,is_satisfiable,n_variables,n_clauses,kw,rho,n_trials,n_cycles,mean_selected_unsat,mean_selected_unsat_rate,mean_best_unsat,mean_best_unsat_rate,mean_final_unsat,mean_final_unsat_rate,best_trial_unsat,best_trial_unsat_rate,success_rate_sat,mean_convergence_cycle,mean_first_hit_cycle_successful,formula_objective
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,8.0,0.02,100,3000,0.46,0.0007666666666666667,0.46,0.0007666666666666667,1.65,0.00275,0,0.0,0.55,906.01,1132.5272727272727,-0.053931330000000006
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,8.0,0.02,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,437.54,437.54,-0.09985415333333333
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,8.0,0.02,100,3000,0.76,0.0012666666666666666,0.76,0.0012666666666666666,2.54,0.004233333333333334,0,0.0,0.24,467.28,880.1666666666666,-0.022577573333333333
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,8.0,0.02,100,3000,2.17,0.0036166666666666665,2.17,0.0036166666666666665,4.5,0.0075,2,0.0033333333333333335,,837.85,,0.004729283333333333
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,8.0,0.02,100,3000,0.98,0.0016333333333333332,0.98,0.0016333333333333332,3.8,0.006333333333333333,0,0.0,0.02,330.93,586.5,-0.0002563566666666668
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,8.0,0.02,100,3000,1.21,0.0020166666666666666,1.21,0.0020166666666666666,3.54,0.0059,1,0.0016666666666666668,,982.76,,0.00276092
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,8.0,0.02,100,3000,0.84,0.0014,0.84,0.0014,3.1,0.005166666666666667,0,0.0,0.16,285.06,1263.125,-0.01450498
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,8.0,0.02,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,111.45,111.45,-0.09996285
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,8.0,0.02,100,3000,0.07,0.00011666666666666668,0.07,0.00011666666666666668,0.21,0.00035,0,0.0,0.93,754.99,766.0645161290323,-0.09263167000000001
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,8.0,0.02,100,3000,1.53,0.00255,1.53,0.00255,3.88,0.006466666666666667,1,0.0016666666666666668,,585.56,,0.0031618533333333337
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,8.0,0.02,100,3000,2.14,0.0035666666666666668,2.14,0.0035666666666666668,4.71,0.00785,2,0.0033333333333333335,,941.81,,0.0047139366666666665
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,8.0,0.04,100,3000,0.12,0.00019999999999999998,0.12,0.00019999999999999998,0.46,0.0007666666666666667,0,0.0,0.88,795.18,838.6704545454545,-0.08753494
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,8.0,0.04,100,3000,2.48,0.0041333333333333335,2.48,0.0041333333333333335,5.53,0.009216666666666666,2,0.0033333333333333335,,692.64,,0.005197546666666667
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,8.0,0.04,100,3000,2.38,0.003966666666666666,2.38,0.003966666666666666,5.55,0.00925,2,0.0033333333333333335,,372.49,,0.004924163333333333
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,8.0,0.04,100,3000,1.77,0.00295,1.77,0.00295,4.69,0.007816666666666668,1,0.0016666666666666668,,952.5,,0.0036841666666666668
A,1.2,4,9712,1136a3e30b479506765af8d183d1e027ee45abfa48525e78d8cbcc4b7c7337d5,False,500,600,8.0,0.04,100,3000,2.05,0.0034166666666666664,2.05,0.0034166666666666664,5.1,0.008499999999999999,1,0.0016666666666666668,,725.45,,0.00407515
A,1.2,5,11715,14543b9f6b7ade3455cd172c107f42b6368fbcdbbd1c821c6a6741731dc999bb,True,500,600,8.0,0.04,100,3000,0.52,0.0008666666666666667,0.52,0.0008666666666666667,2.05,0.0034166666666666664,0,0.0,0.48,566.03,796.1875,-0.04694465666666667
A,1.2,6,13718,46636fa878f018a3a4254af5ba92a0a1ab3155960a91c43744de2d8c78df03f5,True,500,600,8.0,0.04,100,3000,0.3,0.0005,0.3,0.0005,1.24,0.0020666666666666667,0,0.0,0.7,930.72,1200.4,-0.06918975999999999
A,1.2,7,15721,68250a298d025f889db3dcc95f417ef7bcef2a6a7e93deec39af39648ec359b0,False,500,600,8.0,0.04,100,3000,3.54,0.0059,3.54,0.0059,6.0,0.01,3,0.005,,652.3,,0.007367433333333334
A,1.2,8,17724,049ae08fa4cba4b924929611ad2e498a9ee291c356920097338b16d4526a6dd9,True,500,600,8.0,0.04,100,3000,0.42,0.0007,0.42,0.0007,1.42,0.0023666666666666667,0,0.0,0.6,956.78,1211.5333333333333,-0.058981073333333335
A,1.2,9,19727,d5f82f16d0b7213e8e2f02ed43ca07d06f3892cbff83b3d81592596852252bbf,False,500,600,8.0,0.04,100,3000,1.51,0.0025166666666666666,1.51,0.0025166666666666666,4.02,0.006699999999999999,1,0.0016666666666666668,,1013.55,,0.0032711833333333336
A,1.2,10,21730,d344cd79ba6f51e737dbe5ff4b556389b928e7085bd5ee9ae9ddc3334372a7f3,False,500,600,8.0,0.04,100,3000,2.87,0.004783333333333334,2.87,0.004783333333333334,5.44,0.009066666666666667,2,0.0033333333333333335,,1125.72,,0.005991906666666667
A,1.2,11,23733,3bba770c518f7e188e93ed9f84338f94582857feeee5deb1b08f45b4d3494325,False,500,600,8.0,0.04,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.13,0.006883333333333333,1,0.0016666666666666668,,407.16,,0.0022190533333333335
A,1.2,12,25736,ed09258602005c277e7faaabf77244f736681e8e94cfc2b99dfb414735263b1f,True,500,600,8.0,0.04,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,235.79,235.79,-0.09992140333333334
A,1.2,13,27739,5358efb19444e9ca1337e6a91cac0a0bf19f0ba41f94a8206eb8d4b1c5c7f667,False,500,600,8.0,0.04,100,3000,2.37,0.00395,2.37,0.00395,5.62,0.009366666666666667,2,0.0033333333333333335,,679.96,,0.005009986666666667
A,1.2,14,29742,70044a0a96d5238e57f750b24ae3f8095e82b3c8e1597a9bb56d17aad082b75d,False,500,600,8.0,0.04,100,3000,1.64,0.0027333333333333333,1.64,0.0027333333333333333,4.8,0.008,1,0.0016666666666666668,,417.36,,0.00328912
A,1.2,15,31745,3e7878f410def7d62f3dd65ddc530b8cda7bf923e8974170752484b08bc1611c,False,500,600,8.0,0.04,100,3000,1.11,0.00185,1.11,0.00185,3.5,0.005833333333333334,1,0.0016666666666666668,,748.19,,0.0025160633333333334
A,1.2,16,33748,651f6d237eb3f6c3c19c627b8f42e468443477ff75012b18d2c14fbbfd2c2edf,True,500,600,8.0,0.04,100,3000,0.98,0.0016333333333333332,0.98,0.0016333333333333332,3.54,0.0059,0,0.0,0.03,275.46,409.0,-0.0012748466666666668
A,1.2,17,35751,df751b4a39788cd788947a4faf6dad7b2d2a191912bdc7f5a2a5d932b755cbc1,False,500,600,8.0,0.04,100,3000,2.0,0.0033333333333333335,2.0,0.0033333333333333335,5.11,0.008516666666666667,2,0.0033333333333333335,,480.32,,0.004326773333333333
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,500,600,8.0,0.04,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.24,0.007066666666666667,1,0.0016666666666666668,,206.21,,0.00215207
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,8.0,0.04,100,3000,0.41,0.0006833333333333333,0.41,0.0006833333333333333,1.62,0.0027,0,0.0,0.59,1088.11,1271.4915254237287,-0.05795396333333333
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,8.0,0.04,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,458.14,458.14,-0.09984728666666667
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,8.0,0.04,100,3000,0.75,0.00125,0.75,0.00125,2.52,0.0042,0,0.0,0.25,493.85,969.96,-0.023585383333333335
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,8.0,0.04,100,3000,2.17,0.0036166666666666665,2.17,0.0036166666666666665,4.64,0.0077333333333333325,2,0.0033333333333333335,,849.89,,0.004733296666666667
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,8.0,0.04,100,3000,0.98,0.0016333333333333332,0.98,0.0016333333333333332,3.89,0.006483333333333333,0,0.0,0.02,342.97,586.5,-0.0002523433333333335
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,8.0,0.04,100,3000,1.22,0.002033333333333333,1.22,0.002033333333333333,3.58,0.005966666666666667,1,0.0016666666666666668,,981.32,,0.0027771066666666664
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,8.0,0.04,100,3000,0.85,0.0014166666666666666,0.85,0.0014166666666666666,3.2,0.005333333333333334,0,0.0,0.15,265.88,1142.6,-0.013494706666666667
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,8.0,0.04,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,122.28,122.28,-0.09995924
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,8.0,0.04,100,3000,0.05,8.333333333333334e-05,0.05,8.333333333333334e-05,0.08,0.00013333333333333334,0,0.0,0.95,767.6,778.2631578947369,-0.0946608
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,8.0,0.04,100,3000,1.59,0.00265,1.59,0.00265,3.99,0.0066500000000000005,1,0.0016666666666666668,,558.55,,0.0032528500000000003
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,8.0,0.04,100,3000,2.14,0.0035666666666666668,2.14,0.0035666666666666668,4.65,0.007750000000000001,2,0.0033333333333333335,,862.24,,0.004687413333333334
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,8.0,0.06,100,3000,0.12,0.00019999999999999998,0.12,0.00019999999999999998,0.49,0.0008166666666666666,0,0.0,0.88,837.9,887.3522727272727,-0.0875207
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,8.0,0.06,100,3000,2.44,0.004066666666666666,2.44,0.004066666666666666,5.64,0.009399999999999999,2,0.0033333333333333335,,756.5,,0.005152166666666667
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,8.0,0.06,100,3000,2.43,0.004050000000000001,2.43,0.004050000000000001,5.62,0.009366666666666667,2,0.0033333333333333335,,322.55,,0.004990850000000001
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,8.0,0.06,100,3000,1.82,0.0030333333333333336,1.82,0.0030333333333333336,4.9,0.008166666666666668,1,0.0016666666666666668,,887.59,,0.003745863333333334
A,1.2,4,9712,1136a3e30b479506765af8d183d1e027ee45abfa48525e78d8cbcc4b7c7337d5,False,500,600,8.0,0.06,100,3000,2.1,0.0035,2.1,0.0035,5.38,0.008966666666666666,1,0.0016666666666666668,,607.14,,0.004119046666666667
A,1.2,5,11715,14543b9f6b7ade3455cd172c107f42b6368fbcdbbd1c821c6a6741731dc999bb,True,500,600,8.0,0.06,100,3000,0.5,0.0008333333333333334,0.5,0.0008333333333333334,2.07,0.00345,0,0.0,0.5,624.62,906.66,-0.04895846
A,1.2,6,13718,46636fa878f018a3a4254af5ba92a0a1ab3155960a91c43744de2d8c78df03f5,True,500,600,8.0,0.06,100,3000,0.31,0.0005166666666666667,0.31,0.0005166666666666667,1.25,0.0020833333333333333,0,0.0,0.69,967.55,1253.608695652174,-0.06816081666666667
A,1.2,7,15721,68250a298d025f889db3dcc95f417ef7bcef2a6a7e93deec39af39648ec359b0,False,500,600,8.0,0.06,100,3000,3.49,0.005816666666666667,3.49,0.005816666666666667,6.08,0.010133333333333333,3,0.005,,680.7,,0.007293566666666668
A,1.2,8,17724,049ae08fa4cba4b924929611ad2e498a9ee291c356920097338b16d4526a6dd9,True,500,600,8.0,0.06,100,3000,0.46,0.0007666666666666667,0.46,0.0007666666666666667,1.48,0.0024666666666666665,0,0.0,0.6,973.39,1215.2,-0.05890887
A,1.2,9,19727,d5f82f16d0b7213e8e2f02ed43ca07d06f3892cbff83b3d81592596852252bbf,False,500,600,8.0,0.06,100,3000,1.53,0.00255,1.53,0.00255,4.04,0.006733333333333333,1,0.0016666666666666668,,990.22,,0.0032967400000000003
A,1.2,10,21730,d344cd79ba6f51e737dbe5ff4b556389b928e7085bd5ee9ae9ddc3334372a7f3,False,500,600,8.0,0.06,100,3000,2.88,0.0048,2.88,0.0048,5.58,0.009300000000000001,2,0.0033333333333333335,,1015.78,,0.005971926666666666
A,1.2,11,23733,3bba770c518f7e188e93ed9f84338f94582857feeee5deb1b08f45b4d3494325,False,500,600,8.0,0.06,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.17,0.00695,1,0.0016666666666666668,,335.5,,0.0021951666666666664
A,1.2,12,25736,ed09258602005c277e7faaabf77244f736681e8e94cfc2b99dfb414735263b1f,True,500,600,8.0,0.06,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,231.13,231.13,-0.09992295666666667
A,1.2,13,27739,5358efb19444e9ca1337e6a91cac0a0bf19f0ba41f94a8206eb8d4b1c5c7f667,False,500,600,8.0,0.06,100,3000,2.42,0.004033333333333333,2.42,0.004033333333333333,5.69,0.009483333333333333,2,0.0033333333333333335,,639.2,,0.0050797333333333335
A,1.2,14,29742,70044a0a96d5238e57f750b24ae3f8095e82b3c8e1597a9bb56d17aad082b75d,False,500,600,8.0,0.06,100,3000,1.69,0.0028166666666666665,1.69,0.0028166666666666665,4.79,0.007983333333333334,1,0.0016666666666666668,,379.65,,0.0033598833333333333
A,1.2,15,31745,3e7878f410def7d62f3dd65ddc530b8cda7bf923e8974170752484b08bc1611c,False,500,600,8.0,0.06,100,3000,1.09,0.0018166666666666667,1.09,0.0018166666666666667,3.58,0.005966666666666667,1,0.0016666666666666668,,786.08,,0.00249536
A,1.2,16,33748,651f6d237eb3f6c3c19c627b8f42e468443477ff75012b18d2c14fbbfd2c2edf,True,500,600,8.0,0.06,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,3.67,0.006116666666666667,0,0.0,0.01,281.83,478.0,0.0007606100000000001
A,1.2,17,35751,df751b4a39788cd788947a4faf6dad7b2d2a191912bdc7f5a2a5d932b755cbc1,False,500,600,8.0,0.06,100,3000,2.0,0.0033333333333333335,2.0,0.0033333333333333335,5.25,0.00875,2,0.0033333333333333335,,493.78,,0.00433126
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,500,600,8.0,0.06,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.46,0.0074333333333333335,1,0.0016666666666666668,,226.92,,0.0021589733333333334
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,8.0,0.06,100,3000,0.46,0.0007666666666666667,0.46,0.0007666666666666667,1.8,0.003,0,0.0,0.57,949.28,1061.4035087719299,-0.05591690666666666
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,8.0,0.06,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,456.07,456.07,-0.09984797666666667
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,8.0,0.06,100,3000,0.73,0.0012166666666666667,0.73,0.0012166666666666667,2.52,0.0042,0,0.0,0.27,487.14,895.1851851851852,-0.025620953333333335
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,8.0,0.06,100,3000,2.24,0.0037333333333333337,2.24,0.0037333333333333337,4.75,0.007916666666666667,2,0.0033333333333333335,,786.01,,0.00482867
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,8.0,0.06,100,3000,0.98,0.0016333333333333332,0.98,0.0016333333333333332,4.05,0.00675,0,0.0,0.02,381.19,1481.5,-0.0002396033333333335
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,8.0,0.06,100,3000,1.26,0.0021,1.26,0.0021,3.56,0.005933333333333333,1,0.0016666666666666668,,860.39,,0.002803463333333333
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,8.0,0.06,100,3000,0.84,0.0014,0.84,0.0014,3.34,0.005566666666666667,0,0.0,0.16,281.38,1203.3125,-0.014506206666666667
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,8.0,0.06,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,125.39,125.39,-0.09995820333333334
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,8.0,0.06,100,3000,0.05,8.333333333333334e-05,0.05,8.333333333333334e-05,0.13,0.00021666666666666668,0,0.0,0.95,756.16,769.421052631579,-0.09466461333333333
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,8.0,0.06,100,3000,1.61,0.0026833333333333336,1.61,0.0026833333333333336,4.04,0.006733333333333333,1,0.0016666666666666668,,579.33,,0.00329311
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,8.0,0.06,100,3000,2.14,0.0035666666666666668,2.14,0.0035666666666666668,4.74,0.0079,2,0.0033333333333333335,,937.59,,0.00471253
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,8.0,0.08,100,3000,0.13,0.00021666666666666668,0.13,0.00021666666666666668,0.47,0.0007833333333333333,0,0.0,0.87,858.22,899.2758620689655,-0.08649726
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,8.0,0.08,100,3000,2.44,0.004066666666666666,2.44,0.004066666666666666,5.75,0.009583333333333333,2,0.0033333333333333335,,710.21,,0.005136736666666667
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,8.0,0.08,100,3000,2.41,0.004016666666666667,2.41,0.004016666666666667,5.63,0.009383333333333334,2,0.0033333333333333335,,358.6,,0.004969533333333333
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,8.0,0.08,100,3000,1.77,0.00295,1.77,0.00295,4.8,0.008,1,0.0016666666666666668,,904.89,,0.003668296666666667
A,1.2,4,9712,1136a3e30b479506765af8d183d1e027ee45abfa48525e78d8cbcc4b7c7337d5,False,500,600,8.0,0.08,100,3000,2.1,0.0035,2.1,0.0035,5.52,0.0092,1,0.0016666666666666668,,609.57,,0.004119856666666666
A,1.2,5,11715,14543b9f6b7ade3455cd172c107f42b6368fbcdbbd1c821c6a6741731dc999bb,True,500,600,8.0,0.08,100,3000,0.58,0.0009666666666666666,0.58,0.0009666666666666666,2.47,0.004116666666666667,0,0.0,0.42,509.2,764.6190476190476,-0.04086360000000001
A,1.2,6,13718,46636fa878f018a3a4254af5ba92a0a1ab3155960a91c43744de2d8c78df03f5,True,500,600,8.0,0.08,100,3000,0.36,0.0006,0.36,0.0006,1.58,0.0026333333333333334,0,0.0,0.64,929.06,1284.65625,-0.06309031333333333
A,1.2,7,15721,68250a298d025f889db3dcc95f417ef7bcef2a6a7e93deec39af39648ec359b0,False,500,600,8.0,0.08,100,3000,3.48,0.0058,3.48,0.0058,6.02,0.010033333333333333,3,0.005,,650.69,,0.0072668966666666664
A,1.2,8,17724,049ae08fa4cba4b924929611ad2e498a9ee291c356920097338b16d4526a6dd9,True,500,600,8.0,0.08,100,3000,0.45,0.00075,0.45,0.00075,1.59,0.00265,0,0.0,0.58,960.52,1077.6896551724137,-0.05692982666666666
A,1.2,9,19727,d5f82f16d0b7213e8e2f02ed43ca07d06f3892cbff83b3d81592596852252bbf,False,500,600,8.0,0.08,100,3000,1.56,0.0026,1.56,0.0026,4.29,0.00715,1,0.0016666666666666668,,848.31,,0.0032994366666666665
A,1.2,10,21730,d344cd79ba6f51e737dbe5ff4b556389b928e7085bd5ee9ae9ddc3334372a7f3,False,500,600,8.0,0.08,100,3000,2.9,0.004833333333333334,2.9,0.004833333333333334,5.72,0.009533333333333333,2,0.0033333333333333335,,1043.75,,0.006014583333333334
A,1.2,11,23733,3bba770c518f7e188e93ed9f84338f94582857feeee5deb1b08f45b4d3494325,False,500,600,8.0,0.08,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.45,0.007416666666666667,1,0.0016666666666666668,,379.97,,0.00220999
A,1.2,12,25736,ed09258602005c277e7faaabf77244f736681e8e94cfc2b99dfb414735263b1f,True,500,600,8.0,0.08,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,251.55,251.55,-0.09991615000000001
A,1.2,13,27739,5358efb19444e9ca1337e6a91cac0a0bf19f0ba41f94a8206eb8d4b1c5c7f667,False,500,600,8.0,0.08,100,3000,2.45,0.004083333333333334,2.45,0.004083333333333334,5.85,0.00975,2,0.0033333333333333335,,693.79,,0.00514793
A,1.2,14,29742,70044a0a96d5238e57f750b24ae3f8095e82b3c8e1597a9bb56d17aad082b75d,False,500,600,8.0,0.08,100,3000,1.78,0.0029666666666666665,1.78,0.0029666666666666665,5.08,0.008466666666666667,1,0.0016666666666666668,,299.0,,0.003483
A,1.2,15,31745,3e7878f410def7d62f3dd65ddc530b8cda7bf923e8974170752484b08bc1611c,False,500,600,8.0,0.08,100,3000,1.09,0.0018166666666666667,1.09,0.0018166666666666667,3.79,0.006316666666666667,1,0.0016666666666666668,,745.11,,0.002481703333333333
A,1.2,16,33748,651f6d237eb3f6c3c19c627b8f42e468443477ff75012b18d2c14fbbfd2c2edf,True,500,600,8.0,0.08,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,3.71,0.006183333333333333,0,0.0,0.01,318.93,2272.0,0.0007729766666666667
A,1.2,17,35751,df751b4a39788cd788947a4faf6dad7b2d2a191912bdc7f5a2a5d932b755cbc1,False,500,600,8.0,0.08,100,3000,2.02,0.0033666666666666667,2.02,0.0033666666666666667,5.31,0.008849999999999998,2,0.0033333333333333335,,480.09,,0.00436003
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,500,600,8.0,0.08,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.57,0.007616666666666667,1,0.0016666666666666668,,224.57,,0.00215819
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,8.0,0.08,100,3000,0.45,0.00075,0.45,0.00075,1.74,0.0029,0,0.0,0.6,1055.72,1240.6166666666666,-0.05889809333333333
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,8.0,0.08,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,454.98,454.98,-0.09984834000000001
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,8.0,0.08,100,3000,0.71,0.0011833333333333333,0.71,0.0011833333333333333,2.55,0.0042499999999999994,0,0.0,0.29,513.6,909.7241379310345,-0.027645466666666663
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,8.0,0.08,100,3000,2.23,0.0037166666666666667,2.23,0.0037166666666666667,4.97,0.008283333333333334,2,0.0033333333333333335,,823.69,,0.004824563333333334
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,8.0,0.08,100,3000,0.99,0.00165,0.99,0.00165,4.17,0.00695,0,0.0,0.01,384.63,2700.0,0.00077821
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,8.0,0.08,100,3000,1.25,0.0020833333333333333,1.25,0.0020833333333333333,3.62,0.006033333333333333,1,0.0016666666666666668,,934.89,,0.00281163
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,8.0,0.08,100,3000,0.82,0.0013666666666666666,0.82,0.0013666666666666666,3.36,0.0056,0,0.0,0.18,329.79,1275.7777777777778,-0.016523403333333332
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,8.0,0.08,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,136.5,136.5,-0.0999545
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,8.0,0.08,100,3000,0.03,4.9999999999999996e-05,0.03,4.9999999999999996e-05,0.08,0.00013333333333333334,0,0.0,0.97,786.98,800.7835051546392,-0.09668767333333333
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,8.0,0.08,100,3000,1.55,0.0025833333333333333,1.55,0.0025833333333333333,4.23,0.007050000000000001,1,0.0016666666666666668,,654.85,,0.0032182833333333333
