stage,alpha,formula_index,formula_generation_seed,formula_sha256,is_satisfiable,n_variables,n_clauses,kw,rho,n_trials,n_cycles,mean_selected_unsat,mean_selected_unsat_rate,mean_best_unsat,mean_best_unsat_rate,mean_final_unsat,mean_final_unsat_rate,best_trial_unsat,best_trial_unsat_rate,success_rate_sat,mean_convergence_cycle,mean_first_hit_cycle_successful,formula_objective
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,12.0,0.04,100,3000,0.86,0.0014333333333333333,0.86,0.0014333333333333333,3.22,0.005366666666666667,0,0.0,0.14,250.33,1109.142857142857,-0.012483223333333335
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,12.0,0.04,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,121.77,121.77,-0.09995941000000001
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,12.0,0.04,100,3000,0.04,6.666666666666667e-05,0.04,6.666666666666667e-05,0.06,9.999999999999999e-05,0,0.0,0.96,787.91,796.7083333333334,-0.09567069666666667
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,12.0,0.04,100,3000,1.59,0.00265,1.59,0.00265,3.98,0.006633333333333333,1,0.0016666666666666668,,562.55,,0.0032541833333333335
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,12.0,0.04,100,3000,2.14,0.0035666666666666668,2.14,0.0035666666666666668,4.59,0.00765,2,0.0033333333333333335,,862.24,,0.004687413333333334
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,12.0,0.06,100,3000,0.12,0.00019999999999999998,0.12,0.00019999999999999998,0.49,0.0008166666666666666,0,0.0,0.88,837.53,886.9318181818181,-0.08752082333333333
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,12.0,0.06,100,3000,2.44,0.004066666666666666,2.44,0.004066666666666666,5.61,0.00935,2,0.0033333333333333335,,791.76,,0.00516392
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,12.0,0.06,100,3000,2.43,0.004050000000000001,2.43,0.004050000000000001,5.59,0.009316666666666666,2,0.0033333333333333335,,322.55,,0.004990850000000001
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,12.0,0.06,100,3000,1.82,0.0030333333333333336,1.82,0.0030333333333333336,4.83,0.00805,1,0.0016666666666666668,,866.72,,0.003738906666666667
A,1.2,4,9712,1136a3e30b479506765af8d183d1e027ee45abfa48525e78d8cbcc4b7c7337d5,False,500,600,12.0,0.06,100,3000,2.12,0.0035333333333333336,2.12,0.0035333333333333336,5.38,0.008966666666666666,1,0.0016666666666666668,,579.28,,0.004143093333333334
A,1.2,5,11715,14543b9f6b7ade3455cd172c107f42b6368fbcdbbd1c821c6a6741731dc999bb,True,500,600,12.0,0.06,100,3000,0.51,0.0008500000000000001,0.51,0.0008500000000000001,2.08,0.003466666666666667,0,0.0,0.49,620.0,905.0408163265306,-0.04794333333333333
A,1.2,6,13718,46636fa878f018a3a4254af5ba92a0a1ab3155960a91c43744de2d8c78df03f5,True,500,600,12.0,0.06,100,3000,0.33,0.00055,0.33,0.00055,1.32,0.0022,0,0.0,0.67,933.8,1234.1940298507463,-0.06613873333333334
A,1.2,7,15721,68250a298d025f889db3dcc95f417ef7bcef2a6a7e93deec39af39648ec359b0,False,500,600,12.0,0.06,100,3000,3.49,0.005816666666666667,3.49,0.005816666666666667,6.05,0.010083333333333333,3,0.005,,679.23,,0.007293076666666667
A,1.2,8,17724,049ae08fa4cba4b924929611ad2e498a9ee291c356920097338b16d4526a6dd9,True,500,600,12.0,0.06,100,3000,0.48,0.0007999999999999999,0.48,0.0007999999999999999,1.54,0.0025666666666666667,0,0.0,0.58,937.69,1165.155172413793,-0.05688743666666666
A,1.2,9,19727,d5f82f16d0b7213e8e2f02ed43ca07d06f3892cbff83b3d81592596852252bbf,False,500,600,12.0,0.06,100,3000,1.55,0.0025833333333333333,1.55,0.0025833333333333333,4.07,0.006783333333333334,1,0.0016666666666666668,,934.59,,0.00331153
A,1.2,10,21730,d344cd79ba6f51e737dbe5ff4b556389b928e7085bd5ee9ae9ddc3334372a7f3,False,500,600,12.0,0.06,100,3000,2.89,0.004816666666666667,2.89,0.004816666666666667,5.56,0.009266666666666666,2,0.0033333333333333335,,1020.48,,0.0059901600000000004
A,1.2,11,23733,3bba770c518f7e188e93ed9f84338f94582857feeee5deb1b08f45b4d3494325,False,500,600,12.0,0.06,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.19,0.006983333333333334,1,0.0016666666666666668,,350.47,,0.0022001566666666667
A,1.2,12,25736,ed09258602005c277e7faaabf77244f736681e8e94cfc2b99dfb414735263b1f,True,500,600,12.0,0.06,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,231.01,231.01,-0.09992299666666667
A,1.2,13,27739,5358efb19444e9ca1337e6a91cac0a0bf19f0ba41f94a8206eb8d4b1c5c7f667,False,500,600,12.0,0.06,100,3000,2.41,0.004016666666666667,2.41,0.004016666666666667,5.7,0.0095,2,0.0033333333333333335,,643.02,,0.0050643400000000005
A,1.2,14,29742,70044a0a96d5238e57f750b24ae3f8095e82b3c8e1597a9bb56d17aad082b75d,False,500,600,12.0,0.06,100,3000,1.69,0.0028166666666666665,1.69,0.0028166666666666665,4.78,0.007966666666666667,1,0.0016666666666666668,,378.72,,0.0033595733333333334
A,1.2,15,31745,3e7878f410def7d62f3dd65ddc530b8cda7bf923e8974170752484b08bc1611c,False,500,600,12.0,0.06,100,3000,1.09,0.0018166666666666667,1.09,0.0018166666666666667,3.55,0.005916666666666666,1,0.0016666666666666668,,786.55,,0.0024955166666666665
A,1.2,16,33748,651f6d237eb3f6c3c19c627b8f42e468443477ff75012b18d2c14fbbfd2c2edf,True,500,600,12.0,0.06,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,3.67,0.006116666666666667,0,0.0,0.01,281.83,478.0,0.0007606100000000001
A,1.2,17,35751,df751b4a39788cd788947a4faf6dad7b2d2a191912bdc7f5a2a5d932b755cbc1,False,500,600,12.0,0.06,100,3000,2.0,0.0033333333333333335,2.0,0.0033333333333333335,5.22,0.0087,2,0.0033333333333333335,,515.77,,0.00433859
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,500,600,12.0,0.06,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.46,0.0074333333333333335,1,0.0016666666666666668,,226.41,,0.002158803333333333
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,12.0,0.06,100,3000,0.46,0.0007666666666666667,0.46,0.0007666666666666667,1.76,0.0029333333333333334,0,0.0,0.57,947.14,1066.3157894736842,-0.055917619999999994
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,12.0,0.06,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,461.24,461.24,-0.09984625333333334
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,12.0,0.06,100,3000,0.73,0.0012166666666666667,0.73,0.0012166666666666667,2.5,0.004166666666666667,0,0.0,0.27,487.14,895.1851851851852,-0.025620953333333335
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,12.0,0.06,100,3000,2.24,0.0037333333333333337,2.24,0.0037333333333333337,4.73,0.007883333333333334,2,0.0033333333333333335,,785.72,,0.004828573333333333
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,12.0,0.06,100,3000,0.98,0.0016333333333333332,0.98,0.0016333333333333332,4.05,0.00675,0,0.0,0.02,383.33,1481.5,-0.00023889000000000017
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,12.0,0.06,100,3000,1.27,0.002116666666666667,1.27,0.002116666666666667,3.54,0.0059,1,0.0016666666666666668,,874.13,,0.0028247100000000002
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,12.0,0.06,100,3000,0.84,0.0014,0.84,0.0014,3.33,0.00555,0,0.0,0.16,280.65,1203.3125,-0.01450645
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,12.0,0.06,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,124.91,124.91,-0.09995836333333334
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,12.0,0.06,100,3000,0.05,8.333333333333334e-05,0.05,8.333333333333334e-05,0.13,0.00021666666666666668,0,0.0,0.95,754.57,767.7473684210527,-0.09466514333333333
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,12.0,0.06,100,3000,1.61,0.0026833333333333336,1.61,0.0026833333333333336,4.05,0.00675,1,0.0016666666666666668,,593.18,,0.003297726666666667
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,12.0,0.06,100,3000,2.14,0.0035666666666666668,2.14,0.0035666666666666668,4.72,0.007866666666666666,2,0.0033333333333333335,,937.59,,0.00471253
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,12.0,0.08,100,3000,0.13,0.00021666666666666668,0.13,0.00021666666666666668,0.47,0.0007833333333333333,0,0.0,0.87,858.22,899.2758620689655,-0.08649726
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,12.0,0.08,100,3000,2.45,0.004083333333333334,2.45,0.004083333333333334,5.73,0.009550000000000001,2,0.0033333333333333335,,705.54,,0.005151846666666667
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,12.0,0.08,100,3000,2.41,0.004016666666666667,2.41,0.004016666666666667,5.61,0.00935,2,0.0033333333333333335,,358.6,,0.004969533333333333
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,12.0,0.08,100,3000,1.77,0.00295,1.77,0.00295,4.77,0.007949999999999999,1,0.0016666666666666668,,897.17,,0.0036657233333333332
A,1.2,4,9712,1136a3e30b479506765af8d183d1e027ee45abfa48525e78d8cbcc4b7c7337d5,False,500,600,12.0,0.08,100,3000,2.11,0.0035166666666666666,2.11,0.0035166666666666666,5.5,0.009166666666666667,1,0.0016666666666666668,,595.31,,0.00413177
A,1.2,5,11715,14543b9f6b7ade3455cd172c107f42b6368fbcdbbd1c821c6a6741731dc999bb,True,500,600,12.0,0.08,100,3000,0.57,0.0009499999999999999,0.57,0.0009499999999999999,2.42,0.004033333333333333,0,0.0,0.43,523.98,798.5116279069767,-0.041875340000000004
A,1.2,6,13718,46636fa878f018a3a4254af5ba92a0a1ab3155960a91c43744de2d8c78df03f5,True,500,600,12.0,0.08,100,3000,0.36,0.0006,0.36,0.0006,1.58,0.0026333333333333334,0,0.0,0.64,928.6,1284.375,-0.06309046666666666
A,1.2,7,15721,68250a298d025f889db3dcc95f417ef7bcef2a6a7e93deec39af39648ec359b0,False,500,600,12.0,0.08,100,3000,3.48,0.0058,3.48,0.0058,6.01,0.010016666666666667,3,0.005,,650.12,,0.007266706666666667
A,1.2,8,17724,049ae08fa4cba4b924929611ad2e498a9ee291c356920097338b16d4526a6dd9,True,500,600,12.0,0.08,100,3000,0.45,0.00075,0.45,0.00075,1.58,0.0026333333333333334,0,0.0,0.58,970.87,1069.948275862069,-0.05692637666666666
A,1.2,9,19727,d5f82f16d0b7213e8e2f02ed43ca07d06f3892cbff83b3d81592596852252bbf,False,500,600,12.0,0.08,100,3000,1.55,0.0025833333333333333,1.55,0.0025833333333333333,4.25,0.007083333333333333,1,0.0016666666666666668,,864.59,,0.0032881966666666665
A,1.2,10,21730,d344cd79ba6f51e737dbe5ff4b556389b928e7085bd5ee9ae9ddc3334372a7f3,False,500,600,12.0,0.08,100,3000,2.91,0.00485,2.91,0.00485,5.7,0.0095,2,0.0033333333333333335,,1024.13,,0.00602471
A,1.2,11,23733,3bba770c518f7e188e93ed9f84338f94582857feeee5deb1b08f45b4d3494325,False,500,600,12.0,0.08,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.46,0.0074333333333333335,1,0.0016666666666666668,,394.54,,0.0022148466666666667
A,1.2,12,25736,ed09258602005c277e7faaabf77244f736681e8e94cfc2b99dfb414735263b1f,True,500,600,12.0,0.08,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,250.51,250.51,-0.09991649666666667
A,1.2,13,27739,5358efb19444e9ca1337e6a91cac0a0bf19f0ba41f94a8206eb8d4b1c5c7f667,False,500,600,12.0,0.08,100,3000,2.45,0.004083333333333334,2.45,0.004083333333333334,5.84,0.009733333333333333,2,0.0033333333333333335,,699.5,,0.005149833333333334
A,1.2,14,29742,70044a0a96d5238e57f750b24ae3f8095e82b3c8e1597a9bb56d17aad082b75d,False,500,600,12.0,0.08,100,3000,1.77,0.00295,1.77,0.00295,5.06,0.008433333333333333,1,0.0016666666666666668,,322.16,,0.0034740533333333335
A,1.2,15,31745,3e7878f410def7d62f3dd65ddc530b8cda7bf923e8974170752484b08bc1611c,False,500,600,12.0,0.08,100,3000,1.09,0.0018166666666666667,1.09,0.0018166666666666667,3.77,0.0062833333333333335,1,0.0016666666666666668,,744.28,,0.0024814266666666664
A,1.2,16,33748,651f6d237eb3f6c3c19c627b8f42e468443477ff75012b18d2c14fbbfd2c2edf,True,500,600,12.0,0.08,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,3.71,0.006183333333333333,0,0.0,0.01,318.93,2272.0,0.0007729766666666667
A,1.2,17,35751,df751b4a39788cd788947a4faf6dad7b2d2a191912bdc7f5a2a5d932b755cbc1,False,500,600,12.0,0.08,100,3000,2.02,0.0033666666666666667,2.02,0.0033666666666666667,5.3,0.008833333333333334,2,0.0033333333333333335,,479.84,,0.004359946666666666
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,500,600,12.0,0.08,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.57,0.007616666666666667,1,0.0016666666666666668,,220.83,,0.0021569433333333333
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,12.0,0.08,100,3000,0.46,0.0007666666666666667,0.46,0.0007666666666666667,1.74,0.0029,0,0.0,0.59,1029.76,1209.084745762712,-0.05789008
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,12.0,0.08,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,454.97,454.97,-0.09984834333333334
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,12.0,0.08,100,3000,0.71,0.0011833333333333333,0.71,0.0011833333333333333,2.53,0.004216666666666666,0,0.0,0.29,513.6,909.7241379310345,-0.027645466666666663
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,12.0,0.08,100,3000,2.23,0.0037166666666666667,2.23,0.0037166666666666667,4.91,0.008183333333333334,2,0.0033333333333333335,,820.91,,0.004823636666666667
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,12.0,0.08,100,3000,0.99,0.00165,0.99,0.00165,4.16,0.006933333333333334,0,0.0,0.01,386.46,2700.0,0.00077882
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,12.0,0.08,100,3000,1.25,0.0020833333333333333,1.25,0.0020833333333333333,3.59,0.005983333333333333,1,0.0016666666666666668,,933.14,,0.0028110466666666665
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,12.0,0.08,100,3000,0.82,0.0013666666666666666,0.82,0.0013666666666666666,3.36,0.0056,0,0.0,0.18,329.44,1275.7777777777778,-0.01652352
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,12.0,0.08,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,136.5,136.5,-0.0999545
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,12.0,0.08,100,3000,0.04,6.666666666666667e-05,0.04,6.666666666666667e-05,0.13,0.00021666666666666668,0,0.0,0.96,772.08,787.9270833333334,-0.09567597333333333
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,12.0,0.08,100,3000,1.55,0.0025833333333333333,1.55,0.0025833333333333333,4.24,0.007066666666666667,1,0.0016666666666666668,,663.92,,0.003221306666666667
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,12.0,0.08,100,3000,2.16,0.0036000000000000003,2.16,0.0036000000000000003,4.86,0.008100000000000001,2,0.0033333333333333335,,942.84,,0.0047476133333333335
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,12.0,0.12,100,3000,0.16,0.0002666666666666667,0.16,0.0002666666666666667,0.66,0.0011,0,0.0,0.84,855.54,900.0238095238095,-0.08344815333333334
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,12.0,0.12,100,3000,2.51,0.004183333333333333,2.51,0.004183333333333333,5.87,0.009783333333333333,2,0.0033333333333333335,,692.56,,0.00524752
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,12.0,0.12,100,3000,2.46,0.0041,2.46,0.0041,5.86,0.009766666666666667,2,0.0033333333333333335,,285.89,,0.005028630000000001
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,12.0,0.12,100,3000,1.77,0.00295,1.77,0.00295,5.14,0.008566666666666667,1,0.0016666666666666668,,887.12,,0.003662373333333333
A,1.2,4,9712,1136a3e30b479506765af8d183d1e027ee45abfa48525e78d8cbcc4b7c7337d5,False,500,600,12.0,0.12,100,3000,2.1,0.0035,2.1,0.0035,5.64,0.009399999999999999,1,0.0016666666666666668,,703.37,,0.004151123333333333
A,1.2,5,11715,14543b9f6b7ade3455cd172c107f42b6368fbcdbbd1c821c6a6741731dc999bb,True,500,600,12.0,0.12,100,3000,0.55,0.0009166666666666668,0.55,0.0009166666666666668,2.37,0.00395,0,0.0,0.45,543.92,798.4,-0.04390202666666667
A,1.2,6,13718,46636fa878f018a3a4254af5ba92a0a1ab3155960a91c43744de2d8c78df03f5,True,500,600,12.0,0.12,100,3000,0.43,0.0007166666666666667,0.43,0.0007166666666666667,2.04,0.0034000000000000002,0,0.0,0.57,834.2,1150.017543859649,-0.056005266666666664
A,1.2,7,15721,68250a298d025f889db3dcc95f417ef7bcef2a6a7e93deec39af39648ec359b0,False,500,600,12.0,0.12,100,3000,3.47,0.005783333333333334,3.47,0.005783333333333334,6.34,0.010566666666666667,3,0.005,,702.44,,0.007267480000000001
A,1.2,8,17724,049ae08fa4cba4b924929611ad2e498a9ee291c356920097338b16d4526a6dd9,True,500,600,12.0,0.12,100,3000,0.44,0.0007333333333333333,0.44,0.0007333333333333333,1.62,0.0027,0,0.0,0.6,1178.34,1390.1833333333334,-0.05887388666666666
A,1.2,9,19727,d5f82f16d0b7213e8e2f02ed43ca07d06f3892cbff83b3d81592596852252bbf,False,500,600,12.0,0.12,100,3000,1.6,0.002666666666666667,1.6,0.002666666666666667,4.65,0.007750000000000001,1,0.0016666666666666668,,864.54,,0.0033715133333333336
A,1.2,10,21730,d344cd79ba6f51e737dbe5ff4b556389b928e7085bd5ee9ae9ddc3334372a7f3,False,500,600,12.0,0.12,100,3000,2.95,0.004916666666666667,2.95,0.004916666666666667,6.0,0.01,2,0.0033333333333333335,,876.52,,0.0060421733333333345
A,1.2,11,23733,3bba770c518f7e188e93ed9f84338f94582857feeee5deb1b08f45b4d3494325,False,500,600,12.0,0.12,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.62,0.0077,1,0.0016666666666666668,,443.34,,0.0022311133333333334
A,1.2,12,25736,ed09258602005c277e7faaabf77244f736681e8e94cfc2b99dfb414735263b1f,True,500,600,12.0,0.12,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,329.61,329.61,-0.09989013000000001
A,1.2,13,27739,5358efb19444e9ca1337e6a91cac0a0bf19f0ba41f94a8206eb8d4b1c5c7f667,False,500,600,12.0,0.12,100,3000,2.49,0.00415,2.49,0.00415,6.23,0.010383333333333335,2,0.0033333333333333335,,551.31,,0.005167103333333333
A,1.2,14,29742,70044a0a96d5238e57f750b24ae3f8095e82b3c8e1597a9bb56d17aad082b75d,False,500,600,12.0,0.12,100,3000,1.64,0.0027333333333333333,1.64,0.0027333333333333333,5.1,0.008499999999999999,1,0.0016666666666666668,,347.71,,0.0032659033333333333
A,1.2,15,31745,3e7878f410def7d62f3dd65ddc530b8cda7bf923e8974170752484b08bc1611c,False,500,600,12.0,0.12,100,3000,1.16,0.0019333333333333331,1.16,0.0019333333333333331,4.22,0.007033333333333333,1,0.0016666666666666668,,668.53,,0.002572843333333333
A,1.2,16,33748,651f6d237eb3f6c3c19c627b8f42e468443477ff75012b18d2c14fbbfd2c2edf,True,500,600,12.0,0.12,100,3000,0.98,0.0016333333333333332,0.98,0.0016333333333333332,3.98,0.006633333333333333,0,0.0,0.02,317.11,156.0,-0.0002609633333333335
A,1.2,17,35751,df751b4a39788cd788947a4faf6dad7b2d2a191912bdc7f5a2a5d932b755cbc1,False,500,600,12.0,0.12,100,3000,2.01,0.0033499999999999997,2.01,0.0033499999999999997,5.5,0.009166666666666667,2,0.0033333333333333335,,512.43,,0.004354143333333334
A,1.2,18,37754,309a3f0b179914fc4d44542f7a5fa7a25100dc46b126999d83a5a8c4f4dfb1a2,False,500,600,12.0,0.12,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,5.09,0.008483333333333332,1,0.0016666666666666668,,250.01,,0.00216667
A,1.2,19,39757,6ca2d893d357e6222af6d6744d455a09287e8f432ee4569741dc22fd147e637f,True,500,600,12.0,0.12,100,3000,0.44,0.0007333333333333333,0.44,0.0007333333333333333,1.88,0.003133333333333333,0,0.0,0.57,1147.48,1319.0701754385964,-0.05588417333333333
A,1.2,20,41760,c5841a04765dfc844d644a881f22c1ab9b87ad797f42f244210a24d2b49b2246,True,500,600,12.0,0.12,100,3000,0.01,1.6666666666666667e-05,0.01,1.6666666666666667e-05,0.04,6.666666666666667e-05,0,0.0,0.99,574.58,579.030303030303,-0.09879180666666668
A,1.2,21,43763,8f8adb312a98d2375b54828fbabff59932b9ea3e3906870a085ebb707bd7689b,True,500,600,12.0,0.12,100,3000,0.74,0.0012333333333333332,0.74,0.0012333333333333332,2.68,0.0044666666666666665,0,0.0,0.26,521.8,949.8846153846154,-0.024592733333333335
A,1.2,22,45766,aa999d8a05a6521a5c6b2f035f876034928828a6f6c1f9b28f4eca4dbf40ef08,False,500,600,12.0,0.12,100,3000,2.18,0.0036333333333333335,2.18,0.0036333333333333335,5.15,0.008583333333333333,2,0.0033333333333333335,,929.8,,0.0047766
A,1.2,23,47769,27f8863b01a77516c42eeb40dac09aa0a14207dcb396d706bb21bfb99cbbfb9f,True,500,600,12.0,0.12,100,3000,1.0,0.0016666666666666668,1.0,0.0016666666666666668,4.39,0.007316666666666666,1,0.0016666666666666668,0.0,346.86,,0.002198953333333333
A,1.2,24,49772,3894bb0653e690843f3c6cd71b0b1c91a18996e24743aff1d3a356df14743dc9,False,500,600,12.0,0.12,100,3000,1.24,0.0020666666666666667,1.24,0.0020666666666666667,3.69,0.00615,1,0.0016666666666666668,,919.15,,0.002789716666666667
A,1.2,25,51775,8d48d424dcf79cdc86e4ae8aeaf5811b23b37dc8c5bc47c1daefb53a680e8f47,True,500,600,12.0,0.12,100,3000,0.84,0.0014,0.84,0.0014,3.73,0.006216666666666666,0,0.0,0.16,327.23,1349.625,-0.014490923333333334
A,1.2,26,53778,db813954ccedf890dd33a71aab5ec9ae396c378a2e112ff6b0cd1035a4c4de3e,True,500,600,12.0,0.12,100,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,142.48,142.48,-0.09995250666666668
A,1.2,27,55781,8cfe51a5a6ef051a69b48d051feebe17932eb75e66a19bd3aabb4877b2bb70cb,True,500,600,12.0,0.12,100,3000,0.07,0.00011666666666666668,0.07,0.00011666666666666668,0.25,0.0004166666666666667,0,0.0,0.93,810.62,833.7956989247311,-0.09261312666666668
A,1.2,28,57784,43bf1ae940f48ba46da71ff48fbc108827cfdab30b880a818347646cdec6dee7,False,500,600,12.0,0.12,100,3000,1.63,0.0027166666666666663,1.63,0.0027166666666666663,4.64,0.0077333333333333325,1,0.0016666666666666668,,707.44,,0.0033691466666666663
A,1.2,29,59787,86cc1d37d5c5be935822c121cd6fcd10d34c25c123dcd77d08a9414a3fd7cd75,False,500,600,12.0,0.12,100,3000,2.15,0.0035833333333333333,2.15,0.0035833333333333333,5.12,0.008533333333333334,2,0.0033333333333333335,,865.91,,0.004705303333333333
A,1.2,0,1700,3ea1fa01cc3da10f9f1678e3ec378035fb483e7ad907af7272e00f345fefe294,True,500,600,16.0,0.0,100,3000,0.14,0.00023333333333333336,0.14,0.00023333333333333336,0.57,0.0009499999999999999,0,0.0,0.86,706.52,749.3023255813954,-0.08553116000000001
A,1.2,1,3703,37714a28925a2687ce83e161ad3d7e5c5115cf093c9da52c36821dada33ae023,False,500,600,16.0,0.0,100,3000,2.53,0.004216666666666666,2.53,0.004216666666666666,5.12,0.008533333333333334,2,0.0033333333333333335,,635.77,,0.005261923333333333
A,1.2,2,5706,833410b8e4a70b136dda7b89f3f0aac79596e6f8fdb43f851ddeb4fce8d5ee6f,False,500,600,16.0,0.0,100,3000,2.37,0.00395,2.37,0.00395,5.23,0.008716666666666668,2,0.0033333333333333335,,390.11,,0.00491337
A,1.2,3,7709,ff45cf07b0db6431caf1ac127754bb58f3cd66d97b63a98b11d73e129bfdc154,False,500,600,16.0,0.0,100,3000,1.7,0.002833333333333333,1.7,0.002833333333333333,4.55,0.007583333333333333,1,0.0016666666666666668,,940.39,,0.0035634633333333334
