problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,best_unsat,mean_unsat,mean_unsat_rate,best_unsat_rate,std_unsat,valid_assignment_rate,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,1,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.0,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.4,0.731907242906032,1.0,,,,,,,0.076,-0.7311234830116328,1007919,,0.7303634830116328,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,2,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.02,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.4,0.7319060132164384,1.0,,,,,,,0.02,-0.7305864105537322,1015838,,0.7303864105537322,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,3,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.04,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.8,0.7319852406301568,1.0,,,,,,,0.048,-0.7308525820083801,1023757,,0.7303725820083801,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,4,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.05,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.0,0.7318281932883004,1.0,,,,,,,0.076,-0.7310828021689868,1031676,,0.7303228021689868,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,5,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.06,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.8,0.7319865136155049,1.0,,,,,,,0.032,-0.7307619250738514,1039595,,0.7304419250738514,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,6,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.08,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.8,0.7319852406301568,1.0,,,,,,,0.024,-0.7304614397922272,1047514,,0.7302214397922272,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,7,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.1,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.4,0.7319081062116519,1.0,,,,,,,0.048,-0.7308050101117373,1055433,,0.7303250101117372,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,8,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.12,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.2,0.7318674243593087,1.0,,,,,,,0.06000000000000001,-0.7307696581960867,1063352,,0.7301696581960867,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,9,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.14,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.4,0.7319074693937735,1.0,,,,,,,0.048,-0.7308186061591895,1071271,,0.7303386061591894,,,
maxcut,N1000_ERp0p01,tau_pSA,memory_sweep,10,0,,,,4.872506607471347,0.0,1.0,fixed,0.3249696008654838,0.0,0.15,0.0868232292078216,0.3286705739399725,piecewise,1.3901832987721738,0.24087068606910197,best_state,919,1946,3000,,,,,,,,3709.4,0.731906603715358,1.0,,,,,,,0.044,-0.7306638482484199,1079190,,0.7302238482484199,,,
