problem,size,mode,stage,candidate_id,rank,graph_type,instance_seed,EbNo_dB,kw,kr,alpha,alpha_mode,psa_p,lambda_mem,response_lambda,I0_min,I0_max,I0_schedule_type,I0_schedule_shape,I0_hold_fraction,decision_method,burn_in,sample_window,n_cycles,BER,FER,syndrome_violation,BP_BER,BP_FER,BER_ratio_to_BP,FER_ratio_to_BP,best_cut,normalized_cut,approximation_ratio,best_unsat,mean_unsat,mean_unsat_rate,best_unsat_rate,std_unsat,valid_assignment_rate,success_rate,score,seed,mean_cut,mean_normalized_cut,convergence_cycle,reference_cut,n_edges
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,1,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.0,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,3944.0,0.5313293920470771,1.0,,,,,,,0.011,-0.5223993097523165,907919,,0.5222893097523165,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,2,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.05,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,3947.8,0.5318592973371944,1.0,,,,,,,0.009999999999999998,-0.523320732550843,915838,,0.523220732550843,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,3,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.1,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,3950.3,0.5321990855537457,1.0,,,,,,,0.009999999999999998,-0.5243131756160141,923757,,0.5242131756160141,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,4,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.15,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,3960.5,0.5335800530228748,1.0,,,,,,,0.009999999999999998,-0.5256238579370395,931676,,0.5255238579370395,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,5,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.2,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,3975.6,0.5356045451548519,1.0,,,,,,,0.011,-0.5273231527362016,939595,,0.5272131527362015,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,6,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.25,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,4010.7,0.5403315177682819,1.0,,,,,,,0.009999999999999998,-0.5294940455300046,947514,,0.5293940455300046,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,7,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.3,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,4058.0,0.5467181226500756,1.0,,,,,,,0.011,-0.5333765069101222,955433,,0.5332665069101221,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,8,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.35,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,4131.3,0.5565829906087997,1.0,,,,,,,0.009999999999999998,-0.5396014223074921,963352,,0.5395014223074921,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,9,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.4,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,4408.8,0.5940987962344105,1.0,,,,,,,0.009999999999999998,-0.5531238860586827,971271,,0.5530238860586827,,,
maxcut,N500_ERp0p06,lambda_pSA,memory_sweep,10,0,,,,0.4890681313319591,0.0,1.0,fixed,0.19440504199938524,0.45,0.0,0.0732268592978958,5.147296514727028,exponential,3.1169319405455944,0.17932790121349387,best_state,2749,220,3000,,,,,,,,4704.1,0.6337573767477795,1.0,,,,,,,0.077,-0.6103309453576864,979190,,0.6095609453576863,,,
